"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",32.6755555555556,"Up",796700000,-614500000,182200000,-100200000,-100200000,8.2e+07,-13700000,-14600000,9e+05,68300000,6.8e+07,-19700000,48300000,46890000,46890000,46890000,157700000,157700000,453500000,453500000,337200000,36600000,36600000,9.85e+08,605600000,1186100000,686700000,132400000,1791700000,2776700000,499700000,402100000,97600000,17900000,517600000,1279200000,245500000,63100000,138600000,1524700000,2042300000,733600000,734400000,2776700000,46900000,46900000,26100000,-5e+05,-96200000,-23700000,-14600000,-35500000,-11300000,38800000,-34300000,-34300000,-1.1e+07,-70200000,-70200000,1200000,-6.9e+07,108100000,1297100000,1.7e+07,0.22869,0.10292,0.05886,0.06385,0.01689,0.36255,1.90301,2.78091,0.46714,0.57113,0.56699,9.70402,8.93544,0.20706,0.13764,5,0.02556,0.00747,0.24099,10.54024,13.89512
"30","2017_Q3",32.8711111111111,"Up",814100000,-626200000,187900000,-109900000,-109900000,7.8e+07,-14600000,-15200000,6e+05,63400000,63400000,-13800000,49600000,-181390000,-181390000,-181390000,191100000,191100000,435700000,435700000,2.96e+08,212500000,69900000,1135300000,435600000,1141700000,598500000,139800000,1577300000,2712600000,489100000,376800000,112300000,17600000,546200000,1382500000,225800000,63600000,162200000,1608300000,2154500000,557300000,558100000,2712600000,-181400000,-181400000,26500000,226600000,-4300000,67400000,-9699999.99999999,-126700000,-10900000,102500000,0,0,91200000,31900000,31900000,1500000,33400000,104500000,1400100000,104300000,0.23081,0.09581,-0.22281,-0.32501,-0.06687,-0.575,2.07854,3.86042,0.51615,-2.2202,-2.19867,9.9645,6.8213,1.27662,0.13341,5,-0.07806,0.04776,-0.06009,11.56938,15.5
"31","2017_Q4",38.8580952380952,"Up",818500000,-6.39e+08,179500000,-113800000,-113800000,65700000,-14200000,-15500000,1300000,51500000,51500000,-11300000,40200000,38800000,38800000,38800000,233500000,233500000,431100000,431100000,308900000,70500000,70500000,1.044e+09,447800000,1157700000,608900000,143100000,1605500000,2649500000,501400000,378200000,123200000,32500000,533900000,1319500000,227400000,63400000,1.64e+08,1546900000,2080800000,567900000,568700000,2649500000,38800000,38800000,23100000,-2500000,8100000,67500000,95300000,69400000,-1.1e+07,-48300000,-36400000,-36400000,-96500000,40400000,40400000,2e+06,42400000,88800000,1.352e+09,203500000,0.2193,0.08027,0.0474,0.06823,0.01464,5.24485,1.95542,3.65887,0.51028,0.47724,0.47491,10.06765,6.98524,2.50308,0.1353,6,0.02318,0.09473,0.28351,12.59572,17.02435
"32","2018_Q1",38.3273770491803,"Down",1.61e+08,-114200000,46800000,-99400000,-99400000,-52600000,-18400000,-15500000,-2900000,-7.1e+07,-7.1e+07,4.4e+07,-2.7e+07,38100000,3.8e+07,3.8e+07,243600000,243600000,392400000,392400000,327800000,102800000,102800000,1066600000,461600000,1177100000,610500000,166600000,1638700000,2705300000,5.38e+08,388900000,149100000,32600000,570600000,1276400000,258900000,62300000,196600000,1535300000,2105900000,598500000,599400000,2705300000,38100000,38100000,21700000,599999.99999997,30800000,91200000,-150600000,-26600000,-10900000,-43600000,0,0,-56400000,8200000,8200000,1900000,10100000,-30900000,1.309e+09,-194700000,0.29068,-0.32671,0.23602,0.0634,0.01405,-5.12368,1.86926,3.51335,0.48387,0.46972,0.46626,1.99011,7.39802,-2.40667,0.13473,7,0.02256,-0.08984,0.28684,-34.47896,-20.25475
"33","2018_Q2",38.33546875,"Up",901600000,-703100000,198500000,-119700000,-119700000,78800000,-14400000,-15500000,1100000,64400000,64400000,-16700000,47700000,46900000,46900000,46900000,165500000,165500000,490800000,490800000,3.22e+08,5.7e+07,5.7e+07,1035300000,486500000,1222100000,635600000,159900000,1708600000,2743900000,536800000,416200000,120600000,35100000,571900000,1318800000,268100000,62400000,205700000,1586900000,2158800000,584200000,585100000,2743900000,46900000,46900000,22400000,4e+05,-4.3e+07,26700000,-12900000,-85900000,-14200000,35900000,-42200000,-42200000,-22100000,-81300000,-81300000,3200000,-78100000,101200000,1353900000,6.2e+07,0.22016,0.0874,0.05202,0.08016,0.01709,1.32196,1.81028,3.68963,0.49342,0.58333,0.57688,11.21393,7.26617,0.77114,0.17662,5,0.02768,0.02809,0.30277,11.74308,15.08122
"34","2018_Q3",39.1568253968254,"Up",914800000,-718300000,196500000,-119100000,-119100000,77400000,-15700000,-16100000,4e+05,61700000,61600000,-10100000,51500000,51200000,51300000,51300000,158600000,158600000,4.9e+08,4.9e+08,3.21e+08,67600000,67600000,1037200000,486300000,1.245e+09,651600000,156400000,1731300000,2768500000,554200000,427500000,126700000,34600000,588800000,1296600000,288400000,60900000,227500000,1.585e+09,2173800000,593900000,594700000,2768500000,51200000,51200000,22600000,1e+05,8300000,82200000,-18600000,-44200000,-1.4e+07,-22300000,-3099999.99999999,-3100000,-40700000,-2699999.99999999,-2699999.99999999,-4200000,-6900000,1e+08,1331200000,99800000,0.2148,0.08461,0.05608,0.08626,0.01853,1.94542,1.76155,3.65529,0.48084,0.63806,0.631,11.37811,7.38682,1.24129,0.17413,7,0.02949,0.04507,0.2729,11.726,15.14987
"35","2018_Q4",30.088253968254,"Down",387500000,-298600000,88900000,-96700000,-96700000,-7800000,-15100000,-15600000,5e+05,-22900000,-22900000,12600000,-10300000,50200000,50200000,50200000,180800000,180800000,472400000,472400000,334600000,69800000,69800000,1057600000,487700000,1.24e+09,650100000,159500000,1727700000,2785300000,550400000,419700000,130700000,19400000,569800000,1316800000,284600000,6e+07,224600000,1601400000,2171200000,613300000,614100000,2785300000,50200000,50200000,2.4e+07,1e+05,-12300000,6.2e+07,-15800000,-15800000,-13900000,2900000,-7700000,-7700000,-20200000,2.6e+07,2.6e+07,-3800000,22200000,16200000,1336200000,-24500000,0.22942,-0.02013,0.12955,0.08175,0.01802,-0.48805,1.85609,3.53558,0.47973,0.62672,0.62129,4.8377,7.65668,-0.30587,0.17353,7,0.02868,-0.01096,0.27689,71.32099,-148.12821
"36","2019_Q1",28.4059016393443,"Down",677100000,-536200000,140900000,-110700000,-110700000,30200000,-30500000,-15600000,-14900000,-3e+05,-1299999.99999999,-2e+05,-1499999.99999999,11200000,11400000,11400000,170900000,170900000,347200000,347200000,284600000,196100000,66400000,998800000,384500000,1.34e+09,639100000,278500000,1724500000,2723300000,433700000,3.05e+08,128700000,19400000,557600000,1336200000,288900000,54300000,165500000,1625100000,2182700000,5.4e+08,540600000,2723300000,11200000,11200000,19500000,1.4e+07,38100000,82800000,-28700000,-24400000,-1.4e+07,23200000,-7e+07,-7e+07,-65100000,-6700000,-6700000,-3200000,-9900000,49700000,1355600000,59300000,0.20809,0.0446,0.01684,0.02109,0.00419,5.20175,1.79125,4.03755,0.49778,0.14522,0.14394,8.62548,6.87898,0.75541,0.17834,5,0.01162,0.02714,1.22807,23.83702,39.22848
"37","2019_Q2",25.5195238095238,"Down",750600000,-582500000,168100000,-1.21e+08,-1.21e+08,47100000,-15800000,-15900000,1e+05,31300000,31300000,-8800000,22500000,38300000,38200000,38200000,108300000,108300000,480200000,480200000,374900000,71300000,71300000,1034700000,497100000,1.43e+09,705500000,232100000,1927100000,2961800000,528100000,407200000,120900000,1.9e+07,570300000,1440700000,381900000,5.4e+07,327900000,1822600000,2392900000,568200000,568900000,2961800000,38300000,38300000,23300000,6e+05,-86900000,-24700000,-9900000,-127900000,-15600000,103900000,-79152279.6396568,-68835204.2676251,8.7e+07,-65600000,-65600000,3e+06,-62600000,70400000,1459700000,-17600000,0.22395,0.06275,0.05089,0.06715,0.0129,-0.46073,1.81431,4.20619,0.49284,0.491,0.48849,9.64781,7.30334,-0.22622,0.20051,4,0.02232,-0.0073,0.40838,19.19602,28.69214
"38","2019_Q3",29.0765625,"Up",748200000,-572900000,175300000,-129200000,-129200000,46100000,-15500000,-16200000,7e+05,30600000,30600000,-7400000,23200000,42100000,42100000,42100000,125500000,125500000,473800000,473800000,353300000,67200000,67200000,1019800000,498500000,1412300000,696900000,229700000,1910800000,2930600000,565500000,3.98e+08,167500000,18700000,607300000,1392500000,359700000,53800000,305900000,1752200000,2359500000,570400000,571100000,2930600000,42100000,42100000,23600000,1100000,57300000,124100000,-16600000,-14300000,-15100000,-48700000,-26900000,-26900000,-91500000.0000001,18300000,18300000,-1100000,17200000,69700000,1411200000,117800000,0.2343,0.06161,0.05627,0.07372,0.01437,2.7981,1.67924,4.1315,0.48154,0.54534,0.54113,9.69171,7.3886,1.52591,0.1956,5,0.02442,0.0503,0.35867,18.4462,27.88937
"39","2019_Q4",30.13171875,"Up",705300000,-544800000,160500000,-117400000,-117400000,43100000,-14900000,-15500000,6e+05,28200000,28200000,-4600000,23600000,43100000,4.3e+07,4.3e+07,199600000,199600000,368700000,368700000,281600000,323900000,58400000,1173800000,3.86e+08,1386400000,682600000,2.28e+08,1772400000,2946200000,4.81e+08,289300000,191700000,18600000,625500000,1406300000,322200000,52700000,269500000,1728500000,2.354e+09,591400000,592200000,2946200000,43100000,43100000,21500000,7e+06,27600000,99200000,-21400000,-2e+07,-1.5e+07,13800000,0,0,-1300000,77900000,77900000,-3800000,74100000,64600000,1424900000,75400000,0.22756,0.06111,0.06097,0.07261,0.0146,1.75349,1.87658,3.97501,0.48364,0.55917,0.55556,9.17165,7.69051,0.98049,0.19506,6,0.02479,0.03223,0.34884,18.96749,28.42923
"40","2020_Q1",25.9711290322581,"Down",658600000,-505300000,153300000,-132800000,-132800000,20500000,-1200000,-11900000,10700000,19300000,19300000,-12900000,6400000,465300000,465300000,465300000,864700000,864700000,3.3e+08,3.3e+08,260900000,57700000,57700000,1513300000,407400000,1352600000,685700000,197600000,1.76e+09,3273300000,663100000,287700000,375400000,18400000,702500000,1210900000,307200000,56600000,187100000,1518100000,2220600000,1051900000,1052700000,3273300000,465300000,465300000,19100000,-421600000,39400000,102200000,-33800000,774100000,-14600000,-197800000,-1.49011611938477e-08,-1.86264514923096e-09,-212500000,663800000,663800000,1300000,665100000,39600000,1229300000,58100000,0.23277,0.03113,0.7065,0.44201,0.14215,0.12487,2.15416,2.10943,0.37555,6.05072,6.01163,8.56437,13.6788,0.75553,0.18986,7,0.18535,0.02244,0.03138,9.20707,17.78537
"41","2020_Q2",21.8487301587302,"Down",711500000,-5.4e+08,171500000,-118700000,-118700000,52800000,-7800000,-9400000,1600000,4.5e+07,4.5e+07,-11900000,33100000,32800000,32800000,32800000,1280200000,1280200000,382400000,382400000,271100000,56900000,56900000,1990600000,400800000,1351300000,684200000,205700000,1752100000,3742700000,6.5e+08,329600000,320400000,18200000,687800000,1209700000,306600000,55900000,250700000,1516300000,2204100000,1538600000,1538600000,3742700000,32800000,32800000,19900000,-1e+05,-65400000,-12800000,-11100000,1200000,-15600000,-2e+06,482700000,-13600000,430900000,419300000,419300000,-3800000,415500000,72700000,1227900000,8100000,0.24104,0.07421,0.0461,0.02132,0.00876,0.24695,2.89416,1.43254,0.32808,0.38007,0.37832,8.2445,17.82851,0.09386,0.18076,4,0.01575,0.00264,0.47561,-0.71939,-0.99053
"42","2020_Q3",24.72390625,"Up",609100000,-459400000,149700000,-111700000,-111700000,3.8e+07,-6700000,-16200000,9500000,31300000,31300000,-7900000,23400000,23199999.9999999,22800000,22800000,1.977e+09,1.977e+09,310600000,310600000,241500000,54300000,54300000,2583400000,400800000,1352800000,685200000,212700000,1753600000,4.337e+09,5.87e+08,262800000,324200000,1.8e+07,624300000,1849700000,311300000,55900000,255400000,2.161e+09,2785300000,1551300000,1551700000,4.337e+09,23200000,23200000,20900000,-6900000.00000006,51600000,88800000,-10200000,-10199999.9999999,-18700000,647800000,-200000.000000119,-1.86264514923096e-09,618900000,697500000,697500000,-699999.999999999,696800000,58900000,1867700000,108200000,0.24577,0.06239,0.03743,0.01469,0.00525999999999998,4.74561,4.13807,1.795,0.43064,0.24973,0.24756,6.67141,16.99124,1.1851,0.20482,6,0.01112,0.029,0.82018,-1.85569,-2.87632
"43","2020_Q4",33.65140625,"Up",924500000,-714300000,210200000,-176700000,-176700000,33500000,-28200000,-29700000,1500000,5300000,5300000,-2700000,2600000,2600000,1700000,1700000,577300000,577300000,514300000,514300000,311400000,94800000,94800000,1497800000,674500000,2537600000,1.28e+09,264600000,3212100000,4709900000,724900000,403600000,321300000,18700000,768900000,1855200000,474700000,113800000,360900000,2329900000,3098800000,1.597e+09,1611100000,4709900000,2600000,2600000,36500000,2200000,-48600000,-7300000,-17300000,-1.36e+09,-18500000,-1800000,-496100000,0,-38300000,-1405600000,-1405600000,5900000,-1399700000,7e+07,1873900000,6800000,0.22737,0.03624,0.00184,0.00106,0.00036,4,1.94798,1.92341,0.39786,0.01858,0.01822,10.10383,17.45355,0.07432,0.20219,3,0.0051,0.00172,10.88235,18.52286,38.70448
"44","2021_Q1",42.79,"Up",9.97e+08,-744100000,252900000,-187900000,-187900000,6.5e+07,-7600000,-19300000,11700000,57400000,57400000,17300000,74700000,74800000,74300000,74300000,649500000,649500000,516600000,516600000,327500000,108500000,108500000,1602100000,694900000,2573500000,1308100000,256900000,3268400000,4870500000,757300000,471700000,285600000,43700000,8.01e+08,1.91e+09,447800000,1.15e+08,192800000,2357800000,3158800000,1697100000,1711700000,4870500000,74800000,74800000,34500000,18600000,2.5e+07,152900000,-25100000,-62600000,-18500000,-1800000.00000006,-8800000,-8800000,-29500000.0000001,60800000,60800000,11400000,72199999.9999998,99500000,1953700000,82100000,0.25366,0.0652,0.07452,0.04341,0.01526,1.10498,2.00012,1.84542,0.40113,0.8138,0.82281,10.92004,18.58817,0.89923,0.20263,5,0.02256,0.01996,0.24899,13.10754,20.06462
"45","2021_Q2",48.735873015873,"Up",1162300000,-859900000,302400000,-1.82e+08,-1.82e+08,120400000,-17800000,-19300000,1500000,102600000,102600000,-22900000,79700000,79700000,79300000,79300000,594500000,594500000,642200000,642200000,3.57e+08,122700000,122700000,1716400000,675500000,2517500000,1281900000,262300000,3.193e+09,4909400000,820500000,529600000,290900000,18800000,863600000,1852700000,471100000,111300000,359800000,2323800000,3187400000,1.707e+09,1.722e+09,4909400000,79700000,79700000,37100000,-4400000,-108800000,3600000,-16500000,-18500000,-19500000,-2300000,-4200000,-4200000,-29100000,-4.4e+07,-4.4e+07,-1.1e+07,-5.5e+07,157500000,1871500000,55100000,0.26017,0.10359,0.06823,0.04605,0.01615,0.69483,1.98749,1.85099,0.38121,0.88013,0.87528,12.90011,18.94562,0.61154,0.21643,5,0.02431,0.01356,0.2459,8.10794,10.60631
"46","2021_Q3",46.49,"Down",1235200000,-946500000,288700000,-180600000,-180600000,108100000,-18300000,-19500000,1200000,89800000,89800000,-20400000,69400000,69400000,68800000,68800000,616200000,616200000,705200000,705200000,412500000,124200000,124200000,1858100000,680100000,2509200000,1281700000,282600000,3189300000,5047400000,890600000,574600000,3.16e+08,18800000,934300000,1852200000,474500000,112600000,361900000,2326700000,3.261e+09,1768200000,1786400000,5047400000,69400000,69400000,33800000,8e+05,-39500000,64500000,-25600000,-25600000,-19300000,-2099999.99999999,-1.49011611938477e-08,0,-22500000,16400000,16400000,5300000,21700000.0000001,141900000,1.871e+09,97200000,0.23373,0.08752,0.0557,0.03851,0.01363,1.41279,1.98876,1.82546,0.37069,0.75356,0.7454,13.52903,19.36692,1.06462,0.21139,5,0.02132,0.02352,0.28052,8.84285,11.60777
"47","2021_Q4",53.20484375,"Up",8.18e+08,-602400000,215600000,-162800000,-162800000,52800000,-17400000,-1.9e+07,1600000,35400000,35400000,-2e+06,33400000,52600000,52900000,52900000,545200000,545200000,7.03e+08,7.03e+08,477200000,123500000,123500000,1848900000,669600000,2492500000,1293900000,250200000,3162100000,5.011e+09,9.29e+08,557700000,371300000,32800000,961800000,1908700000,355100000,1.11e+08,244100000,2263800000,3225600000,1768800000,1785400000,5.011e+09,52600000,70822588.4588239,34900000,13900000,-59500000,41900000,-20600000,-68200000,-19400000,-12100000,0,0,-39900000,-66200000,-66200000,-4800000,-7.1e+07,87700000,1941500000,9600000,0.26357,0.06455,0.06467,0.02963,0.01056,0.18147,1.92233,1.80665,0.38745,0.57941,0.57688,8.95947,19.37349,0.10515,0.21249,6,0.01771,0.00235,0.36673,15.92132,26.44508
"48","2022_Q1",50.4122580645161,"Down",1603300000,-1310400000,292900000,-1.93e+08,-1.93e+08,99900000,-23100000,-17500000,-5600000,76800000,76800000,-28700000,48100000,28900000,29800000,29800000,601200000,601200000,439900000,439900000,305800000,480100000,119900000,1.827e+09,672300000,2497900000,1284800000,287900000,3170200000,4997200000,769700000,429500000,340200000,29700000,940700000,1887600000,378400000,99900000,177900000,2.266e+09,3206700000,1774700000,1790500000,4997200000,28900000,77864374.473797,38400000,-24700000,81200000,123800000,-37900000,-37900000,-19500000,-2e+06,0,0,-23100000,62800000,62800000,-6800000,5.6e+07,138300000,1917300000,210300000,0.18269,0.06231,0.01859,0.01664,0.00596,7.05705,1.94217,1.79095,0.38367,0.32497,0.32216,17.48419,19.35333,2.29335,0.21265,5,0.01206,0.05147,0.65436,9.51627,13.17417
"49","2022_Q2",46.3533870967742,"Down",1293800000,-1000100000,293700000,-165100000,-165100000,128600000,-17500000,-16900000,-6e+05,111100000,111100000,-26600000,84500000,84500000,84200000,84200000,562600000,562600000,757900000,757900000,475400000,134300000,134300000,1930200000,661900000,2454899999,1283400000,267399999,3116799999,5046999999,930400000,642300000,288100000,629200000,1559600000,1296100000,3.62e+08,98500000,164100000,1658100000,3217700000,1813200000,1829300000,5.047e+09,84500000,84500000,37800000,-8e+05,-102600000,18900000,-13300000,-13300000,-21700000,-2400000,-15800000,-15800000,-43800000,-38200000,-38200000,-4e+05,-38600000,166400000,1925300000,77100000,0.22701,0.0994,0.06508,0.04603,0.01668,0.91568,1.23763,1.75898,0.38147,0.92022,0.91126,14.13989,19.81639,0.84262,0.23716,4,0.02573,0.01873,0.25772,8.1893,10.59642
"50","2022_Q3",40.91921875,"Down",1302400000,-998600000,303800000,-174300000,-174300000,129500000,-14800000,-16200000,1400000,114700000,114700000,-3e+07,84700000,84700000,84700000,84700000,645100000,645100000,752600000,752600000,4.94e+08,128400000,128400000,2020100000,638900000,2384600000,1256800000,260600000,3023500000,5043600000,941500000,6.34e+08,307500000,629100000,1570600000,1290900000,356300000,9.5e+07,154700000,1647200000,3217800000,1809700000,1825800000,5043600000,84700000,84700000,36500000,-2800000,-30599999,87800001,-20700000,54400000,-21800000,-2e+06,-20600000,-20600000,-44599999,97600002,97600002,-15100000,82500002,1.66e+08,1.92e+09,144700001,0.23326,0.09943,0.06503,0.04639,0.01679,1.70838,1.2862,1.76241,0.38068,0.9267,0.91965,14.24945,19.79978,1.58315,0.23851,6,0.02596,0.03527,0.25738,7.68012,9.84479
