"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","deferred_tax_liabilities_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"25","2016_Q2",19.67890625,"Up",288900000,-162700000,126200000,-96600000,-53200000,-43400000,29600000,-20300000,-20300000,0,9300000,2399999.99999999,11700000,-4700000,7e+06,7e+06,7e+06,-2600000,4400000,7900000,7900000,138500000,138500000,21700000,20200000,16900000,3300000,188300000,9.95e+08,208500000,14300000,177400000,16800000,1256300000,1444600000,1.72e+08,118400000,2.3e+07,30600000,14800000,65700000,27100000,12400000,26200000,252500000,1.226e+09,257700000,221400000,36300000,1483700000,1736200000,129400000,2576200000,-2827200000,-169500000,-291600000,-291600000,1444600000,7e+06,43400000,3e+06,12300000,65700000,-62400000,-62400000,-62400000,2e+06,-60400000,-2600000,-2e+06,-2e+05,-4800000,5e+05,5e+05,5e+05,7.3e+07,1240800000,27600000,0.43683,0.10246,0.01523,-0.01509,0.00305,6.27273,0.74574,-5.95405,0.85892,0.10476,0.10451,6.87857,-10.02381,0.65714,0.0619,0.0058,0.02287,0.59091,16.88904,41.65203
"26","2016_Q3",22.2578125,"Up",299200000,-170800000,128400000,-1.01e+08,-56200000,-44800000,27400000,-18800000,-19900000,1100000,8600000,113400000,1.22e+08,-44400000,77600000,77600000,77600000,-2600000,7.5e+07,9600000,9600000,157500000,157500000,23100000,18700000,15700000,3e+06,208900000,1021700000,165200000,14300000,132500000,18400000,1214300000,1423200000,178400000,142500000,8e+06,27900000,14700000,63800000,26700000,1.2e+07,25100000,256900000,1125700000,257600000,217500000,40100000,1383300000,1640200000,129400000,2571700000,-2749600000,-1.68e+08,-2.17e+08,-2.17e+08,1423200000,77600000,44800000,-67300000,-22900000,32200000,-59200000,-59200000,-59200000,2200000,85500000,-2600000,-107200000,-1600000,-1.16e+08,1700000,1700000,1700000,72200000,1140400000,34500000,0.42914,0.09158,0.25067,-0.34562,0.0527,0.460000000000001,0.81316,-7.55853,0.80129,1.78571,1.78147,7.12381,-8.24762,0.82143,0.0619,0.06571,0.02921,0.0346699999999999,15.66205,41.27007
"27","2016_Q4",20.3466666666667,"Down",312400000,-183800000,128600000,-1.02e+08,-55500000,-46500000,26600000,-17800000,-17900000,1e+05,8800000,20800000,29600000,-10800000,18800000,18800000,18800000,-2600000,16200000,8500000,8500000,172200000,172200000,2.3e+07,109900000,1.5e+07,94900000,313600000,1052600000,142700000,14300000,108700000,19700000,1216300000,1529900000,178500000,134300000,8300000,35900000,98800000,7.7e+07,36800000,14500000,25700000,354300000,1125500000,244900000,2.14e+08,30900000,1370400000,1724700000,129400000,2573700000,-2730800000,-166600000,-194800000,-194800000,1529900000,18800000,46500000,-6700000,-14900000,43700000,-67200000,-67200000,-67200000,-89500000,-1.18e+08,-2600000,79100000,-3100000,73200000,-1100000,-1100000,-1100000,73100000,1224300000,1800000,0.41165,0.08515,0.05186,-0.0831600000000001,0.01059,0.11111,0.88513,-8.8537,0.80025,0.38571,0.3848,7.4381,-7.71905,0.04286,0.0619,0.01475,0.00141,0.16049,16.63201,45.70677
"28","2017_Q1",20.7606451612903,"Up",285300000,-161600000,123700000,-101300000,-53800000,-47500000,22400000,-11200000,-17600000,6400000,11200000,-11600000,-399999.999999985,-1200000,-1600000.00000001,-1300000,-1300000,-2600000,-3900000,9700000,9700000,178600000,178600000,22700000,18900000,1.5e+07,3900000,229900000,1085500000,97600000,14300000,64500000,18800000,1311100000,1.541e+09,144300000,105900000,12700000,25700000,7500000,81100000,36300000,12900000,31900000,232900000,1199100000,230700000,197700000,3.3e+07,1429800000,1662700000,129400000,2571300000,-2732100000,-90300000,-121700000,-121700000,1.541e+09,-400000.000000007,47500000,-1300000.00000001,-14300000,31500000,-97600000,-97600000,-97600000,86500000,-2600000.00000003,-2600000,-22300000,-2800000,-27700000,1200000,1200000,1200000,69900000,1206600000,-40800000,0.43358,0.07851,-0.01367,0.03205,-0.00253,10.46154,0.98712,-13.66228,0.783,-0.0928599999999997,-0.0926399999999999,6.79286,-5.97857,-0.97143,0.0619,-0.00099,-0.03101,-0.66667,17.12303,53.43304
"29","2017_Q2",17.9168253968254,"Down",249600000,-124100000,125500000,-101100000,-55300000,-45800000,24400000,-17600000,-1.8e+07,4e+05,6800000,88300000,95100000,-34500000,60600000,60600000,60600000,-2600000,5.8e+07,44700000,44700000,173200000,173200000,24100000,24500000,20600000,3900000.00000001,266500000,1107700000,99800000,18600000,62200000,1.9e+07,1207500000,1.474e+09,163800000,120300000,11900000,31600000,8200000.00000001,85200000,38200000,11800000,35200000,257200000,1113700000,230500000,194100000,36400000,1344200000,1601400000,129400000,2570500000,-2671700000,-155600000,-127400000,-127400000,1.474e+09,60600000,45800000,-78200000,25700000,53900000,-55100000,-55100000,-55100000,500000.00000003,76900000,-2600000,-91600000,-1600000,-95800000,3.5e+07,3.5e+07,3.5e+07,70200000,1121900000,75300000,0.5028,0.09776,0.23237,-0.45526,0.03935,1.29828,1.03616,-12.56986,0.76113,1.37767,1.37116,5.92874,-6.09976,1.7886,0.06176,0.04947,0.06147,0.04483,15.34473,44.14754
"30","2017_Q3",19.697619047619,"Up",259400000,-128900000,130500000,-100800000,-53800000,-4.7e+07,29700000,-17500000,-18100000,6e+05,12200000,-8500000,3700000,-1400000.00000001,2300000,2299999.99999999,2299999.99999999,-2600000,-300000.000000007,58200000,58200000,166500000,166500000,23400000,25200000,19900000,5300000,273300000,1111700000,96700000,18600000,55100000,2.3e+07,1208400000,1481700000,170600000,121500000,21800000,27300000,10800000,80500000,33400000,12200000,34900000,261900000,1116100000,227700000,190200000,37500000,1343800000,1605700000,129400000,2568900000,-2669600000,-152700000,-1.24e+08,-1.24e+08,1481700000,2299999.99999999,4.7e+07,2900000,16800000,6.9e+07,-50100000,-50100000,-50100000,-1e+05,-50600000,-2600000,-2099999.99999999,-2e+05,-4900000,13500000,13500000,13500000,76700000,1126900000,44800000,0.50308,0.11449,-0.00115999999999999,0.00242,-2e-04,-149.33333,1.04353,-12.94919,0.76055,-0.00710999999999995,-0.00710999999999995,6.14692,-6.00474,1.06161,0.06161,0.00187,0.03641,-8.66667,13.93351,35.98316
"31","2017_Q4",20.3301587301587,"Up",255500000,-1.27e+08,128500000,-100500000,-53200000,-47300000,2.8e+07,-23300000,-18800000,-4500000,4700000,-15100000,-10400000,-6e+05,-1.1e+07,-1.1e+07,-1.1e+07,-2600000,-13600000,43700000,43700000,1.7e+08,1.7e+08,19800000,24300000,17700000,6600000,257800000,1112800000,86700000,18600000,50400000,17700000,1199500000,1457300000,157700000,1.09e+08,13400000,35300000,1.2e+07,8.3e+07,32600000,19200000,31200000,252700000,1120800000,217300000,186300000,3.1e+07,1338100000,1590800000,129400000,2567700000,-2680800000,-149800000,-133500000,-133500000,1457300000,-1.1e+07,47300000,9200000,-11600000,33900000,-4.3e+07,-4.3e+07,-4.3e+07,-99999.9999999963,-43100000,-2600000,-2200000,-5e+05,-5300000,-14500000,-14500000,-14500000,75300000,1132800000,21300000,0.50294,0.10959,-0.05323,0.10187,-0.00933,-1.56618,1.02018,-11.9161,0.77733,-0.32227,-0.32227,6.0545,-6.22986,0.50474,0.06161,-0.00904,0.01751,-0.19118,14.46348,38.89643
"32","2018_Q1",16.212131147541,"Down",5.24e+08,-381300000,142700000,-131500000,-78600000,-52900000,11200000,-28200000,-30300000,2100000,-1.7e+07,-5400000,-22400000,5600000,-16800000,-16800000,-16800000,-2600000,-19400000,17800000,17800000,239800000,239800000,44300000,408500000,22200000,386300000,710400000,1.129e+09,348200000,1.51e+08,12200000,52700000,1477200000,2187600000,244200000,185600000,29900000,28700000,18400000,94700000,36300000,21200000,37200000,357300000,1729300000,218900000,177500000,30200000,1948200000,2305500000,129400000,2.566e+09,-2639600000,-173700000,-117900000,-117900000,2187600000,-11900000,52900000,2400000,3200000,46600000,-62300000,-62300000,-62300000,-3e+05,-2.2e+08,-2600000,546400000,-17600000,526200000,352800000,352800000,352800000,64100000,1747700000,-6e+05,0.27233,0.02137,-0.03702,0.16455,-0.00887,0.0309300000000008,1.98825,-19.55471,0.79891,-0.45863,-0.45221,12.38771,-5.84634,-0.01418,0.06147,-0.00909,-0.00032,-0.134020000000001,26.98752,154.45536
"33","2018_Q2",14.63,"Down",295700000,-149400000,146300000,-119600000,-68400000,-51200000,26700000,-30400000,-30800000,4e+05,-3700000,-5800000,-9500000,1200000,-8300000,-8300000,-8300000,-2600000,-10900000,32400000,32400000,232400000,232400000,4.5e+07,412900000,23700000,389200000,722700000,1118800000,344500000,150700000,13100000,5.2e+07,1463300000,2.186e+09,268300000,195700000,33100000,39500000,18200000,86500000,39300000,1.8e+07,29200000,3.73e+08,1726900000,2.14e+08,173200000,28600000,1940900000,2313900000,129400000,2562600000,-2647900000,-1.72e+08,-127900000,-127900000,2.186e+09,-8300000,51200000,2e+05,15400000,58500000,-32700000,-32700000,-32700000,-1e+05,-35600000,-2600000,-3e+06,-2400000,-8e+06,14900000,14900000,15700000,77900000,1745100000,59400000,0.49476,0.09029,-0.03686,0.08522,-0.00499,-5.44954,1.93753,-18.09148,0.79831,-0.25768,-0.25768,6.99054,-6.08274,1.40426,0.06147,-0.00453,0.03244,-0.23853,21.98588,64.14607
"34","2018_Q3",13.9301587301587,"Down",296800000,-152300000,144500000,-1.17e+08,-66100000,-50900000,27500000,-3.1e+07,-31800000,8e+05,-3500000,-11800000,-15300000,1500000,-13800000,-13800000,-13800000,-2600000,-16400000,30300000,30300000,241300000,241300000,31900000,395800000,2.2e+07,373800000,699300000,1125800000,3.41e+08,149400000,14200000,52700000,1466800000,2166100000,262400000,205100000,26700000,30600000,16800000,8.9e+07,40300000,17500000,31200000,368200000,1727300000,2.14e+08,168600000,3.4e+07,1941300000,2309500000,129400000,2561400000,-2661700000,-172500000,-143400000,-143400000,2166100000,-13800000,50900000,3500000,-9200000,31400000,-38300000,-38300000,-38300000,1e+05,-38200000,-2600000,-2900000,-2100000,-7599999.99999994,-14400000,-14400000,-15399999.9999999,78400000,1744100000,29400000,0.48686,0.09265,-0.05526,0.11437,-0.00757,-1.79268,1.89924,-16.1053,0.80518,-0.38679,-0.38679,7,-6.43396,0.6934,0.06132,-0.0076,0.0162,-0.15854,21.85969,62.32
"35","2018_Q4",12.2544444444444,"Down",386700000,-197700000,1.89e+08,-161200000,-85700000,-75500000,27800000,-32500000,-33700000,1200000,-4700000,-16300000,-2.1e+07,3300000,-17700000,-17700000,-17700000,-2600000,-20300000,10600000,10600000,2.86e+08,2.86e+08,44700000,37900000,27200000,10700000,379200000,1.831e+09,449300000,1.58e+08,60600000,56800000,2280300000,2659500000,350700000,281700000,2.5e+07,4.4e+07,18300000,105900000,55700000,22600000,27600000,474900000,1909400000,309100000,225300000,72400000,2218500000,2693400000,129400000,2681800000,-2679400000,-165700000,-33900000,-33900000,2659500000,-17700000,75500000,-7600000,-17300000,32900000,-69700000,-69700000,-69700000,-1e+05,-283800000,-2600000,-124200000,-8600000,-135400000,-386300000,-386300000,-386200000,103300000,1927700000,1.3e+07,0.48875,0.07189,-0.0525,0.59882,-0.00763,-0.64039,0.79848,-79.45133,0.72484,-0.40519,-0.40519,7.71856,-3.25948,0.25948,0.0519,-0.00803,0.0059,-0.12808,18.55857,68.96043
"36","2019_Q1",9.05295081967213,"Down",3.99e+08,-199300000,199700000,-167600000,-93200000,-74400000,32100000,-3.6e+07,-35200000,-8e+05,-3900000,-10700000,-14600000,-15400000,-3e+07,-3e+07,-3e+07,-2600000,-32600000,15400000,15400000,342800000,342800000,46500000,41200000,30700000,10500000,445900000,1.844e+09,440300000,1.57e+08,47500000,67700000,2284300000,2730200000,401600000,331900000,26800000,42900000,20200000,119900000,55900000,24800000,39200000,541700000,1909600000,353900000,230600000,111900000,2263500000,2805200000,129400000,2680500000,-2709400000,-175500000,-7.5e+07,-7.5e+07,2730200000,-3e+07,74400000,20800000,26700001,91900001,-79900000,-79900000,-79900000,1e+05,-79800000,-2600000,-4e+06,-5e+05,-7100000,5000000.99999994,5000000.99999994,4800001,106500000,1929800000,68700001,0.5005,0.08045,-0.0817,0.43467,-0.01194,-2.10736,0.82315,-37.40267,0.70683,-0.64683,-0.64683,7.91667,-4.05556,1.3631,0.05159,-0.01358,0.0311,-0.07975,17.97559,59.63863
"37","2019_Q2",7.67714285714286,"Down",379600000,-197700000,181900000,-165500000,-86100000,-79400000,16400000,-34100000,-35100000,1e+06,-17700000,-8900000,-26600000,-3e+05,-26900000,-26900000,-26900000,-2600000,-29500000,3900000,3900000,2.6e+08,2.6e+08,38900000,41600000,31700000,9900000.00000001,344400000,1832800000,472100000,158600000,47400000,100900000,2304900000,2649300000,326400000,259300000,24800000,42300000,22400000,1.12e+08,49300000,18200000,44500000,460800000,1909900000,380900000,226700000,141800000,2290800000,2751600000,129400000,2678900000,-2736300000,-174300000,-102300000,-102300000,2649300000,-26900000,79400000,5500000,-1200000,56800000,-56500000,-56500000,-56500000,-1e+05,-56600000,-2600000,-8300000,-9e+05,-11800000,-11600000,-11600000,-11500000,95800000,1932300000,38400000,0.47919,0.0432,-0.07771,0.28837,-0.01114,-1.30169,0.7474,-26.89736,0.72936,-0.58648,-0.58648,7.54672,-4.60636,0.76342,0.05169,-0.01217,0.01737,-0.08814,20.12944,117.58537
"38","2019_Q3",4.89546875,"Down",384200000,-195500000,188700000,-161400000,-87200000,-74200000,27300000,-3.5e+07,-34900000,-1e+05,-7700000,-5400000,-13100000,7600000,-5500000,-5500000,-5500000,-2600000,-8100000,9300000,9300000,268600000,268600000,47500000,37100000,28700000,8400000,362500000,1813600000,479600000,160100000,58600000,98500000,2293200000,2655700000,337700000,273200000,2.7e+07,37500000,23200000,112900000,50500000,17500000,44900000,473800000,1913900000,380300000,223600000,144200000,2294200000,2.768e+09,129400000,2677900000,-2741800000,-177800000,-112300000,-112300000,2655700000,-5500000,74200000,-2400000,-4300000,6.2e+07,-54100000,-54100000,-54100000,1e+05,-5.4e+07,-2600000,600000.000000007,-6e+05,-2599999.99999999,5399999.99999999,5399999.99999999,5400000.00000001,101500000,1937100000,35500000,0.49115,0.07106,-0.02108,0.07213,-0.00305,-4.38272,0.76509,-24.64826,0.72941,-0.16103,-0.16103,7.63817,-4.80517,0.70577,0.05169,-0.00249,0.0161,-0.32099,18.9931,70.61538
"39","2019_Q4",6.1365625,"Up",382500000,-194700000,187800000,-163500000,-8.8e+07,-75500000,24300000,-35500000,-3.5e+07,-5e+05,-11200000,-4300000,-15500000,1900000,-13600000,-13600000,-13600000,-2600000,-16200000,6500000,6500000,253200000,253200000,49600000,40300000,29300000,1.1e+07,349600000,1796100000,473300000,159600000,59500000,9.6e+07,2269400000,2.619e+09,322800000,248700000,24600000,49500000,23400000,118100000,50800000,22800000,44500000,464300000,1.904e+09,378300000,220100000,1.46e+08,2282300000,2746600000,129400000,2677300000,-2755400000,-178900000,-127600000,-127600000,2.619e+09,-13600000,75500000,4200000,4e+06,70100000,-56700000,-56700000,-56700000,3e+05,-56400000,-2600000,-13800000,-1e+05,-16500000,-2800000,-2800000,-2800000,99800000,1927400000,45200000,0.49098,0.06353,-0.04235,0.12696,-0.00619,-2.79012,0.75296,-21.52508,0.73593,-0.32016,-0.32016,7.55929,-5.07905,0.89328,0.05138,-0.00624,0.02075,-0.16049,19.24749,79.04938
"40","2020_Q1",12.9998387096774,"Up",390400000,-196700000,193700000,-168900000,-93100000,-75800000,24800000,-34500000,-34600000,1e+05,-9700000,-12300000,-2.2e+07,1400000,-20600000,-20600000,-20600000,-2600000,-23200000,11600000,11600000,307700000,307700000,44600000,39900000,28300000,11600000,403800000,1780800000,469200000,160500000,59300000,9.4e+07,2.25e+09,2653800000,360400000,284600000,26800000,4.9e+07,22300000,140800000,59100000,29100000,52600000,523500000,1901300000,3.69e+08,215500000,141800000,2270300000,2793800000,129400000,2676700000,-2.776e+09,-170100000,-1.4e+08,-1.4e+08,2653800000,-20599999,75800000,2800000,12200000,70200001,-56500000,-56500000,-56500000,2e+05,-56300000,-2600000,-6100000,5.82076609134674e-11,-8700000,5200001,5200001,5100001,100600000,1923600000,54900000,0.49616,0.06352,-0.05943,0.16571,-0.00874,-2.36638,0.77135,-19.95571,0.72485,-0.46032,-0.46032,7.74603,-5.34524,1.08929,0.05159,-0.00957,0.0255,-0.11207,19.00596,77.09677
"41","2020_Q2",14.7557142857143,"Up",3.8e+08,-193700000,186300000,-162200000,-8.8e+07,-74200000,24100000,-32900000,-33700000,8e+05,-8800000,-46900000,-55700000,21700000,-3.4e+07,-3.4e+07,-3.4e+07,-2600000,-36600000,10600000,10600000,2.7e+08,2.7e+08,43300000,40500000,31500000,9e+06,364400000,1761100000,474100000,156800000,80500000,88400000,2235200000,2599600000,342600000,274500000,24600000,43500000,21800000,124900000,54100000,19200000,51600000,489300000,1927200000,371800000,211100000,1.5e+08,2.299e+09,2788300000,129400000,2674700000,-2.81e+09,-182800000,-188700000,-188700000,2599600000,-3.4e+07,74200000,-12500000,1400000,29100000,-50900000,-50900000,-50900000,-1112935.5946187,-50900000,-2600000,24900000,-1100000,21200000,-6e+05,-6e+05,-1e+06,98300000,1.949e+09,27100000,0.49026,0.06342,-0.09632,0.19396,-0.01408,-0.74044,0.74474,-14.77636,0.74973,-0.72475,-0.72475,7.52475,-6.29901,0.53663,0.05149,-0.01595,0.01271,-0.07104,19.71923,80.43154
"42","2020_Q3",15.01,"Up",3.8e+08,-193400000,186600000,-1.56e+08,-81300000,-74700000,30600000,-33300000,-33500000,2e+05,-2700000,-6700000,-9400000,1600000,-7800000,-7800000,-7800000,-2600000,-10400000,7e+06,7e+06,291400000,291400000,37100000,4.2e+07,32800000,9200000,377500000,1741800000,474900000,158300000,85600000,84900000,2216700000,2594200000,327100000,259200000,26700000,41200000,23500000,124200000,55900000,16500000,51800000,474800000,1933700000,390300000,2.27e+08,152400000,2.324e+09,2798800000,129400000,2673400000,-2817800000,-189600000,-204600000,-204600000,2594200000,-7800000,74700000,3700000,-26100000,44500000,-48500000,-48500000,-48500000,-1700000,-50200000,-2600000,4900000,-3e+05,2e+06,-3700000,-3700000,-3600000,105300000,1957200000,29100000,0.49105,0.08053,-0.02737,0.05083,-0.00401,-2.79808,0.79507,-13.67937,0.75445,-0.20513,-0.20513,7.49507,-6.58777,0.57396,0.05128,-0.00364,0.01358,-0.25,18.52042,63.73203
"43","2020_Q4",15.18671875,"Up",389500000,-203900000,185600000,-157900000,-8.6e+07,-71900000,27700000,-33200000,-33400000,2e+05,-5500000,-5599999,-11099999,2900000,-8199999,-8199999,-8199999,-2600000,-10799999,8800000,8800000,280100000,280100000,28700000,4.4e+07,30800000,13200000,361600000,1732500000,469700000,159300000,86200000,80800000,2202200000,2563800000,310900000,223600000,24500000,62800000,21600000,117600000,50300000,20400000,46900000,450100000,1936400000,381800000,216900000,154100000,2318200000,2768300000,129400000,2.672e+09,-2.826e+09,-179900000,-204500000,-204500000,2563800000,-8200000,71900000,1899999,-3e+05,65299999,-59800000,-59800000,-59800000,1e+05,-59700000,-2600000,-1100000,-2e+05,-3900000,1699999,1699999,1799999,99600000,1.958e+09,36600000,0.47651,0.07112,-0.02773,0.05281,-0.00421,-3.38889,0.80338,-13.53692,0.76371,-0.21344,-0.21344,7.69763,-6.59881,0.72332,0.05138,-0.00384,0.01714,-0.24074,19.57028,70.36823
"44","2021_Q1",15.3001639344262,"Up",-10799999.9999999,-28500000,-39300000,37800000,11900000,25900000,-1500000,-9400000,11500000,-20900000,-10900000,-11100001,-22000001,-9300000,-31300001,-31300001,-31300001,2e+05,-31100001,12200000,12200000,369600000,369600000,35500000,41800000,33500000,8300000,459100000,1729100000,480400000,161500000,82500000,88300000,2209500000,2668600000,376400000,299200000,26700000,50500000,21800000,147900000,68900000,28100000,50900000,546100000,1949900000,363700000,200200000,152600000,2313600000,2859700000,129400000,2670800000,-2831600000,-159700000,-191100000,-191100000,2668600000,-31300000,-25900000,1500001,109500000,53800001,3100000.00000001,-63643296.1495603,-63643296.1495603,1500000,-45900000,0,-10100000,-1200000,-11300000,-3399999,-3399999,-3199999,-27400000,1971700000,94500000,3.63889,0.13889,2.87963,0.16274,-0.01165,-3.03859,0.84069,-14.96442,0.73885,-0.61462,-0.61462,-0.213440000000001,-6.33399,1.86759,-6.93889390390723e-18,-0.0145,0.04407,0,-71.5146,-1306.33333
"45","2021_Q2",15.4114285714286,"Up",409900000,-220100000,189800000,-154800000,-83800000,-7.1e+07,3.5e+07,-32600000,-32400000,-2e+05,2400000,-5e+06,-2600000,-4e+05,-3e+06,-3e+06,-3e+06,-2600000,-5600000,6700000,6700000,308100000,308100000,38600000,45500000,37700000,7800000,398900000,1731600000,472700000,1.62e+08,80800000,84900000,2204300000,2603200000,336700000,269200000,24500000,4.3e+07,23100000,126300000,52500000,26300000,47500000,486100000,1952500000,354200000,194200000,149400000,2306700000,2792800000,129400000,2667500000,-2834600000,-151900000,-189600000,-189600000,2603200000,-3e+06,7.1e+07,1200000,-9400000,59800000,-60700000,-60700000,-60700000,1e+05,-60600000,-2600000,0,-2e+06,-4600000,-5400000,-5400000,-5500000,1.06e+08,1975600000,36300000,0.46304,0.08539,-0.01366,0.02954,-0.00215,-6.48214,0.82061,-14.72996,0.75891,-0.11024,-0.11024,8.0689,-6.27953,0.71457,0.05118,-0.0014,0.01696,-0.46429,18.57453,56.2542900000001
"46","2021_Q3",15.4086956521739,"Down",414200000,-224800000,189400000,-157200000,-85400000,-71800000,32200000,-33300000,-33500000,2e+05,-1100000,-3500000,-4600000,0,-4600000,-4600000,-4600000,-2600000,-7200000,3500000,3500000,296300000,296300000,51300000,44200000,37500000,6700000,395300000,1733800000,471300000,162800000,78500000,87900000,2205100000,2600400000,411700000,339500000,26600000,45600000,20300000,117700000,48500000,21600000,47600000,549700000,1892500000,341400000,181500000,149400000,2233900000,2783600000,129400000,2665800000,-2839200000,-139200000,-183200000,-183200000,2600400000,-4600000,71800000,1400000,51700000,120300000,-5.9e+07,-5.9e+07,-5.9e+07,0,-5.9e+07,-2600000,-61200000,-8e+05,-64600000,-3300000,-3300000,-3200000,1.04e+08,1912800000,96700000,0.45727,0.07774,-0.0173799999999999,0.0393,-0.00277,-13.43056,0.71912,-15.19432,0.73558,-0.14173,-0.14173,8.15354,-6.15354,1.90354,0.05118,-0.00222,0.04669,-0.36111,18.35865,59.29503
