"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","long_term_investments","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",30.5198412698413,"Down",924600000,-7.62e+08,-3.97e+08,-104100000,-260900000,162600000,-48700000,-48700000,-48800000,113900000,2.5e+07,138900000,-7500000,131400000,1.31e+08,1.31e+08,-2600000,128400000,84700000,84700000,491500000,491500000,219900000,1.62e+08,1.62e+08,958100000,9920400000,329600000,329600000,1821100000,1821100000,12071100000,13029200000,365100000,365100000,552300000,452300000,452300000,1369700000,3816900000,3783500000,455300000,2530600000,797600000,7600400000,8970100000,2e+08,1688300000,2.181e+09,-10200000,4059100000,4059100000,13029200000,1.31e+08,104100000,-35200000,-55900000,1.44e+08,-2.67e+08,-4e+06,-2.71e+08,-66600000,250700000,14500000,205200000,78200000,78200000,78200000,266700000,4369200000,-48700000,0.17586,0.13887,0.03163,0.00985,-0.37928,0.6995,2.20987,0.33534,0.56514,0.56514,4.06954,16.98548,-0.21435,0.29313,0.01597,-0.00399,0.51869,16.06487,26.34994
"28","2017_Q1",31.9943548387097,"Up",7.97e+08,-697100000,-400800000,-102900000,-193400000,99900000,-51200000,-51200000,-51400000,48700000,2.9e+07,77700000,-12200000,65500000,65200000,65200000,-2500000,62700000,8200000,8200000,493300000,493300000,222300000,153300000,153300000,877100000,10279200000,337600000,337600000,1879900000,1879900000,12496700000,13373800000,445300000,445300000,248700000,4.68e+08,4.68e+08,1.162e+09,4315600000,3834200000,489900000,2570200000,774100000,8149800000,9311800000,2e+08,1695400000,2.177e+09,-10400000,4.062e+09,4.062e+09,13373800000,65200000,102900000,14300000,23200000,205600000,-409900000,-4800000.00000001,-414700000,-66700000,192400000,7e+05,132600000,-76500000,-76500000,-76500000,202800000,4564300000,-171700000,0.12535,0.07867,0.01544,0.00469,-2.73844,0.75482,2.29242,0.34129,0.27573,0.27573,3.50484,16.98329,-0.75506,0.29332,0.01038,-0.01378,1.0638,22.46598,45.60661
"29","2017_Q2",34.0290476190476,"Up",853900000,-706700000,-424700000,-1.07e+08,-1.75e+08,147200000,-56500000,-56500000,-52300000,90700000,28500000,119200000,-17600000,101600000,1.03e+08,1.03e+08,-2600000,100400000,8400000,8400000,424900000,424900000,187700000,128800000,128800000,749800000,10448800000,346800000,346800000,1919500000,1919500000,12715100000,13464900000,369500000,369500000,307400000,488100000,488100000,1.165e+09,4316100000,3886900000,481700000,2625900000,779300000,8.203e+09,9.368e+09,2e+08,1701500000,2205900000,-10500000,4096900000,4096900000,13464900000,1.03e+08,1.07e+08,15100000,-106100000,1.19e+08,-291500000,204300000,-87200000,-71500000,58700000,-17100000,-29900000,1900000,1900000,1900000,254200000,4623500000,-125800000,0.17239,0.11758,0.02451,0.00746,-1.25299,0.64361,2.28661,0.34337,0.44112,0.44112,3.75176,17.1217,-0.55272,0.31415,0.01363,-0.00998,0.71215,18.15539,31.35258
"30","2017_Q3",35.2477777777778,"Up",765300000,-611600000,-330200000,-1.15e+08,-166400000,153700000,-57100000,-57100000,-52800000,96600000,21400000,1.18e+08,-21200000,96800000,96800000,96800000,-2500000,94300000,7300000,7300000,424900000,424900000,201600000,180900000,180900000,814700000,10608100000,354500000,354500000,1966100000,1966100000,12928700000,13743400000,381100000,381100000,373800000,453300000,453300000,1208200000,4354300000,3930500000,482700000,2681300000,766500000,8284800000,9.493e+09,2e+08,1832700000,2228600000,-10900000,4250400000,4250400000,13743400000,96800000,1.15e+08,24100000,-227400000,8500000.00000001,-3.16e+08,151300000,-164700000,-71600000,103400000,-15700000,153400000,-2800000,-2800000,-2800000,268700000,4728100000,-253500000,0.20084,0.12322,0.02219,0.00686,-2.68823,0.67431,2.23344,0.34403,0.41179,0.41179,3.34192,17.68734,-1.10699,0.31266,0.01285,-0.01964,0.75928,17.56904,30.71438
"31","2017_Q4",37.1911111111111,"Up",906900000,-670600000,-358600000,-120700000,-191300000,236300000,-58500000,-58500000,-53900000,177800000,19700000,197500000,-26100000,171400000,171400000,171400000,-2600000,168800000,9200000,9200000,336100000,336100000,220600000,185600000,185600000,751500000,10931100000,458600000,458600000,1973700000,1973700000,13363400000,14114900000,478100000,478100000,590500000,401500000,362100000,1470100000,4255100000,4035500000,481300000,2774700000,779500000,8290600000,9760700000,2e+08,1840500000,2324800000,-11100000,4354200000,4354200000,14114900000,171400000,120700000,56400000,-24700000,323800000,-441900000,54700000,-387200000,-72600000,116600000,16500000,66400000,3e+06,3e+06,3e+06,3.57e+08,4845600000,-83500000,0.26056,0.18613,0.03877,0.01196,-0.49467,0.51119,2.24167,0.3433,0.73074,0.73074,3.92597,17.98355,-0.36147,0.31429,0.01824,-0.00631,0.43009,13.54734,20.4672
"32","2018_Q1",33.9339344262295,"Down",856100000,-739900000,-396900000,-119100000,-223900000,116200000,-4.3e+07,-4.3e+07,-56600000,73200000,24900000,98100000,-1800000,96300000,96300000,96300000,-2500000,93800000,27900000,27900000,482800000,482800000,222400000,1.72e+08,1.72e+08,905100000,11234500000,396100000,396100000,1652100000,1652100000,13282700000,14187800000,477300000,477300000,1270900000,400800000,400800000,2.149e+09,4010600000,3.646e+09,5.04e+08,1478400000,1663600000,7656600000,9805600000,2e+08,1847800000,2.346e+09,-11600000,4382200000,4382200000,14187800000,96300000,119100000,23100000,293600000,532100000,-417500000,-439700000,-857200000,-72600000,437800000,-28900000,342700000,17600000,17600000,17600000,235300000,5281500000,113200000,0.13573,0.10957,0.0214,0.00661,1.20682,0.42117,2.2376,0.37226,0.40571,0.40571,3.70285,18.0891,0.48962,0.31401,0.0125,0.00851,0.77399,22.32724,45.2117
"33","2018_Q2",35.70953125,"Up",916300000,-750600000,-440800000,-120400000,-189400000,165700000,-61600000,-61600000,-59200000,104100000,36200000,140300000,-16800000,123500000,123500000,123500000,-2600000,120900000,19100000,19100000,343200000,343200000,202800000,160800000,160800000,725900000,11439600000,414700000,414700000,1661600000,1661600000,13515900000,14241800000,363100000,363100000,1287100000,423300000,423300000,2073500000,4056800000,3.68e+09,488900000,1511600000,1679500000,7736800000,9810300000,2e+08,1853700000,2389400000,-11600000,4431500000,4431500000,14241800000,123500000,120400000,2800000,-157400000,89300000,-355500000,270300000,-85200000,-77500000,62100000,5600000,-9800000,-5700000,-5700000,-5700000,286100000,5343900000,-2.1e+08,0.18084,0.13194,0.02728,0.00849,-1.73697,0.35008,2.21377,0.37523,0.52247,0.52247,3.95981,18.28652,-0.90752,0.33492,0.01475,-0.01561,0.64103,18.61167,32.13518
"34","2018_Q3",37.5444444444444,"Up",816100000,-664900000,-355700000,-1.27e+08,-182200000,151200000,-63300000,-63300000,-61300000,87900000,28600000,116500000,-13600000,102900000,102900000,102900000,-2500000,100400000,5e+06,5e+06,4.15e+08,4.15e+08,200100000,185800000,185800000,805900000,11695700000,420500000,420500000,1692900000,1692900000,13809100000,1.4615e+10,431100000,431100000,438600000,387700000,387700000,1257400000,5127500000,3679400000,488700000,1507200000,1683500000,8806900000,10064300000,2e+08,1949500000,2412500000,-11300000,4550700000,4550700000,1.4615e+10,102900000,1.27e+08,8300000,-392500000,-154300000,-377800000,284500000,-93300000,-77300000,227200000,-18600000,231400000,-16200000,-16200000,-16200000,278200000,5566100000,-478500000,0.18527,0.12302,0.02206,0.00687,-4.76594,0.64093,2.21159,0.38085,0.43276,0.43276,3.51767,18.75302,-2.0625,0.33319,0.01288,-0.03468,0.76992,19.98958,36.77976
"35","2018_Q4",38.7101587301587,"Up",928600000,-672500000,-368200000,-1.29e+08,-175300000,256100000,-64900000,-64900000,-63300000,191200000,28600000,219800000,-11700000,208100000,208100000,208100000,-2600000,205500000,239700000,239700000,465300000,465300000,211100000,208700000,208700000,1124800000,12005200000,4.24e+08,4.24e+08,1715800000,1715800000,1.4145e+10,15269800000,498100000,498100000,642900000,407300000,407300000,1548300000,5248200000,3702900000,4.87e+08,1575200000,1640700000,8951100000,10499400000,2e+08,2040600000,2539500000,-9700000,4770400000,4770400000,15269800000,208100000,1.29e+08,1.8e+07,152100000,507200000,-394700000,-242500000,-637200000,-78500000,329200000,23900000,365800000,235800000,235800000,235800000,385100000,5891100000,154200000,0.27579,0.2213,0.04308,0.01346,0.75036,0.72647,2.20095,0.3858,0.87372,0.87372,3.94813,19.43197,0.65561,0.33376,0.01977,0.01073,0.382,14.67515,22.06716
"36","2019_Q1",39.7591803278689,"Up",8.73e+08,-7.52e+08,-418300000,-130600000,-203100000,1.21e+08,-65200000,-57200000,-63200000,55800000,37600000,93400000,-5900000,87500000,87500000,87500000,-2300000,85200000,20900000,20900000,350400000,350400000,211800000,2.02e+08,2.02e+08,785100000,12462400000,431300000,431300000,1747200000,1747200000,14640900000,1.5426e+10,543300000,543300000,697700000,403100000,403100000,1644100000,5246300000,3749900000,509100000,1603100000,1637700000,8996200000,10640300000,2e+08,2047900000,2545900000,-8100000,4785700000,4785700000,1.5426e+10,87500000,130600000,-40100000,-92199999.9999999,85799999.9999999,-4.41e+08,189700000,-251300000,-78700000,51500000,-34900000,-56400000,-221900000,-221900000,-221900000,251600000,5.944e+09,-275700000,0.1386,0.09759,0.0178,0.00552,-3.23592,0.47753,2.22335,0.38532,0.36132,0.36132,3.70229,19.44741,-1.16921,0.33376,0.01132,-0.01904,0.92371,23.54173,48.95124
"37","2019_Q2",42.6690476190476,"Up",987200000,-810400000,-4.63e+08,-136900000,-210500000,176800000,-70300000,-66300000,-66300000,106500000,36300000,142800000,-15100000,127700000,127700000,127700000,-2600000,125100000,10100000,10100000,417900000,417900000,1.68e+08,219200000,219200000,815200000,12665200000,433600000,433600000,1799400000,1799400000,14898200000,15713400000,387700000,387700000,771200000,428800000,428800000,1587700000,5362200000,3881100000,493600000,1.642e+09,1745500000,9243300000,1.0831e+10,2e+08,2102400000,2587300000,-7300000,4882400000,4882400000,15713400000,127700000,136900000,11600000,-95100000,181100000,-3.74e+08,9200000,-364800000,-83700000,188500000,16600000,1.76e+08,-7700000,-7700000,-7700000,313700000,6133400000,-140300000,0.17909,0.12672,0.02562,0.00796,-1.1215,0.51345,2.21838,0.39033,0.52896,0.52874,4.17421,19.79873,-0.59323,0.35391,0.01402,-0.00942,0.66906,19.5196,34.63405
"38","2019_Q3",46.29390625,"Up",790200000,-640400000,-297600000,-142900000,-199900000,149800000,-72500000,-69200000,-69200000,77300000,3.1e+07,108300000,-11200000,97100000,97100000,97100000,-2500000,94600000,170200000,170200000,421500000,421500000,205800000,229800000,229800000,1027300000,1.2854e+10,443300000,443300000,1.797e+09,1.797e+09,15094300000,16121600000,422500000,422500000,1097300000,429200000,429200000,1.949e+09,5438100000,3834900000,487400000,1657900000,1689600000,9.273e+09,1.1222e+10,2e+08,2110800000,2597800000,-9e+06,4899600000,4899600000,16121600000,97100000,142900000,25300000,-169500000,95800000,-278500000,36300000,-242200000,-84100000,458100000,-77200000,302800000,156400000,156400000,156400000,292700000,6535400000,-144100000,0.18957,0.11972,0.01931,0.00587,-1.52326,0.52709,2.29039,0.40538,0.39832,0.39748,3.32716,19.78779,-0.60674,0.35411,0.0117,-0.00944,0.88901,21.7465,42.49132
"39","2019_Q4",48.20546875,"Up",990600000,-700200000,-355400000,-144200000,-200600000,290400000,-72200000,-68500000,-68500000,218200000,33700000,251900000,-22700000,229200000,229200000,229200000,-2900000,226300000,193700000,193700000,451500000,451500000,224100000,243700000,213400000,1.113e+09,13131100000,4.53e+08,4.53e+08,1836300000,1836300000,15420400000,16533400000,497700000,497700000,1006400000,5.78e+08,5.78e+08,2082100000,5535100000,3.747e+09,476300000,1.703e+09,1567700000,9282100000,11364200000,2e+08,2239300000,2739100000,-9200000,5169200000,5169200000,16533400000,229200000,144200000,-9e+05,-140400000,232100000,-351500000,97500000,-2.54e+08,-85200000,-41600000,49600000,47200000,25300000,25300000,25300000,434600000,6541500000,-34600000,0.29316,0.22845,0.04378,0.01369,-0.15289,0.53456,2.19844,0.39565,0.94647,0.94292,4.14304,20.78294,-0.14471,0.35634,0.02015,-0.00224,0.37649,14.60607,21.85882
"40","2020_Q1",50.02,"Up",8.8e+08,2.8e+08,6.35e+08,-1.43e+08,-2.12e+08,1.61e+08,-2e+07,-6.9e+07,-6.9e+07,1.41e+08,-8e+06,1.33e+08,-2e+07,1.13e+08,1.13e+08,1.13e+08,-2e+06,1.11e+08,1.6e+07,1.6e+07,4.02e+08,4.02e+08,2.27e+08,2.31e+08,2.31e+08,8.76e+08,1.3527e+10,4.68e+08,4.68e+08,1.83e+09,1.83e+09,1.5825e+10,1.6701e+10,4.22e+08,4.22e+08,9.94e+08,6.38e+08,5.68e+08,2.054e+09,5.533e+09,3.709e+09,4.84e+08,1.714e+09,1.511e+09,9.242e+09,1.1296e+10,2e+08,2.448e+09,2.766e+09,-9e+06,5.405e+09,5.405e+09,1.6701e+10,1.13e+08,1.43e+08,-2.4e+07,-8.1e+07,1.51e+08,-5.35e+08,1.09e+08,-4.26e+08,-8.4e+07,-1.5e+07,-1.3e+07,9.3e+07,-1.82e+08,-1.82e+08,-1.82e+08,3.04e+08,6.527e+09,-2.92e+08,0.18295,0.12614,0.02054,0.00665,-2.63063,0.42648,2.08992,0.39081,0.46077,0.45982,3.65297,21.60648,-1.21212,0.34869,0.01247,-0.01867,0.75676,21.41776,40.44099
"41","2020_Q2",44.7866666666667,"Down",9.16e+08,-4.59e+08,-1.22e+08,-1.46e+08,-1.91e+08,1.88e+08,-5.7e+07,-6.9e+07,-6.9e+07,1.31e+08,2.3e+07,1.54e+08,1.9e+07,1.73e+08,1.73e+08,1.73e+08,-3e+06,1.7e+08,55200000,55200000,396400000,396400000,220600000,2.4e+08,2.4e+08,912200000,1.3685e+10,469500000,469500000,1812300000,1812300000,15966800000,1.6879e+10,375400000,375400000,627700000,647100000,647100000,1650200000,5833900000,3692500000,452600000,1736100000,1503800000,9526400000,11176600000,2e+08,2676600000,2833700000,-7900000,5702400000,5702400000,1.6879e+10,1.73e+08,1.46e+08,3.2e+07,-1.91e+08,1.6e+08,-2.78e+08,9.9e+07,-1.79e+08,-9.3e+07,-6.7e+07,-8e+06,6e+07,4.1e+07,4.1e+07,4.1e+07,3.34e+08,6461600000,-1.54e+08,0.20524,0.18559,0.02981,0.01007,-0.90588,0.55278,1.95998,0.38282,0.69558,0.69501,3.74795,22.51391,-0.63011,0.38052,0.01659,-0.00971,0.54706,19.18084,34.0766
"42","2020_Q3",48.4196875,"Up",7.63e+08,-4.1e+08,-7.2e+07,-1.52e+08,-1.86e+08,1.68e+08,-5.5e+07,-7e+07,-7e+07,1.13e+08,1.5e+07,1.28e+08,8e+06,1.36e+08,1.36e+08,1.36e+08,-2e+06,1.34e+08,208100000,208100000,386500000,386500000,221800000,227900000,227900000,1044300000,13936400000,473200000,473200000,1815800000,1815800000,16225400000,17269700000,429900000,429900000,192800000,598200000,598200000,1220900000,6572400000,3728100000,450200000,1761300000,1516600000,10300500000,11521400000,2e+08,2685600000,2873500000,-10800000,5748300000,5748300000,17269700000,1.36e+08,1.52e+08,5e+06,-1.34e+08,1.59e+08,-3.06e+08,9.3e+07,-2.13e+08,-9.4e+07,3.11e+08,-2e+07,2.04e+08,1.5e+08,1.5e+08,1.5e+08,3.2e+08,6765200000,-1.28e+08,0.22018,0.17562,0.02331,0.00776,-0.95522,0.85535,2.00431,0.39174,0.53686,0.53643,3.05689,22.22877,-0.51282,0.3766,0.01404,-0.00788,0.70149,20.49094,39.03036
"43","2020_Q4",50.166875,"Up",9.2e+08,-4.58e+08,-1.32e+08,-1.56e+08,-1.7e+08,2.72e+08,-5.6e+07,-6.8e+07,-6.8e+07,2.16e+08,1.3e+07,2.29e+08,2e+07,2.49e+08,2.49e+08,2.49e+08,-3e+06,2.46e+08,1.89e+08,1.89e+08,3.99e+08,3.99e+08,2.23e+08,2.22e+08,1.92e+08,1.033e+09,1.4199e+10,4.78e+08,4.78e+08,1.83e+09,1.83e+09,1.6507e+10,1.754e+10,4.17e+08,4.17e+08,4.29e+08,4.49e+08,4.49e+08,1.295e+09,6.574e+09,3.762e+09,4.23e+08,1.803e+09,1.536e+09,1.0336e+10,1.1631e+10,2e+08,2.695e+09,3.026e+09,-1.2e+07,5.909e+09,5.909e+09,1.754e+10,2.49e+08,1.56e+08,1.9e+07,-3.07e+08,1.17e+08,-3.51e+08,6.4e+07,-2.87e+08,-9.4e+07,2.37e+08,6e+06,1.55e+08,-1.5e+07,-1.5e+07,-1.5e+07,4.28e+08,7.003e+09,-2.5e+08,0.29565,0.26739,0.04163,0.01403,-1.01626,0.79768,1.96835,0.39926,0.98518,0.98439,3.68442,22.86344,-1.0012,0.37645,0.02039,-0.01499,0.38211,15.92056,25.05147
"44","2021_Q1",46.7972131147541,"Down",8.17e+08,-5.15e+08,-1.23e+08,-1.61e+08,-2.31e+08,1.12e+08,-6e+07,-6.8e+07,-6.8e+07,5.2e+07,4e+06,5.6e+07,1e+07,6.6e+07,6.6e+07,6.6e+07,-2e+06,6.4e+07,5.4e+07,5.4e+07,4.12e+08,4.12e+08,2.17e+08,2.04e+08,2.04e+08,8.87e+08,1.4336e+10,4.85e+08,4.85e+08,2.002e+09,2.002e+09,1.6823e+10,1.771e+10,3.77e+08,3.77e+08,3.97e+08,5.23e+08,4.56e+08,1.297e+09,6.769e+09,3.756e+09,5.11e+08,1.814e+09,1.431e+09,1.0525e+10,1.1822e+10,1.89e+08,2.706e+09,2.994e+09,-1e+06,5.888e+09,5.888e+09,1.771e+10,6.6e+07,1.61e+08,-1.31e+08,-30999999.9999999,6.5e+07,-3.58e+08,8.6e+07,-2.72e+08,-9.6e+07,1.64e+08,-5e+06,6.9e+07,-1.38e+08,-1.38e+08,-1.38e+08,2.73e+08,7.166e+09,-1.26e+08,0.13709,0.07834,0.01087,0.00361,-1.96875,0.68389,2.00781,0.40463,0.2561,0.25549,3.26931,22.80512,-0.5042,0.38415,0.00952,-0.0075,1.5,26.05128,63.5
"45","2021_Q2",53.6985714285714,"Up",9.01e+08,-4.7e+08,-1.34e+08,-1.64e+08,-1.72e+08,1.98e+08,-5.6e+07,-6.9e+07,-6.9e+07,1.42e+08,4e+06,1.46e+08,2.8e+07,1.74e+08,1.74e+08,1.74e+08,-3e+06,1.71e+08,1.4e+07,1.4e+07,3.25e+08,3.25e+08,2.04e+08,2.12e+08,2.12e+08,7.55e+08,1.4353e+10,4.94e+08,4.94e+08,1.992e+09,1.992e+09,1.6839e+10,1.7594e+10,3.07e+08,3.07e+08,6.44e+08,4.57e+08,4.57e+08,1.408e+09,6.471e+09,3.749e+09,4.95e+08,1.843e+09,1.411e+09,1.022e+10,1.1628e+10,2e+08,2.715e+09,3.063e+09,-1.2e+07,5.966e+09,5.966e+09,1.7594e+10,1.74e+08,1.64e+08,-1.9e+07,-1.74e+08,1.45e+08,-2.14e+08,1.76e+08,-3.8e+07,-1.02e+08,-5.3e+07,1e+07,-1.45e+08,-3.8e+07,-3.8e+07,-3.8e+07,3.62e+08,7.115e+09,-5.4e+07,0.21976,0.18979,0.02866,0.00972,-0.31579,0.53622,1.94904,0.4044,0.684,0.68291,3.604,23.064,-0.216,0.408,0.01622,-0.00321,0.59649,19.61602,35.86364
"46","2021_Q3",56.39625,"Up",8.17e+08,-4.72e+08,-1.21e+08,-1.65e+08,-1.86e+08,1.76e+08,-5.2e+07,-6.9e+07,-6.9e+07,1.24e+08,5e+06,1.29e+08,1.7e+07,1.46e+08,1.46e+08,1.46e+08,-2e+06,1.44e+08,1.5e+07,1.5e+07,3.77e+08,3.77e+08,2.08e+08,2.99e+08,2.99e+08,8.99e+08,1.454e+10,5.06e+08,5.06e+08,1.994e+09,1.994e+09,1.704e+10,1.7939e+10,3.92e+08,3.92e+08,8.43e+08,4.04e+08,4.04e+08,1.639e+09,6.468e+09,3.813e+09,4.77e+08,1.865e+09,1.471e+09,1.0281e+10,1.192e+10,2e+08,2.725e+09,3.106e+09,-1.2e+07,6.019e+09,6.019e+09,1.7939e+10,1.46e+08,1.65e+08,-8.9e+07,-1.6e+08,6.2e+07,-2.12e+08,6e+07,-1.52e+08,-1.01e+08,1.95e+08,-6e+06,8.8e+07,-2000000.00000001,-2000000.00000001,-2000000.00000001,3.41e+08,7.311e+09,-4.8e+07,0.21542,0.17625,0.02392,0.00803,-0.33333,0.54851,1.9804,0.40755,0.576,0.57508,3.268,23.276,-0.192,0.404,0.01429,-0.0028,0.70139,21.39589,41.45455
"47","2021_Q4",55.04421875,"Down",1.024e+09,-3.62e+08,-227921901.065303,-1.65e+08,-1.97e+08,2.89e+08,-5.8e+07,-6.8e+07,-6.8e+07,2.31e+08,7e+06,2.38e+08,2.1e+07,2.59e+08,2.59e+08,2.59e+08,-3e+06,2.56e+08,2e+07,2e+07,3.92e+08,3.92e+08,2.18e+08,3.85e+08,3.85e+08,1.015e+09,1.4738e+10,5.14e+08,5.14e+08,2.062e+09,2.062e+09,1.7314e+10,1.8329e+10,3.61e+08,3.61e+08,6.99e+08,4.97e+08,4.97e+08,1.557e+09,6.692e+09,3.895e+09,4.52e+08,1.906e+09,1.537e+09,1.0587e+10,1.2144e+10,1.89e+08,2.736e+09,3.261e+09,-1e+06,6.185e+09,6.185e+09,1.8329e+10,2.59e+08,1.65e+08,-1.56e+08,2e+06,2.7e+08,-3.46e+08,8.4e+07,-2.62e+08,-1.01e+08,8.1e+07,2e+07,0,8e+06,8e+06,8e+06,4.54e+08,7.391e+09,8.9e+07,0.28223,0.25,0.04139,0.01397,0.34766,0.65189,1.96346,0.40324,1.02318,1.02155,4.09273,23.96483,0.35572,0.40368,0.02043,0.00509,0.39453,16.23568,25.50519
"48","2022_Q1",57.5848387096774,"Up",9.27e+08,-6.7e+08,-2.82e+08,-1.63e+08,-2.25e+08,1.32e+08,-5.4e+07,-7.1e+07,-7.1e+07,7.8e+07,9e+06,8.7e+07,8e+06,94999999.9999999,9.5e+07,9.5e+07,-7e+06,87999999.9999999,3.9e+07,3.9e+07,4.4e+08,4.4e+08,2.46e+08,3.44e+08,3.44e+08,1.069e+09,1.4987e+10,3.38e+08,550110565.872252,2.159e+09,2.159e+09,1.7484e+10,1.8553e+10,4.36e+08,4.36e+08,1.148e+09,4.7e+08,4.12e+08,2.054e+09,6.735e+09,3.774e+09,3.74e+08,1.927e+09,1.473e+09,1.0509e+10,1.2563e+10,93612796.8797147,2.752e+09,3.25e+09,-1.2e+07,5.99e+09,5.99e+09,1.8553e+10,9.5e+07,1.63e+08,6.1e+07,-2.14e+08,1.05e+08,-2.98e+08,2.2e+07,-2.76e+08,-2.99e+08,4.95e+08,-3.7e+07,1.87e+08,1.6e+07,1.6e+07,1.6e+07,2.95e+08,7.883e+09,-2.25e+08,0.14239,0.09493,0.01469,0.00474,-2.55682,0.52045,2.09733,0.42489,0.35116,0.35004,3.69912,23.90263,-0.89785,1.19314,0.02193,-0.01275,3.39773,26.58983,59.42424
"49","2022_Q2",58.8308064516129,"Up",1.068e+09,-4.84e+08,-1.38e+08,-1.66e+08,-1.8e+08,2.48e+08,-5.9e+07,-7.4e+07,-7.4e+07,1.89e+08,1.1e+07,2e+08,-8e+06,1.92e+08,1.92e+08,1.92e+08,-14664374.3510775,1.92e+08,6.7e+07,6.7e+07,4.81e+08,4.81e+08,1.85e+08,3.59e+08,3.59e+08,1.092e+09,1.5192e+10,5.33e+08,5.33e+08,2.022e+09,2.022e+09,1.7747e+10,1.8839e+10,3.83e+08,3.83e+08,6.09e+08,5.29e+08,4.63e+08,1.521e+09,7.383e+09,3.858e+09,3.63e+08,1.958e+09,1.537e+09,1.1241e+10,1.2762e+10,-1.2e+07,2.753e+09,3.336e+09,-79045581.4382971,6.077e+09,6.077e+09,1.8839e+10,1.92e+08,1.66e+08,-7.3e+07,-3.4e+07,2.51e+08,-3.07e+08,8.4e+07,-2.23e+08,-1.07e+08,1.11e+08,-1e+06,3e+06,3.1e+07,3.1e+07,3.1e+07,4.14e+08,7.992e+09,8.1e+07,0.23221,0.17978,0.03159,0.01019,0.42188,0.71795,2.10005,0.42423,0.76677,0.76464,4.26518,24.31709,0.32348,0.42732,0.01668,0.00452,0.55729,19.14251,31.95565
"50","2022_Q3",59.22140625,"Up",9.44e+08,-4.93e+08,-1.33e+08,-1.66e+08,-1.94e+08,2.12e+08,-6.2e+07,-7.8e+07,-7.8e+07,1.5e+08,1.3e+07,1.63e+08,-4e+06,1.59e+08,1.59e+08,1.59e+08,-26993123.0532326,1.59e+08,1.9e+07,1.9e+07,4.9e+08,4.9e+08,2.4e+08,5.59e+08,5.59e+08,1.308e+09,1.5453e+10,3.51e+08,3.51e+08,2.279e+09,2.279e+09,1.8083e+10,1.9391e+10,5.84e+08,5.84e+08,1.132e+09,5.6e+08,5.02e+08,2.276e+09,6.981e+09,3.968e+09,3.56e+08,1.971e+09,1.641e+09,1.0949e+10,1.3225e+10,-1.2e+07,2.762e+09,3.387e+09,-235136744.314891,6.137e+09,6.166e+09,1.9391e+10,1.59e+08,1.66e+08,-1.14e+08,-1.62e+08,48999999.9999999,-2.43e+08,9.6e+07,-1.47e+08,-1.08e+08,1.19e+08,3.6e+07,4.7e+07,-5.1e+07,-5.1e+07,-5.1e+07,3.78e+08,8.113e+09,-2.3e+07,0.22458,0.16843,0.02579,0.0082,-0.14465,0.57469,2.14483,0.41839,0.63372,0.63321,3.76246,24.50777,-0.0916700000000001,0.43045,0.01463,-0.00126,0.67925,21.4127,38.17925
