"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_investment_income_loss","income_loss_from_affiliates","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","net_cash_from_investing_activities","dividends_paid","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"24","2016_Q1",70.4616393442623,"Up",813800000,-2.45e+08,568800000,-98900000,-56300000,-42600000,469900000,-1400000,-28900000,3400000,24900000,468500000,468500000,-176800000,291700000,291700000,291700000,291700000,1765100000,1692600000,72500000,357800000,357800000,35781600000,35781600000,37904500000,491700000,491700000,28963200000,19713200000,7.569e+09,1.681e+09,29454900000,67359400000,28700000,28700000,36795800000,36795800000,36824500000,2229300000,7753800000,7358300000,395500000,9983100000,46807600000,0,1.7725e+10,17721600000,2907600000,-80800000,20551800000,20551800000,67359400000,291700000,56300000,40500000,15600000,13500000,11400000,2799999.99999994,5e+06,-9500000,7300000.00000001,391300000,-23900000,-23900000,-23900000,72800000,78800000,-6e+06,39200000,-168500000,-15899999.9999999,-172200000,258300000,258300000,258300000,526200000,2229300000,681900000,0.69894,0.57741,0.35844,0.01419,0.00433,2.33768,1.02933,2.27754,0.0331,0.86595,0.86244,2.41586,61.01046,2.0243,0.50021,6,0.01507,0.02233,0.57765,0.88217,0.98787
"25","2016_Q2",73.6471875,"Up",934200000,-2.48e+08,686200000,-112300000,-57900000,-54400000,573900000,4600000,-29800000,17600000,26800000,578500000,578500000,-210700000,367800000,367800000,367800000,367800000,1225200000,1.146e+09,79200000,389300000,389300000,37638800000,37638800000,39253300000,449800000,449800000,29065100000,19689200000,7.569e+09,1806900000,29514900000,68768200000,32200000,32200000,37815900000,37815900000,37848100000,2229800000,7848900000,7330800000,518100000,10078700000,47926800000,-1.35525271560688e-20,1.7741e+10,17737600000,3072300000,28100000,20841400000,20841400000,68768200000,367800000,57900000,46900000,1.6e+07,-4e+05,31300000,57400000,-33300000,3500000,87200000,5.3e+08,-20200000,-20200000,-20200000,-4100000,31800000,-35900000,-27300000,-1179300000,123600000,-1049300000,-546600000,-546600000,-546600000,631800000,2229800000,879700000,0.73453,0.61432,0.39371,0.01765,0.00535,2.39179,1.03713,2.2996,0.03242,1.09135,1.0864,2.77199,61.84135,2.61028,3.49926,6,0.05004,0.02845,3.20636,1.59006,1.75048
"26","2016_Q3",81.86125,"Up",906400000,-251900000,654500000,-91200000,-54400000,-36800000,563300000,2800000,-3.1e+07,17200000,2.7e+07,566100000,566100000,-2.46e+08,320100000,320100000,320100000,320100000,1240900000,1161100000,79800000,4.27e+08,4.27e+08,36359300000,36359300000,38027200000,437900000,437900000,29160500000,19665200000,7.569e+09,1926300000,29598400000,67625600000,35600000,35600000,36384200000,36384200000,36419800000,2230200000,7901700000,7352700000,5.49e+08,10131900000,46551700000,0,17771300000,17767900000,3189300000,113300000,21073900000,21073900000,67625600000,320100000,54400000,34100000,1.4e+07,22400000,-2300000,-184900000,-37800000,3300000,-150400000,223700000,-19400000,-19400000,-19400000,2e+05,4600000.00000001,-4399999.99999999,-2e+07,-202400000,200000.00000003,-188600000,15100000,15100000,15100000,617700000,2230200000,659400000,0.72209,0.62147,0.35316,0.01519,0.00473,2.05998,1.04414,2.20897,0.03298,0.94904,0.94507,2.68731,62.48025,1.955,0.600079999999999,5,0.01674,0.02113,0.6323,1.60159,1.75626
"27","2016_Q4",87.9411111111111,"Up",841700000,-239400000,602300000,-7.7e+07,-55200000,-21800000,525300000,23500000,-31100000,36500000,28600000,548800000,548800000,-7.6e+07,472800000,472800000,472800000,472800000,1503800000,1420500000,83300000,395700000,395700000,31876500000,31876500000,3.3776e+10,426700000,426700000,29048600000,19641200000,7.569e+09,1838400000,29475300000,63251300000,34500000,34500000,31851900000,31851900000,31886400000,2230700000,7869300000,7317700000,551600000,1.01e+10,41986400000,0,17783400000,1.778e+10,3458600000,22900000,21264900000,21264900000,63251300000,472800000,55200000,-120900000,12300000,-101300000,-31900000,71600000,52400000,-1100000,20300000,478700000,-23300000,-23300000,-23300000,-9e+05,3700000,-4600000,-16500000,-202600000,-9700000,-202800000,259400000,259400000,259400000,580500000,2230700000,704800000,0.71558,0.62409,0.56172,0.02223,0.00747,1.49069,1.05926,1.97445,0.03527,1.40051,1.3941,2.49325,62.98994,2.08773,0.60013,6,0.02153,0.02247,0.42851,1.2522,1.38378
"28","2017_Q1",97.9577419354839,"Up",912900000,-181700000,731200000,-193200000,-57800000,-135400000,5.38e+08,56200000,-31600000,70500000,27800000,594200000,594200000,-220800000,373400000,373400000,373400000,373400000,1951900000,1868600000,83300000,364400000,364400000,37715200000,37715200000,40031500000,425200000,425200000,28912700000,19617100000,7.569e+09,1726600000,29337900000,69369400000,26200000,26200000,38919400000,38919400000,38945600000,2231200000,7851900000,7.291e+09,560900000,10083100000,49028700000,0,17830300000,17826900000,2524500000,-14100000,20340700000,20340700000,69369400000,373400000,57800000,48200000,23900000,-3699999.99999999,2.8e+07,20200000,10600000,-8300000,17900000,499600000,-28900000,-28900000,-28900000,150600000,151600000,-1e+06,117500000,-202900000,799999.999999996,-179800000,437300000,437300000,437300000,595800000,2231200000,807900000,0.80096,0.58933,0.40903,0.01836,0.00538,2.16363,1.02788,2.41037,0.03216,1.10444,1.09996,2.70018,60.16374,2.38961,0.60014,7,0.01894,0.02655,0.54339,0.46878,0.51914
"29","2017_Q2",97.9390476190476,"Down",929300000,-250100000,679200000,-78300000,-53400000,-24900000,600900000,106100000,-29800000,138900000,30800000,7.07e+08,7.07e+08,-307200000,399800000,399800000,399800000,399800000,1374900000,1287800000,87100000,426600000,426600000,4.4567e+10,4.4567e+10,46368500000,411600000,411600000,28695900000,19593100000,7.569e+09,1533800000,29107500000,7.5476e+10,38400000,38400000,44766400000,44766400000,44804800000,2231600000,7885400000,7308400000,5.77e+08,1.0117e+10,54921800000,0,17845500000,17842100000,2697900000,10800000,20554200000,20554200000,7.5476e+10,399800000,53400000,100700000,14900000,2200000,83600000,-34500000,-61500000,12200000,14800000,519400000,-2e+07,-2e+07,-2e+07,244500000,244500000,0,224200000,-1322600000,-11600000,-1323700000,-580100000,-580100000,-580100000,654300000,2231600000,9.07e+08,0.73087,0.64662,0.43022,0.01945,0.0053,2.26863,1.0349,2.67205,0.02957,1.18166,1.17607,2.74665,60.75031,2.68074,3.9091,5,0.05616,0.02957,3.30815,1.30934,1.42569
"30","2017_Q3",104.004126984127,"Up",924600000,-244600000,6.8e+08,-74800000,-52800000,-2.2e+07,605200000,32100000,-2.9e+07,112400000,31800000,637300000,637300000,-221500000,415800000,415800000,415800000,415800000,1446600000,1362300000,84300000,416400000,416400000,47633900000,47633900000,49496900000,399500000,399500000,28647400000,19569100000,7.569e+09,1509300000,29046900000,78543800000,25500000,25500000,47644100000,47644100000,47669600000,2232100000,7865300000,7318800000,546500000,10097400000,5.7767e+10,0,17873800000,17870400000,2889700000,13300000,20776800000,20776800000,78543800000,415800000,52800000,13800000,12800000,9600000.00000003,-8600000.00000001,-218400000,10900000,-12900000,-216400000,2.64e+08,-17600000,-17600000,-17600000,2e+05,7e+05,-5e+05,-19400000,-223500000,699999.999999998,-210400000,34200000,34200000,34200000,6.58e+08,2232100000,643500000,0.73545,0.65455,0.44971,0.02001,0.00529,1.54762,1.03833,2.78036,0.02842,1.22816,1.22287,2.73101,61.36887,1.90072,0.66016,5,0.02071,0.02084,0.53752,1.19377,1.29792
"31","2017_Q4",117.96619047619,"Up",890800000,-254200000,636600000,-6.9e+07,-50700000,-18300000,567600000,39700000,-29100000,139900000,33900000,607300000,607300000,-298700000,308600000,308600000,308600000,308600000,1719100000,1631100000,8.8e+07,390300000,390300000,47283100000,47283100000,49392500000,388900000,388900000,28541600000,19545300000,7.569e+09,1427300000,28930500000,7.8323e+10,36100000,36100000,47186900000,47186900000,4.7223e+10,2232600000,8003500000,7.437e+09,566500000,10236100000,57459100000,5.55111512312578e-17,1.7878e+10,17874600000,2973800000,12100000,20863900000,20863900000,7.8323e+10,308600000,50700000,109600000,15100000,117900000,-23400000,38400000,26800000,10700000,9e+05,507300000,-15400000,-15400000,-15400000,-7e+05,1100000,-1800000,-4e+06,-223500000,-18400000,-234400000,268900000,268900000,268900000,618300000,2232600000,9.4e+08,0.71464,0.63718,0.34643,0.01479,0.00394,3.04601,1.04594,2.754,0.02851,0.91094,0.90677,2.6295,61.58703,2.77474,0.65974,5,0.01711,0.03023,0.72424,0.8305,0.90469
"32","2018_Q1",135.442786885246,"Up",9e+08,-180500000,719500000,-182600000,-51600000,-1.31e+08,536900000,37800000,-29100000,140500000,32700000,574700000,574700000,2364500000,2939200000,2939200000,2939200000,2939200000,1993700000,1903600000,90100000,359700000,359700000,44553100000,44553100000,46906500000,399700000,399700000,2.8485e+10,19521600000,7.569e+09,1394400000,28884700000,75791200000,31300000,31300000,45641600000,45641600000,45672900000,2233100000,5473400000,4857700000,615700000,7706500000,53379400000,0,17900300000,17896900000,4497200000,14300000,22411800000,22411800000,75791200000,2939200000,51600000,-2552400000,15200000,-2575300000,7700000,2.2e+07,29800000,-4900000,-2900000,460400000,-28900000,-28900000,-28900000,-5e+05,2e+05,-7e+05,-20900000,-223900000,800000.000000004,-216800000,222700000,222700000,222700000,588500000,2233100000,-1782900000,0.79944,0.59656,3.26578,0.13115,0.03878,-0.60659,1.02701,2.38175,0.02946,8.66607,8.62925,2.6536,66.07993,-5.25678,0.66016,4,0.10502,-0.0592,0.07618,0.4068,0.44589
"33","2018_Q2",139.5446875,"Up",1.109e+09,-290300000,818700000,-77800000,-51800000,-2.6e+07,740900000,47800000,-30100000,156400000,40100000,788700000,788700000,-189900000,598800000,598800000,598800000,598800000,8.75e+08,784600000,90400000,444100000,444100000,39735700000,39735700000,41054800000,387200000,387200000,28477300000,19497900000,7.569e+09,1410400000,28864500000,69919300000,2.5e+07,2.5e+07,39420300000,39420300000,39445300000,2233500000,5467700000,4846600000,621100000,7701200000,47146500000,-8.88178419700125e-16,17907500000,17904100000,4845400000,19900000,22772800000,22772800000,69919300000,598800000,51800000,17700000,17700000,-11700000,11700000,156700000,-8.5e+07,-6400000,248100000,8.25e+08,-18200000,-18200000,-18200000,8e+05,1600000,-8e+05,-17400000,-1424800000,-14700000,-1435300000,-627700000,-627700000,-627700000,792700000,2233500000,1121100000,0.73823,0.66808,0.53995,0.02629,0.00856,1.87224,1.0408,2.0703,0.03194,1.76478,1.75732,3.26845,67.11602,3.30411,4.19917,7,0.0664,0.03679,2.37943,1.71376,1.83358
"34","2018_Q3",144.409682539683,"Up",1059600000,-2.68e+08,791600000,-124700000,-51100000,-73600000,666900000,89900000,-33100000,241900000,36400000,756800000,756800000,-190700000,566100000,566100000,566100000,566100000,1179800000,1098900000,80900000,433900000,433900000,38686800000,38686800000,40300500000,3.8e+08,3.8e+08,28518800000,19474300000,7.569e+09,1475500000,28898800000,69199300000,27800000,27800000,37151800000,37151800000,37179600000,3.419e+09,5477100000,4863100000,6.14e+08,8896100000,46075700000,0,17931700000,17928300000,5173300000,18600000,23123600000,23123600000,69199300000,566100000,51100000,-33600000,16200000,16699999.9999995,-66500000,-60800000,1e+07,2900000,-73699999.9999999,522800000,-11400000,-11400000,-11400000,7e+05,1800000,-1100000,-20300000,-237700000,1500000,9.55e+08,1457500000,1457500000,1457500000,7.18e+08,3.419e+09,836500000,0.74707,0.62939,0.53426,0.02448,0.00818,1.47765,1.08394,1.99258,0.04941,1.66762,1.66074,3.12138,68.11777,2.46417,0.70022,6,0.0251,0.02612,0.41989,3.11866,3.35762
"35","2018_Q4",159.100317460317,"Up",904200000,-255300000,648900000,-9.9e+07,-53900000,-45100000,549900000,11900000,-4.5e+07,161500000,37100000,561800000,561800000,-1.5e+08,411800000,411800000,411800000,411800000,1489100000,1406300000,82800000,386300000,386300000,39639400000,39639400000,41514800000,362700000,362700000,28486600000,19443700000,7.569e+09,1473900000,28849300000,70364100000,53900000,53900000,38100200000,38100200000,38154100000,3419600000,5494700000,4882700000,6.12e+08,8914300000,47068400000,1.4210854715202e-14,17930600000,17927200000,5346400000,18700000,23295700000,23295700000,70364100000,411800000,53900000,62200000,16600000,19600000,2.6e+07,54700000,47100000,2.6e+07,-18400000,582600000,-31300000,-31300000,-31300000,1e+05,3200000,-3100000,-31200000,-237600000,-19900000,-257500000,293900000,293900000,293900000,603800000,3419600000,777200000,0.71765,0.60816,0.45543,0.01768,0.00585,1.88732,1.08808,2.02048,0.0486,1.21265,1.2075,2.66265,68.6003,2.28867,0.69968,6,0.02016,0.02413,0.57698,3.19725,3.51064
"36","2019_Q1",154.293278688525,"Down",1236600000,-312500000,924100000,-274200000,-91900000,-182300000,649900000,20600000,-49500000,185300000,39200000,670500000,670500000,-283500000,3.87e+08,3.87e+08,385500000,385500000,1447400000,1374500000,72900000,553300000,553300000,3.9886e+10,3.9886e+10,41886700000,448700000,448700000,35140300000,22675400000,10805300000,1659600000,3.5589e+10,77475700000,1.16e+08,1.16e+08,40582400000,40582400000,41272600000,3826800000,6.411e+09,5665900000,745100000,10237800000,51510400000,0,21057900000,21054300000,4855300000,5300000,25918500000,25965300000,77475700000,3.87e+08,91900000,121100000,4.6e+07,89700000,-14600000,-89600001,-37600000,9799999,-61800000,510399999,-55800000,-55800000,-55800000,2e+05,5200000,-5e+06,-1820700000,-249800000,-16400000,-342200000,-1652500001,-1652500001,-1652500001,741800000,4.401e+09,879899999,0.74729,0.52555,0.31174,0.01485,0.00498,2.28249,1.01488,1.98382,0.0568,1.09823,1.09426,3.52288,73.83767,2.50669,0.71164,4,0.01727,0.02393,0.64799,3.98167,4.5447
"37","2019_Q2",161.569047619048,"Up",1179600000,-357300000,822300000,-191300000,-113600000,-77700000,6.31e+08,9200000,-48100000,178700000,40500000,640200000,640200000,-144300000,495900000,495900000,496900000,496900000,1079800000,997400000,82400000,559500000,559500000,33965900000,33965900000,35605200000,467700000,467700000,35541600000,22555900000,10850300000,2135400000,36009300000,71614500000,65300000,65300000,34207100000,34207100000,34272400000,4.292e+09,6863600000,5662700000,1200900000,11155600000,4.5428e+10,0,21065700000,21062100000,5091100000,8e+05,26157600000,26186500000,71614500000,495900000,113600000,11700000,18300000,-6e+05,-6e+06,4.8e+07,-5500000,-50600000,104100000,669200000,-49100000,-49100000,-49100000,5e+05,6100000,-5600000,-48600000,-892100000,1300000,-997700000,-377100000,-377100000,-377100000,744600000,4.292e+09,887800000,0.6971,0.53493,0.42124,0.01898,0.00694,1.78668,1.03889,1.73479,0.05993,1.39232,1.38781,3.30526,73.29399,2.48763,2.49968,4,0.0372,0.02377,1.79533,4.31399,5.09065
"38","2019_Q3",183.77953125,"Up",1272700000,-362400000,910300000,-211700000,-122400000,-89300000,698600000,3500000,-45100000,139300000,43800000,702100000,702100000,-187500000,514600000,514600000,513800000,513800000,1019500000,937700000,81800000,593700000,593700000,32849200000,32849200000,34462400000,500400000,500400000,35386700000,2.2484e+10,10795300000,2107400000,35887100000,70349500000,51600000,51600000,32883100000,32883100000,32934700000,4072900000,6.857e+09,5645100000,1211900000,10929900000,43864600000,0,21112800000,21109200000,5336800000,5600000,26455200000,26484900000,70349500000,514600000,122400000,74500000,38100000,-12500000,48900000,-237800000,-34900000,-13700000,-189200000,473700000,-72500000,-72500000,-72500000,2800000,5500000,-2700000,-41299999.9999998,-267800000,1e+06,-489600000,-57200000.0000002,-57200000.0000002,-57200000.0000002,8.21e+08,4072900000,698200000,0.71525,0.54891,0.40371,0.0194,0.0073,1.35889,1.04639,1.65621,0.0579,1.43897,1.43456,3.56439,74.09175,1.95541,0.75001,3,0.02089,0.01866,0.52121,3.71912,4.37074
"39","2019_Q4",181.2103125,"Down",1277300000,-3.65e+08,912300000,-227100000,-121200000,-105900000,685200000,3.8e+07,-42800000,172300000,4.8e+07,723200000,723200000,-86900000,636300000,636300000,636300000,636300000,1290200000,1210100000,80100000,545700000,545700000,41856400000,41856400000,43692300000,517300000,517300000,3.5208e+10,22336500000,10774400000,2097100000,35725300000,79417600000,61500000,61500000,4.1852e+10,4.1852e+10,41913500000,3873300000,6817500000,5614400000,1203100000,10690800000,52604300000,-3.63797880709171e-12,21111200000,21107500000,5704200000,-32200000,26783200000,26813300000,79417600000,636300000,121200000,28500000,14400000,-10600000,24700000,24200000,47800000,9900000,-33500000,810200000,-57600000,-57600000,-57600000,39200000,40700000,-1500000,-46800000,-267900000,-21700000,-490200000,273200000,273200000,273200000,806400000,3873300000,859900000,0.71424,0.53644,0.49816,0.02373,0.00801,1.35141,1.04244,1.96187,0.04877,1.78128,1.77541,3.57571,74.9776,2.40723,0.74997,5,0.02411,0.02293,0.42103,3.20325,3.76985
"40","2020_Q1",178.523709677419,"Down",1138400000,1.86e+08,1324400000,-751400000,-116100000,-635300000,5.73e+08,51100000,-4.2e+07,147600000,44500000,624100000,624100000,-155100000,4.69e+08,4.69e+08,469500000,469500000,1634600000,1551400000,83200000,491800000,491800000,37441400000,37441400000,39567800000,5.44e+08,5.44e+08,35103500000,2.2293e+10,10742500000,2.068e+09,35647500000,75215300000,61900000,61900000,38460600000,38460600000,38522500000,3743200000,6790300000,5635200000,1155100000,10533500000,4.9056e+10,-57344.9006392889,21116800000,21113200000,5008700000,3400000,26128900000,26159300000,75215300000,4.69e+08,116100000,-8300000,2300000,2e+07,-30600000,142900000,53400000,300000.000000002,89200000,719700000,-66400000,-66400000,-66400000,-39100000,-33500000,-5600000,-15900000,-268100000,-2342300000,-2741800000,-2.038e+09,-2.038e+09,-2.038e+09,689100000,3743200000,920700000,1.16339,0.50334,0.41242,0.01795,0.00624,1.96102,1.02713,1.87528,0.04977,1.31344,1.31016,3.18471,73.09642,2.57569,0.75002,6,0.0201,0.02509,0.57103,3.05993,3.67993
"41","2020_Q2",161.460317460317,"Down",1522100000,-370800000,1151300000,-191400000,-112600000,-78800000,959900000,29400000,-40900000,95900000,51200000,989300000,989300000,-222500000,766800000,766800000,766200000,766200000,929200000,851700000,77500000,799700000,799700000,100687700000,100687700000,102416600000,538400000,538400000,34977300000,22173200000,10742500000,2061600000,35515700000,137932300000,74300000,74300000,100979400000,100979400000,101053700000,3539800000,6740100000,5622100000,1.118e+09,10279900000,111333600000,2.91038304567337e-11,2.1124e+10,21120400000,5469900000,-26200000,26567700000,26598700000,137932300000,766800000,112600000,31900000,23100000,-9700000,18500000,-154200001,-309500000,12400000,142899999,757099999,-42800000,-42800000,-42800000,-2e+05,2200000,-2400000,-4.3e+07,-1197600000,-11700000,-1413900000,-699800001,-699800001,-699800001,1072500000,3539800000,1097999999,0.75639,0.63064,0.50338,0.02881,0.00555,1.43305,1.01349,4.18568,0.02566,2.14307,2.13751,4.25734,74.31026,3.07112,3.34971,4,0.05325,0.02977,1.56304,2.43413,2.71966
"42","2020_Q3",152.4259375,"Down",1182300000,-372700000,809600000,-172100000,-113300000,-58800000,637500000,23800000,-41900000,32100000,48800000,661300000,661300000,-1.58e+08,503300000,503300000,503300000,503300000,1493500000,1405400000,88100000,532100000,532100000,79760600000,79760600000,81786200000,538600000,538600000,3.489e+10,2.2107e+10,10742500000,2040500000,35428600000,117214800000,8.8e+07,8.8e+07,80113400000,80113400000,80201400000,3440900000,6733600000,5607300000,1126300000,10174500000,90375900000,0,21152500000,21148900000,5668500000,-13100000,26807900000,26838900000,117214800000,503300000,113300000,8400000,22400000,-12400000,-1600000.00000001,361800001,2.67e+08,13700000,81100001,986800001,-36400000,-36400000,-36400000,-99999.9999999925,4200000,-4300000,-36500000,-3.04e+08,7400000.00000048,-396600000,553700001,553700001,553700001,750800000,3440900000,1234200001,0.68477,0.5392,0.4257,0.01875,0.00429,2.45222,1.01976,3.36735,0.02936,1.40708,1.4041,3.30538,74.9473,3.45047,0.849899999999999,4,0.02181,0.03334,0.60401,2.59377,3.05475
"43","2020_Q4",154.85078125,"Up",1080700000,102600000,1183300000,-658300000,-1.18e+08,-540300000,5.25e+08,11500000,-41700000,23600000,4.4e+07,536500000,536500000,-1.25e+08,411500000,411500000,411700000,411700000,1424500000,1332100000,92400000,490900000,490900000,88433900000,88433900000,90349300000,547200000,547200000,34862300000,22069100000,10755800000,2037400000,35409500000,125758800000,99500000,99500000,88531400000,88531400000,88630900000,3442200000,6675300000,5620800000,1054500000,10117500000,98748400000,-889949.154596929,21160800000,21157200000,5775100000,43700000,26979600000,27010400000,125758800000,411500000,1.18e+08,31500000,23800000,3500000,4200000,-249600000,41700000,11500000,-302800000,311400000,-48300000,-48300000,-48300000,9900000,11900000,-2e+06,-43900000,-304100000,-36600000,-340700000,-73200000,-73200000,-73200000,6.43e+08,3442200000,470100000,1.09494,0.4858,0.38096,0.01524,0.00327,1.14185,1.01939,3.65594,0.02737,1.15067,1.14817,3.02046,75.40561,1.31389,0.84993,4,0.01928,0.01266,0.73864,3.13795,3.84324
"44","2021_Q1",182.492786885246,"Up",1098500000,-215600000,882900000,-367900000,-120500000,-247400000,5.15e+08,2e+07,-41700000,31100000,46600000,5.35e+08,5.35e+08,-110200000,424800000,424800000,4.24e+08,4.24e+08,1734100000,1633200000,100900000,461300000,461300000,87088500000,87088500000,89283900000,579200000,539857116.422644,34796500000,22040600000,10798800000,1957100000,35375700000,124659600000,69300000,69300000,88128600000,88128600000,88197900000,3443800000,6666400000,5.607e+09,1059400000,10110200000,98308100000,0,21189100000,21185500000,4995900000,134900000,26319900000,26351500000,124659600000,424800000,120500000,5200000,26700000,-2.3e+07,1500000,109800000,2.9e+07,-30200000,1.11e+08,660300000,-7e+07,-7e+07,-7e+07,-8400000.00000001,-6e+06,-2400000,-52100000,-304300000,49702100000,49397800000,5.0006e+10,5.0006e+10,5.0006e+10,635500000,3443800000,785500000,0.80373,0.46882,0.38598,0.01609,0.0034,1.85259,1.01231,3.73065,0.02763,1.1842,1.18231,3.06802,73.50921,2.19383,0.84988,4,0.01997,0.02154,0.71769,2.69032,3.31981
"45","2021_Q2",196.43,"Up",1253300000,-2.25e+08,1028300000,-303200000,-98200000,-2.05e+08,725100000,27200000,-41500000,30900000,56200000,752300000,752300000,-177500000,574800000,574800000,574400000,574400000,1041600000,936400000,105200000,5.47e+08,5.47e+08,125156900000,123709400000,126745500000,528600000,528600000,3.3378e+10,20892100000,10534300000,1951600000,33906600000,160652100000,51600000,51600000,124170900000,124170900000,124222500000,3443600000,6430100000,5371900000,1058200000,9873700000,134096200000,3600000,21193500000,21193500000,5247300000,83500000,26527900000,26555900000,160652100000,574800000,98200000,26100000,21600000,-7800000,12300000,-96399999,-146200000,-8700000,58500001,602700001,-28500000,-28500000,-28500000,7e+05,2200000,-1500000,-3.4e+07,-1217500000,36616500000,3.5399e+10,35967700001,35967700001,35967700001,823300000,3443600000,875900001,0.82047,0.57855,0.45831,0.02163,0.00358,1.5249,1.02031,5.04958,0.02144,1.60381,1.60082,3.4994,74.05981,2.44564,3.39944,6,0.04919,0.02404,2.1196,2.91753,3.31265
"46","2021_Q3",189.27921875,"Down",1179200000,-211700000,967500000,-292800000,-96500000,-196300000,674700000,51400000,-41700000,62400000,55700000,726100000,726100000,-215500000,510600000,510600000,510300000,510300000,1191900000,1.081e+09,110900000,509600000,509600000,143147500000,141661300000,1.44849e+11,527600000,527600000,33322500000,20834600000,1.0543e+10,1944900000,33850100000,178699100000,47200000,47200000,141965600000,141965600000,142012800000,3444600000,6454300000,5399400000,1054900000,9898900000,151911700000,3600000,21219100000,21219100000,5434500000,1.06e+08,26763200000,26787400000,178699100000,510600000,96500000,15300000,19400000,2.7e+07,-31100000,-122600001,13700000,-12300000,-124000001,499799999,-39700000,-39700000,-39700000,13500000,16900000,-3400000,-3.4e+07,-322500000,17887200000,17564700000,18030499999,18030499999,18030499999,771200000,3444600000,824399999,0.82047,0.57217,0.43275,0.01905,0.00286,1.61552,1.01997,5.67101,0.01928,1.42483,1.42217,3.2925,74.71681,2.30185,0.90047,5,0.0227,0.02247,0.63198,2.92103,3.33882
"47","2021_Q4",206.7515625,"Up",1109900000,-247900000,8.62e+08,-248300000,-96200000,-152100000,613700000,482200000,-41800000,145800000,66400000,1095900000,1095900000,-169600000,926300000,926300000,926500000,926500000,1569700000,1459400000,110300000,470400000,470400000,149554300000,149554300000,151594400000,521299999,521299999,34658600000,20767900000,1.0529e+10,3361700000,35179899999,186774299999,7.1e+07,7.1e+07,149596900000,149596900000,150417100000,2695700000,6379400000,5392400000,9.87e+08,9075100000,159492200000,3600000,21203800000,21203800000,6037400000,37300000,27282100000,27282100000,186774300000,926300000,96200000,-426500000,19323772.8139733,32249855.8586508,-38612628.0168425,35600000,30486722.1438602,-944941.350042013,-77488658.4148939,631600000,-31700000,-31700000,-31700000,86300000,16766673.9725415,-4375185.68636148,58800000,-322500000,7872200000,7549700000,8240100000,8240100000,8240100000,709900000,3444900000,883400000,0.77665,0.55293,0.83476,0.03396,0.00496,0.95348,1.00783,5.84604,0.01844,2.58537,2.58087,3.09714,76.11974,2.4651,0.89993,4,0.03366,0.02381,0.34808,2.6415,3.05556
"48","2022_Q1",224.47435483871,"Up",1147300000,-152400000,994900000,-363200000,-94500000,-268700000,631700000,167600000,-41900000,67800000,67500000,799300000,799300000,-174100000,625200000,625200000,625200000,625200000,2949900000,2834900000,1.15e+08,434500000,434500000,158377400000,158377400000,161761800000,505300000,505300000,34513200000,20707300000,1.0528e+10,3277900000,35018500000,196780300000,48800000,48800000,159600200000,159600200000,160398400000,2695700000,6286900000,5390400000,896500000,8982600000,1.69381e+11,3662333.41989819,22193900000,21655997771.7639,5151900000,53500000,27399300000,27399300000,196780300000,625200000,94500000,-77399999.9999999,19740582.6998012,14626271.9100505,-12072581.4652634,2.6e+07,-104265722.272089,22973219.1408824,72732672.0450676,668300000,1.2e+07,-27300000,-27300000,-98900000,8096065.25525369,-3686027.25495731,67600000,-326800000,8757100000,9395300000,10131200000,10131200000,10131200000,726200000,3445100000,938300000,0.86717,0.5506,0.54493,0.02282,0.00318,1.5008,1.0085,6.18195,0.01751,1.7446,1.74156,3.2015,76.45683,2.61829,0.91192,5,0.02564,0.02527,0.52271,0.68191,0.78392
