"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_acquisitions_divestitures","net_cash_from_other_acquisitions","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"23","2015_Q4",68.795,"Up",455800000,-54100000,401700000,-580600000,-559300000,-21300000,-178900000,-18400000,-30800000,-197300000,-197300000,149500000,-47800000,1403300000,1403300000,1403300000,1833500000,1833500000,3906100000,3906100000,2340600000,851600000,851600000,8931800000,2791600000,37984500000,25128700000,11690500000,1165300000,40776100000,49707900000,5093900000,1819400000,3274500000,3489300000,8625600000,11522700000,6375800000,6375800000,17898500000,26524100000,4895300000,8e+06,4887300000,20416400000,-2.199e+09,23112700000,71100000,23183800000,49707900000,-47800000,136300000,6e+06,18400000,163100000,83800000,61800000,-67400000,84900000,952600000,-98400000,-98400000,-98400000,-13614300000,-13614300000,28400000,-1.3753e+10,-95700000,11358400000,6408300000,4950100000,-3e+05,66600000,66600000,11329300000,-1471100000,-1471100000,-37400000,-1508500000,-42600000,1.5012e+10,-127400000,0.88131,-0.3925,3.07876,0.06053,0.02823,-0.09079,1.0355,1.14408,0.302,2.0382,2.00844,0.66202,33.56964,-0.18504,0.139,5,0.03363,-0.00286,0.0682,-309.35446,-73.66406
"24","2016_Q1",65.6201639344262,"Down",4.323e+09,-2065800000,2257200000,-1605600000,-1369500000,-236100000,651600000,-50700000,-50700000,600900000,600900000,-79900000.0000001,5.21e+08,688600000,688600000,688600000,790800000,790800000,2985100000,2985100000,1573100000,2487700000,889500000,7836700000,2302700000,38082800000,21014900000,10545300000,845300000,40385500000,48222200000,4001300000,1391900000,2609400000,845200000,6170400000,12025200000,6262600000,5.75e+09,18287800000,24458200000,4989200000,8e+06,4981200000,21012300000,-2311200000,23690300000,73700000,2.3764e+10,48222200000,5.21e+08,2.72e+08,30500000,26900000,120200000,-84300000,187300000,192500000,-175300000,1231600000,-100900000,-161300000,-161300000,-40700000,-40700000,-2.9e+07,-260400000,-92500000,-1938100000,-2637200000,699100000.000001,-33400000,50900000,50900000,-1979700000,-1008500000,-1008500000,-34200000,-1042700000,923600000,12870400000,1022800000,0.52214,0.15073,0.15929,0.02898,0.01428,1.48533,1.27005,1.02921,0.2669,1.00204,0.98795,6.29075,34.47366,1.48836,0.1346,6,0.01821,0.02384,0.13433,13.0788200000001,18.53837
"25","2016_Q2",72.140625,"Up",3924100000,-1756800000,2167300000,-1554200000,-1328100000,-226100000,613100000,170500000,-52900000,783600000,783600000,-197800000,585800000,758400000,758400000,758400000,664300000,664300000,3871200000,3871200000,2237700000,9.74e+08,9.74e+08,7747200000,2872500000,37765900000,25485400000,11263800000,1016700000,40638400000,48385600000,5124300000,1918800000,3205500000,1.97e+08,5321300000,12194700000,6292500000,6292500000,18487200000,23808500000,5080600000,8e+06,5072600000,21660600000,-2236500000,24504700000,72400000,24577100000,48385600000,585800000,267700000,-193800000,29600000,-52600000,83500000,-85600000,-1.16e+08,65500000,772800000,-122600000,-122600000,-122600000,-94700000,-94700000,0,8300000,-92700000,-815100000,-1077100000,2.62e+08,-3e+05,43900000,43900000,-890600000,-109500000,-109500000,-1.7e+07,-126500000,880800000,12391700000,903400000,0.5523,0.15624,0.19327,0.03086,0.01567,1.19119,1.45588,0.96873,0.2561,1.10137,1.08794,5.69866,35.58626,1.31194,0.13462,5,0.01967,0.02088,0.12223,13.31449,19.12804
"26","2016_Q3",77.6228125,"Up",4241900000,-1860600000,2381300000,-1671200000,-1431300000,-239900000,710100000,-55500000,-55500000,654600000,654600000,-236600000,4.18e+08,656700000,656700000,656700000,4097600000,4097600000,3994800000,3994800000,2240200000,898400000,898400000,1.1231e+10,2784800000,37487900000,25378300000,11083500000,1026100000,40272700000,51503700000,5381400000,1993200000,3388200000,2644500000,8025900000,12007700000,6349800000,6349800000,18357500000,26383400000,5229500000,8100000,5221400000,22206800000,-2391200000,25045100000,75200000,25120300000,51503700000,4.18e+08,277600000,35300000,35300000,250500000,-1.45e+08,-19300000,73300000,341500000,1281800000,-145700000,-150900000,-150900000,2e+06,2e+06,3.72529029846191e-09,-174200000,-110100000,2373900000,-100900000,2474800000,-503800000,100900000,100900000,2364700000,3472300000,3472300000,-3.9e+07,3433300000,987700000,14652200000,1329100000,0.56138,0.1674,0.15481,0.02614,0.01275,2.02391,1.39934,1.05028,0.28449,0.9505,0.93962,6.13967,36.24996,1.92372,0.15936,5,0.01663,0.02882,0.16766,10.68604,14.86354
"27","2016_Q4",76.1563492063492,"Down",4132100000,-1846100000,2.286e+09,-1586900000,-1345800000,-241100000,699100000,-43600000,-43600000,655500000,476700000,-74100000,402600000,391600000,391600000,391600000,971400000,971400000,3081800000,3081800000,1712200000,727800000,727800000,6493200000,2255100000,32549200000,21580900000,10307900000,660400000,34804300000,41297500000,3954300000,1354500000,2599800000,809100000,4763400000,7503100000,5766600000,5766600000,13269700000,18033100000,5270800000,8100000,5262700000,20043100000,-2122300000,23191600000,72800000,23264400000,41297500000,402600000,277200000,210200000,31400000,-4e+07,-33300000,-33600000,4600000,22300000,818200000,-146600000,-148600000,-148600000,-6900000,-6900000,0,-153600000,-110500000,-3006300000,-1156200000,-1850100000,-1850100000,11800000,11800000,-3778400000,-3113800000,-3113800000,-12400000,-3126200000,976300000,8312200000,863800000,0.55323,0.16919,0.09477,0.01683,0.00948,2.20582,1.36314,0.77514,0.20128,0.56573,0.55839,5.96952,33.50419,1.24791,0.15964,6,0.01345,0.02313,0.28218,7.519,10.50036
"28","2017_Q1",81.77,"Up",4584300000,-2084300000,2.5e+09,-1787100000,-1519100000,-2.68e+08,712900000,-16500000,-32200000,696400000,696400000,50600000,7.47e+08,7.47e+08,7.47e+08,7.47e+08,963700000,963700000,3186100000,3186100000,1709400000,805900000,805900000,6665100000,2.354e+09,36276200000,23826900000,1.1818e+10,631300000,38630200000,45295300000,4279200000,1.485e+09,2794200000,2594800000,6.874e+09,9674200000,5670300000,5670300000,15344500000,22218500000,5.321e+09,8100000,5312900000,20703500000,-3021700000,23002800000,7.4e+07,23076800000,45295300000,7.47e+08,305600000,45500000,33500000,-449100000,-88300000,147900000,116200000,-624900000,6.49e+08,-164900000,-167500000,-167500000,-4780500000,-4780500000,21900000,-4923500000,-86500000,4425900000,4552300000,-126400000,-126400000,7900000,7900000.00000001,4.347e+09,72500000,72500000,-80200000,-7700000.00000095,1018500000,1.2269e+10,353900000,0.54534,0.15551,0.16295,0.03237,0.01649,0.47376,0.96961,0.96281,0.27087,1.07777,1.06425,6.6142,33.18828,0.5106,0.1248,5,0.02032,0.00863,0.1158,11.09995,15.85818
"29","2017_Q2",82.3631746031746,"Up",4205700000,-1871400000,2334300000,-1717300000,-1449900000,-267400000,6.17e+08,-31800000,-38700000,585200000,585200000,-101400000,483800000,506100000,506100000,506100000,803900000,803900000,3034900000,3034900000,1764900000,715200000,715200000,6318900000,2408700000,36517500000,2.4015e+10,11816800000,685700000,38926200000,45245100000,3782100000,1402200000,2379900000,2.221e+09,6003100000,9729300000,5721600000,5721600000,15450900000,2.1454e+10,5378600000,8100000,5370500000,21112400000,-2705200000,23785800000,5300000,23791100000,45245100000,483800000,305600000,33600000,33600000,-262800000,168300000,-56900000,-90900000,-283300000,560200000,-157900000,-158600000,-158600000,-3639604499.32405,-3639604499.32405,-5800000,-163700000,-86600000,-434900000,-434900000,1511383374.27491,12295699.4358628,20500000,20500000,-590700000,-194200000,-194200000,34400000,-159800000,922600000,11950300000,603300000,0.55503,0.14671,0.12034,0.02127,0.01119,1.19206,1.05261,0.90177,0.26412,0.72894,0.71716,6.05747,34.25868,0.86893,0.12473,5,0.01429,0.01455,0.17111,12.08151,18.06548
"30","2017_Q3",81.5626984126984,"Down",4510100000,-2027800000,2482300000,-1805600000,-1522300000,-283300000,676700000,-31900000,-38900000,644800000,644800000,-87500000,557300000,557300000,557300000,557300000,726400000,726400000,3214800000,3214800000,1791700000,523700000,523700000,6256600000,2422800000,36967400000,24523600000,11749900000,693900000,39390200000,45646800000,4033100000,1.427e+09,2606100000,169500000,4202600000,11422500000,5426500000,5426500000,1.6849e+10,21051600000,5432200000,8100000,5424100000,21572300000,-2414500000,2.459e+10,5200000,24595200000,45646800000,557300000,303200000,87100000,37800000,62900000,-96200000,11500000,-13200000,160800000,1010500000,-118600000,-147900000,-147900000,-93900000.0000019,-93900000.0000019,3300000,-209200000,-97300000,-831000000.000001,-1952600000,1121600000,-562400000,15300000,15300000,-924999999.999999,-123700000,-123700000,46200000,-77499999.9999999,979900000,1.1592e+10,1011700000,0.55039,0.15004,0.12357,0.02266,0.01221,1.81536,1.48875,0.85592,0.25395,0.80141,0.79005,6.48562,35.36094,1.45485,0.13992,4,0.01573,0.02431,0.17459,11.08848,16.05675
"31","2017_Q4",89.7684126984127,"Up",4528200000,-1991400000,2536800000,-1777600000,-1498400000,-279200000,759200000,-29400000,-37700000,729800000,729800000,-157700000,572100000,572100000,572100000,572100000,648600000,648600000,3254600000,3254600000,1892300000,464700000,464700000,6260200000,2424900000,37166200000,24783800000,11693300000,689100000,39591100000,45851300000,4205300000,1501800000,2703500000,182200000,4387500000,10726800000,5356400000,5356400000,16083200000,20470700000,5480100000,8100000,5.472e+09,22047100000,-2151800000,25375400000,5200000,25380600000,45851300000,572100000,311400000,33400000,33400000,155500000,2500000,-52800000,55600000,150200000,1072400000,-1.37e+08,-139300000,-139300000,-18100000,-18100000,1e+05,-1.55e+08,-97100000,-931600000,-931600000,0,0,13200000,13200000,-1028900000,-111500000,-111500000,33700000,-77800000,1070600000,1.0909e+10,1246800000,0.56022,0.16766,0.12634,0.02254,0.01248,2.17934,1.42683,0.80655,0.23792,0.82175,0.8108,6.50417,36.44843,1.79086,0.13947,7,0.01607,0.02994,0.16973,9.58378,13.51475
"32","2018_Q1",96.7185245901639,"Up",5085700000,-2246600000,2839100000,-1901600000,-1602700000,-298900000,937500000,41500000,-39900000,9.79e+08,9.79e+08,-122400000,856600000,856600000,856600000,856600000,630300000,630300000,3521800000,3521800000,1840800000,857100000,857100000,6.85e+09,2454600000,3.7344e+10,25138600000,11667100000,538300000,39798600000,46648600000,4597600000,1509900000,3087700000,194700000,4792300000,10327400000,5161100000,5161100000,15488500000,20280800000,5546300000,8100000,5538200000,22806100000,-1994200000,26358200000,9600000,26367800000,46648600000,856600000,318100000,-31400000,34600000,-308600000,-2.36e+08,70800000,-5900000,-137500000,834700000,-173500000,-173800000,-173800000,-273800000,-273800000,-6100000,-315500000,-97300000,-467300000,-459400000,-7900000.00000012,-1.06e+08,19800000,19800000,-553900000,-34700000,-34700000,16400000,-18300000,1255600000,10522100000,895900000,0.55825,0.18434,0.16843,0.03249,0.01836,1.04588,1.42938,0.76915,0.22556,1.22845,1.2104,7.29342,37.80037,1.28481,0.13954,6,0.02268,0.02131,0.11359,7.87815,10.55125
"33","2018_Q2",98.66796875,"Up",4695400000,-2051800000,2643600000,-1900600000,-1601900000,-298700000,7.43e+08,-29900000,-37700000,713100000,713100000,-146500000,566600000,566600000,566600000,566600000,1045700000,1045700000,3270700000,3270700000,1949100000,809600000,809600000,7075100000,2475900000,37594200000,25437900000,1.1581e+10,575300000,40070100000,47145200000,4344200000,1.579e+09,2765200000,98700000,4442900000,10410700000,5089800000,5089800000,15500500000,19943400000,5619200000,8100000,5611100000,23415400000,-1844700000,27189900000,11900000,27201800000,47145200000,566600000,320800000,33300000,33300000,-91800000,2.19e+08,-128900000,51400000,-233300000,828900000,-137500000,-137900000,-137900000,0,0,-7100000,-122700000,-97500000,-236600000,-236600000,247474108.767531,21858026.8354642,23200000,23200000,-321700000,384500000,384500000,30900000,415400000,1063800000,10509400000,9.81e+08,0.56302,0.15824,0.12067,0.02083,0.01202,1.73138,1.59245,0.73316,0.22292,0.81105,0.79859,6.72116,38.92056,1.40424,0.13956,7,0.01552,0.02292,0.17208,8.89613,12.73715
"34","2018_Q3",101.016984126984,"Up",4.981e+09,-2163900000,2817100000,-1949600000,-1637900000,-311700000,867500000,-32400000,-40700000,835100000,835100000,-161300000,673800000,673800000,673800000,673800000,9.04e+08,9.04e+08,3296600000,3296600000,1980500000,7.32e+08,7.32e+08,6913100000,2492900000,38649800000,25916500000,12185900000,547400000,41142700000,48055800000,4430300000,1.587e+09,2843300000,175100000,4605400000,11145600000,5080400000,5080400000,1.6226e+10,20831400000,5714300000,8200000,5706100000,23977200000,-2479200000,27212300000,12100000,27224400000,48055800000,673800000,334600000,40100000,40100000,-12500000,-59400000,-68200000,35600000,79500000,1.036e+09,-152800000,-153800000,-153800000,-2067800000,-2067800000,-22200000,-2242600000,-111800000,1262800000,1266700000,-3900000,-3900000,26500000,26500000,1172100000,-34500000,-34500000,-107200000,-141700000,1202100000,11320700000,1198100000,0.56557,0.17416,0.13527,0.02475,0.01402,1.77812,1.50109,0.76517,0.23557,0.9623,0.94968,7.11368,38.86361,1.71108,0.15967,8,0.01801,0.02746,0.16592,8.66542,12.00772
"35","2018_Q4",100.859206349206,"Down",4853100000,-2162600000,2690500000,-1859800000,-1558600000,-301200000,830700000,-29400000,-38500000,801300000,801300000,-137600000,663700000,663700000,663700000,663700000,776200000,776200000,3323100000,3323100000,2029400000,701800000,701800000,6830500000,2462300000,38426700000,2.6035e+10,11814400000,577300000,4.0889e+10,47719500000,4405500000,1569600000,2835900000,59800000,4465300000,1.0558e+10,5.011e+09,5.011e+09,1.5569e+10,20034300000,5780400000,8200000,5772200000,24528700000,-2635700000,27673400000,11800000,27685200000,47719500000,663700000,321500000,38200000,38200000,-103900000,-3.1e+07,-58300000,-15500000,9e+05,919500000,-149400000,-149600000,-149600000,-105500000,-105500000,-31800000,-286700000,-111900000,-6.48e+08,-1.48e+08,-5e+08,-5e+08,27600000,27600000,-732700000,-99900000,-99900000,-27900000,-127800000,1152200000,10617800000,1036500000,0.55439,0.17117,0.13676,0.02397,0.01391,1.5617,1.52968,0.72365,0.2225,0.94625,0.934,6.91916,39.45452,1.47776,0.15954,6,0.01791,0.02393,0.1686,8.54157,11.84736
"36","2019_Q1",114.052786885246,"Up",2519500000,-1165700000,1353800000,-7.4e+08,-592600000,-147400000,613800000,-1300000,-11100000,612500000,612500000,-110600000,501900000,746900000,746900000,746900000,787800000,787800000,3489600000,3489600000,1910100000,906300000,906300000,7093800000,2511200000,38227500000,2.5906e+10,11673100000,648400000,40738700000,47832500000,4789700000,1712800000,3076900000,51800000,4841500000,9688500000,5075800000,5075800000,14764300000,19605800000,5842500000,8200000,5834300000,2.5163e+10,-2791100000,28214400000,12300000,28226700000,47832500000,501900000,201100000,-225600000,26400000,382200000,-183600000,121400000,157500000,286900000,1237600000,-138300000,-142700000,-142700000,3e+05,3e+05,62100000,-2.97e+08,-111800000,-820200000,-816100000,-4100000,-4100000,18700000.0000001,18700000,-914700000,25899999.9999999,25899999.9999999,-13800000,12099999.9999998,814900000,9740300000,1169400000,0.53733,0.24362,0.29645,0.02646,0.01561,1.56567,1.46521,0.69458,0.20363,1.06366,1.0502,3.58801,40.18001,1.66534,0.15921,5,0.01995,0.02717,0.14969,10.98601,14.58537
"37","2019_Q2",131.903650793651,"Up",4879900000,-2161900000,2.718e+09,-1994200000,-1683400000,-310800000,723800000,-2400000,-7600000,721400000,721400000,-387600000,333800000,333800000,333800000,327300000,3.91e+09,3.91e+09,3409200000,3409200000,2027900000,733300000,733300000,10080400000,2504300000,39189700000,26001400000,11541900000,1646400000,4.1694e+10,51774400000,4596200000,1676200000,2.92e+09,36600000,4632800000,9458200000,6114700000,6114700000,15572900000,20205700000,7384600000,8300000,7376300000,25368500000,-2796100000,31556600000,12100000,31568700000,51774400000,333800000,328400000,39200000,39200000,1900000,73800000,-132300000,-32300000,92700000,703300000,-154900000,-155700000,-155700000,-308200000,-308200000,7800000,-498500000,-112200000,-86100000,-86100000,-2223081682.79171,330413744.10721,3080100000,3080100000,2877800000,3082600000,3082600000,39600000,3122200000,1052200000,9494800000,1286800000,0.55698,0.14832,0.06707,0.01037,0.00632,3.93156,2.17588,0.64005,0.18339,0.46255,0.45553,6.89641,42.33607,1.81854,0.15856,5,0.00932,0.02728,0.3428,5.30774,7.71594
"38","2019_Q3",139.6728125,"Up",5156600000,-2279200000,2877400000,-1993600000,-1671800000,-321800000,883800000,11900000,5600000,895700000,895700000,-164400000,731300000,731300000,731300000,708600000,5433600000,5433600000,3481600000,3481600000,2055900000,632600000,632600000,11603700000,2541600000,39176700000,26074500000,11424100000,1678100000,41718300000,5.3322e+10,4854300000,1664100000,3190200000,153700000,5.008e+09,10144400000,5956400000,5956400000,16100800000,21108800000,7490900000,8300000,7482600000,2.5955e+10,-2844300000,32201200000,1.2e+07,32213200000,5.3322e+10,731300000,330800000,46200000,46200000,63199999.9999999,-66400000,-39200000,-14700000,183500000,1171500000,-169500000,-180800000,-180800000,-18400000,-18400000,8099999.99999999,-228900000,-121700000,681800000,685700000,-3900000,-3900000,45700000,45700000,605000000.000001,1547600000,1547600000,-2.4e+07,1523600000,1214600000,10298100000,1272700000,0.558,0.17139,0.13742,0.022,0.01329,1.79608,2.31703,0.65528,0.19313,0.98746,0.97349,7.1859,42.64437,1.77355,0.16959,5,0.01713,0.02626,0.17175,4.00502,5.50407
"39","2019_Q4",141.12453125,"Up",3006200000,-1321500000,1684700000,-984600000,-7.85e+08,-199600000,700100000,12600000,9800000,712700000,712700000,-138400000,574300000,6.68e+08,6.68e+08,648400000,14252100000,14252100000,3467100000,3467100000,2023700000,610800000,610800000,20353700000,2519600000,38657800000,25724800000,11145900000,1787100000,41177400000,61531100000,4865400000,1606800000,3258600000,1068600000,5.934e+09,16536200000,5865300000,5865300000,22401500000,28335500000,7509800000,8300000,7501500000,26481200000,-3088300000,32502300000,693300000,33195600000,61531100000,574300000,230600000,32100000,32100000,-50100000,-29700000,6600000,-1600000,-25400000,965600000,-119600000,-1.2e+08,-1.2e+08,-4500000,-4500000,13200000,-244600000,-151100000,8.248e+09,144500000,8103500000,-6.77e+08,3.2e+07,3.2e+07,8127700000,8848700000,8848700000,-30200000,8818500000,930700000,17604800000,899400000,0.56041,0.23289,0.21569,0.01953,0.01054,1.38711,3.43001,0.85359,0.28611,0.90193,0.88919,4.18167,42.98609,1.25108,0.21018,5,0.01411,0.01587,0.23304,3.60234,4.78889
"40","2020_Q1",150.675161290323,"Up",4868300000,-2164400000,2703900000,-1742600000,-1448800000,-293800000,961300000,20900000,23200000,982200000,975200000,-182600000,792600000,1274900000,1274900000,1255700000,1.9912e+10,1.9912e+10,3.191e+09,3.191e+09,1.628e+09,8.65e+08,8.65e+08,2.5596e+10,2.302e+09,3.4184e+10,2.2713e+10,9.75e+09,1.721e+09,3.6486e+10,6.2082e+10,4.72e+09,1.515e+09,3.205e+09,2.12e+08,4.932e+09,2.1517e+10,5.351e+09,5.351e+09,2.6868e+10,3.18e+10,7.573e+09,8e+06,7.565e+09,2.4166e+10,-3.068e+09,3.0271e+10,1.1e+07,3.0282e+10,6.2082e+10,792600000,299200000,-366500000,41500000,2.7e+08,-134700000,142900000,66600000,195200000,1111600000,-1.79e+08,-179500000,-179500000,99999.9999990463,99999.9999990463,-1e+05,-265999999.999999,-1.42e+08,5149300000,2057900000,3091400000,-884100000,-1584800000,-1584800000,4754500000,5600100000,5600100000,59600000,5659700000,1260500000,2.1729e+10,1534100000,0.55541,0.19746,0.25793,0.04147,0.02023,1.22171,5.18978,1.05013,0.35,1.75402,1.72866,6.80025,40.04889,2.1429,0.19835,6,0.02437,0.02674,0.11308,1.44149,1.89015
"41","2020_Q2",160.667777777778,"Up",4.343e+09,-1.9e+09,2.443e+09,-1.745e+09,-1.458e+09,-2.87e+08,6.98e+08,1.3e+07,1.5e+07,7.11e+08,7.11e+08,-1.16e+08,5.95e+08,5.95e+08,5.95e+08,5.76e+08,4367700000,4367700000,3433300000,3433300000,2.575e+09,766600000,766600000,11142600000,2988500000,54799200000,33725500000,18512600000,2561100000,57787700000,68930300000,5231300000,1748300000,3.483e+09,3234300000,8465600000,22737200000,6661100000,6661100000,29398300000,37863900000,7638200000,8400000,7629800000,24608600000,-2791300000,31055100000,11300000,31066400000,68930300000,5.95e+08,2.97e+08,5.2e+07,4.5e+07,-1.18e+08,1.82e+08,-1.75e+08,1e+07,-1.35e+08,8.19e+08,-1.32e+08,-1.33e+08,-1.33e+08,-2.0735e+10,-2.0735e+10,3.6e+07,-2.0868e+10,-1.38e+08,4.762e+09,3.9e+08,4.372e+09,-2934855185.05367,1e+07,1e+07,4.634e+09,-1.5415e+10,-1.5415e+10,-1.29e+08,-1.5544e+10,9.95e+08,25971500000,8.61e+08,0.56251,0.16072,0.13263,0.01854,0.00836,1.49479,1.31622,1.21881,0.37678,0.82616,0.81367,6.2292,42.24828,1.23494,0.19793,6,0.01121,0.01352,0.23958,21.71236,30.951
"42","2020_Q3",199.31765625,"Up",5.297e+09,-2.445e+09,2.852e+09,-2.008e+09,-1.685e+09,-3.23e+08,8.44e+08,3.77e+08,-7.7e+07,1.221e+09,1.221e+09,-2.94e+08,9.27e+08,9.27e+08,9.27e+08,8.92e+08,5539300000,5539300000,3378400000,3378400000,2592900000,833200000,833200000,12343800000,2972900000,55951700000,33227100000,20444500000,2280100000,58924600000,71268400000,5582700000,1598600000,3984100000,17200000,5599900000,2.237e+10,7025600000,7025600000,29395600000,34995500000,9483600000,8500000,9475100000,25373500000,-1863100000,36261700000,11200000,36272900000,71268400000,9.27e+08,4.78e+08,-2.18e+08,4.7e+07,2.58e+08,9.2e+07,-9.2e+07,-1.7e+08,4.28e+08,1.445e+09,6.55e+08,-1.55e+08,-1.55e+08,-999999.999996185,-999999.999996185,-2.4e+07,5.39e+08,-1.45e+08,-4.198e+09,-3.767e+09,-4.31e+08,-3.75e+09,3.456e+09,3.456e+09,-8.89e+08,1.095e+09,1.095e+09,75999999.9999999,1.171e+09,1.322e+09,22387200000,2.529e+09,0.53842,0.15934,0.1684,0.02459,0.01252,2.8352,2.20429,0.96478,0.31413,1.26525,1.24182,7.51348,46.8,3.58723,0.20567,4,0.01579,0.0385,0.16256,12.74425,19.96197
"43","2020_Q4",224.88375,"Up",5.884e+09,-2.658e+09,3.226e+09,-2.138e+09,-1.796e+09,-3.42e+08,1.088e+09,-6.7e+07,-7.4e+07,1.021e+09,1.021e+09,-1.38e+08,8.83e+08,8.83e+08,8.83e+08,8.42e+08,5687700000,5687700000,3495700000,3495700000,2421700000,936100000,936100000,12541200000,3052300000,57297199999,34269699999,20854200000,2173300000,60349499999,72890699999,6018700000,1678300000,4340400000,19700000,6038400000,21806100000,7073700000,7073700000,28879800000,34918200000,9626600000,8500000,9618100000,26087800000,-1021100000,3.7961e+10,11500000,37972500000,72890700000,8.83e+08,4.92e+08,2.75e+08,4.5e+07,7.3e+07,-6.2e+07,2.4e+07,5.3e+07,5.8e+07,1.723e+09,-1.71e+08,-1.87e+08,-1.87e+08,-8.3e+07,-8.3e+07,1.2e+07,-3.29e+08,-1.62e+08,-1.212e+09,3.8e+07,-1.25e+09,-1.25e+09,5.6e+07,5.6e+07,-1.319e+09,7.5e+07,7.5e+07,7.4e+07,1.49e+08,1.58e+09,21825800000,1.62e+09,0.54827,0.18491,0.1431,0.02217,0.01155,1.92399,2.07691,0.91957,0.29943,1.18425,1.16266,8.27567,48.79508,2.27848,0.22785,6,0.01501,0.02423,0.1924,10.21399,14.83281
"44","2021_Q1",227.985901639344,"Up",6.76e+09,-2.806e+09,3.954e+09,-2.353e+09,-1.957e+09,-3.96e+08,1.601e+09,-3.3e+07,-6.8e+07,1.568e+09,1.542e+09,-3.01e+08,1.241e+09,1.241e+09,1.241e+09,1.2e+09,6.035e+09,6.035e+09,4.045e+09,4.045e+09,2.292e+09,1.43e+09,1.43e+09,1.3802e+10,3.262e+09,5.9097e+10,3.542e+10,2.1282e+10,2.395e+09,6.2359e+10,7.6161e+10,7.391e+09,2.049e+09,5.342e+09,1.1e+07,7.402e+09,2.1193e+10,7.789e+09,7.789e+09,2.8982e+10,3.6384e+10,9.707e+09,9e+06,9.698e+09,2.7159e+10,-3.68e+08,3.9766e+10,1.1e+07,3.9777e+10,7.6161e+10,1.241e+09,5.08e+08,6.24e+08,5e+07,-1.52e+08,-4.76e+08,1.2e+08,3.34e+08,-1.3e+08,2.221e+09,-3.15e+08,-3.16e+08,-3.16e+08,-1.52e+08,-1.52e+08,-7.45058059692383e-09,-5.81e+08,-1.7e+08,-1.252e+09,-1.298e+09,4.6e+07,-9.33e+08,-1.64e+09,-1.64e+09,-1.42e+09,2.2e+08,2.2e+08,1.27e+08,3.47e+08,2.109e+09,2.1204e+10,1.943e+09,0.58491,0.23683,0.17751,0.03017,0.01576,1.61917,1.86463,0.9147,0.27841,1.68634,1.65654,9.49972,51.29005,2.73047,0.2389,7,0.01992,0.02825,0.14167,7.19251,9.4747
