"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"28","2020_Q2",105.19126984127,"Down",4389200000,-3632700000,756500000,-510700000,-510700000,245800000,-3.4e+07,-37900000,3900000,211800000,211800000,-43900000,167900000,167900000,167900000,167900000,214400000,214400000,3149400000,3149400000,672100000,629900000,187400000,442500000,4665800000,331900000,3224700000,2529500000,540200000,1.55e+08,3556600000,8222400000,2649300000,1967100000,546800000,33700000,964200000,964200000,3647200000,3438500000,2.47e+08,62800000,184200000,3685500000,7332700000,3116300000,-2067300000,-159300000,889700000,889700000,8222400000,167900000,91400000,4.2e+07,-78300000,2.23e+08,-25400000,-25400000,161500000,-133700000,-103600000,-1.3e+08,67600000,67600000,-7200000,60400000,337200000,3472200000,277400000,0.17235,0.056,0.03825,0.18872,0.02042,1.65217,1.27928,8.24177,0.42229,1.17659,1.15873,30.75823,6.23476,1.94394,0.04819,0.06019,9.66133,13.25386
"29","2020_Q3",111.43390625,"Up",4365700000,-3618500000,747200000,-463800000,-463800000,283400000,-3.8e+07,-39700000,1700000,245400000,245400000,-56300000,189100000,189100000,189100000,189100000,958400000,958400000,3.029e+09,3.029e+09,694800000,553600000,199700000,353900000,5235800000,326500000,3187200000,2532100000,492900000,162200000,3513700000,8749500000,2451300000,1.809e+09,642300000,37900000,1072300000,1072300000,3561500000,3861600000,270800000,67600000,203200000,4132400000,7693900000,3139700000,-1932500000,-151600000,1055600000,1055600000,8749500000,189100000,125200000,13600000,-35100000,292800000,-74600000,-74600000,437500000,-7100000,1.48e+08,524300000,742500000,742500000,1500000,7.44e+08,408600000,3899500000,355200000,0.17115,0.06492,0.04331,0.17914,0.02161,1.87837,1.47011,7.28865,0.44568,1.32888,1.31046,30.67955,7.41813,2.49613,0.04654,0.06797,7.19799,10.37791
"30","2020_Q4",127.94359375,"Up",4756400000,-3930900000,825500000,-507700000,-507700000,317800000,-67700000,-40200000,-27500000,250100000,250100000,-56900000,193200000,193200000,193200000,193200000,1249500000,1249500000,3267700000,3267700000,648100000,594300000,190200000,404100000,5759600000,2.68e+08,3196100000,2573400000,461800000,160900000,3464100000,9223700000,2799600000,1.922e+09,877600000,72300000,964700000,964700000,3836600000,3858600000,2.9e+08,63100000,226900000,4148600000,7985200000,3163200000,-1.794e+09,-130699999,1238500001,1238500001,9223700001,193200000,132400000,36700000,-139700000,222600000,-33600000,-72100000,27499999.9999999,26900000,137100000,137400000,287900000,287900000,3200000,291100000,450200000,3930900000,333800000,0.17356,0.06682,0.04062,0.156,0.02095,1.72774,1.50123,6.44748,0.42617,1.35294,1.33333,33.30812,8.67297,2.33754,0.0453,0.06114,5.95602,8.43738
"31","2021_Q1",146.320819672131,"Up",4956200000,-4075300000,880900000,-548700000,-548700000,332200000,-37200000,-37100000,-1e+05,2.95e+08,2.95e+08,-56700000,238300000,238300000,238300000,238300000,1410200000,1410200000,3212600000,3212600000,7.6e+08,570700000,191200000,379500000,5953500000,175500000,3215700000,2595900000,445100000,174700000,3391200000,9344700000,2766400000,2088400000,6.78e+08,70900000,1.061e+09,1.061e+09,3898300000,3856300000,2.93e+08,55300000,237700000,4149300000,8047600000,3206300000,-1813400000,-95800000,1297100000,1297100000,9344700000,238300000,76600000,3e+06,2.58e+08,575900000,-24400000,-28900000,-16200000,-177500000,-1.42e+08,-392900000,154100000,154100000,6599999,160699999,408800000,3927200000,699100000,0.17774,0.06703,0.04808,0.18372,0.0255,2.9337,1.5272,6.2043,0.42026,1.67111,1.64232,34.75596,9.09607,4.90252,0.05356,0.12671,6.15705,7.57676
"32","2021_Q2",169.228253968254,"Up",4837500000,-4042300000,795200000,-471800000,-471800000,323400000,-34500000,-35600000,1100000,288900000,288900000,-56300000,232600000,232600000,232600000,232600000,878600000,878600000,3234100000,3234100000,745100000,6.12e+08,215400000,396600000,5469800000,175500000,3408200000,2812400000,419200000,176600000,3583700000,9053500000,2724500000,2050800000,507400000,19600000,965200000,965200000,3709300000,3911100000,262800000,29200000,233600000,4173900000,7883200000,3.264e+09,-2004600000,-89100000,1170300000,1170300000,9053500000,232600000,45200000,13600000,53200000,344600000,-20700000,-233600000,-4800000.00000001,-320700000,-261500000,-643500000,-532500000,-532500000,899999.999999999,-531600000,368600000,3930700000,457400000,0.16438,0.06685,0.04808,0.19875,0.02569,1.96647,1.47462,6.73605,0.43416,1.64848,1.62544,34.2842,8.29412,3.24167,0.0539,0.08528,8.28025,9.43754
"33","2021_Q3",185.966875,"Up",5146400000,-4263600000,882800000,-512900000,-512900000,369900000,1300000,-35500000,36800000,371200000,371200000,-97100000,274100000,274100000,274100000,274100000,501200000,501200000,3370500000,3370500000,888700000,661200000,230300000,430900000,5421600000,176100000,3393200000,2731900000,487300000,1.74e+08,3569300000,8990900000,2827500000,2207400000,455600000,19800000,922800000,922800000,3770100000,3909200000,262800000,33100000,229700000,4.172e+09,7942100000,3295500000,-2163500000,-83200000,1048800000,1048800000,8990900000,274100000,46600000,-17300000,-303100000,3e+05,-17800000,19500000,-3800000,-372800000,33400001,-398999999,-379199999,-379199999,1800000,-377399999,416500000,3.929e+09,192700000,0.17154,0.07188,0.05326,0.26135,0.03049,0.70303,1.43805,7.57256,0.437,1.94259,1.91544,36.47342,7.43303,1.3657,0.06295,0.03677,8.23001,9.26683
"34","2021_Q4",187.60921875,"Up",5.3e+09,-4385100000,914900000,-528500000,-528500000,386400000,-3.6e+07,-36400000,4e+05,350400000,350400000,-83800000,266600000,266600000,266600000,266600000,245100000,245100000,3.561e+09,3.561e+09,844400000,641700000,247400000,394300000,5292200000,179300000,3540100000,2804600000,503300000,232200000,3719400000,9011600000,2770500000,2280700000,489800000,28500000,1034200000,1034200000,3833200000,4037700000,303700000,29600000,274100000,4341400000,8174600000,3337100000,-2402600000,-97500000,8.37e+08,8.37e+08,9011600000,266600000,48200000,9600000,-32600000,291800000,-27700000,-155800000,107500000,-431100000,-10900001,-389300001,-253300001,-253300001,-2800000,-256100001,434600000,4066200000,458100000,0.17262,0.07291,0.0503,0.31852,0.02958,1.7183,1.38062,9.76655,0.45122,1.91111,1.88543,37.99283,6,3.28387,0.06173,0.08798,8.79222,9.88898
"35","2022_Q1",181.033064516129,"Down",5536900000,-4561300000,975600000,-636300000,-636300000,339300000,-5.2e+07,-43400000,-8600000,287300000,287300000,-7.2e+07,215300000,215300000,215300000,215300000,258100000,258100000,4499400000,4499400000,927600000,7.93e+08,357500000,435500000,6478100000,195800000,6525500000,4382900000,1628100000,514500000,6721300000,13199400000,3.708e+09,3114200000,593800000,102700000,1285300000,1219400000,5.096e+09,6755800000,641900000,222300000,419600000,7397700000,12493700000,3370800000,-2570700000,-94400000,705700000,705700000,13199400000,215300000,51200000,30500000,-149100000,147900000,-33800000,-2399700000,2630500000,-305900000,7700000,2264600000,12800000,12800000,2e+05,1.3e+07,390500000,6858500000,279600000,0.1762,0.06128,0.03888,0.30509,0.01631,1.29865,1.27121,17.70398,0.51961,1.64728,1.61394,42.36343,5.39939,2.13925,0.03449,0.03407,16.90243,19.45299
"36","2022_Q2",166.821451612903,"Down",5949100000,-4.845e+09,1104100000,-717200000,-717200000,386900000,-56500000,-5.6e+07,-5e+05,330400000,330400000,-80200000,250200000,250200000,250200000,250200000,386900000,386900000,4613500000,4613500000,1054599999,815800000,3.66e+08,449800000,6870799999,195600000,6447400000,4376500000,1584600000,486300000,6.643e+09,13513799999,3925300000,3198300000,7.27e+08,83900000,1455399999,1455399999,5464599999,6514800000,641300000,219300000,4.22e+08,7156100000,12620699999,3405100000,-2408900000,-103100000,893100000,893100000,13513799999,250200000,71400000,22600000,36600000,380800000,-41300000,-41300000,-257100000,8300000,108200000,-208100000,131400000,131400000,-2600000,128800000,458300000,6598700000,533800000,0.18559,0.06504,0.04206,0.28015,0.01851,2.13349,1.25733,14.13134,0.48829,1.84649,1.81699,43.9048,6.59114,3.93948,0.03906,0.06563,13.554,16.05531
"37","2022_Q3",170.630625,"Up",6145800000,-4977600000,1168200000,-732900000,-732900000,435300000,-58100000,-57700000,-4e+05,377200000,377200000,-97900000,279300000,279300000,279300000,279300000,541600000,541600000,4474800000,4474800000,1020100000,1003300000,539600000,463700000,7039800000,194700000,6418600000,4369600000,1556600000,492400000,6613300000,13653100000,3939800000,3315600000,624200000,105500000,1370300000,1370300000,5415600000,6481400000,649900000,214900000,4.35e+08,7131300000,12546900000,3443200000,-2197700000,-139300000,1106200000,1106200000,13653100000,279300000,71100000,26200000,3700000,380300000,-22300000,-50300000,-5700000,6800000,-100400000,-166800000,163200000,163200000,-8500000,154700000,506400000,6586900000,585700000,0.19008,0.07083,0.04545,0.25249,0.02046,2.09703,1.29991,11.34234,0.48245,2.06583,2.04167,45.4571,8.18195,4.3321,0.04157,0.0702,11.9378,13.88766
