"","YQ","p","d","revenue","cost_of_revenue","cost_of_goods_services","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","property_plant_equipment","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","other_long_term_liabilities","accrued_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","other_non_cash_adjustments","change_in_working_capital","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"25","2016_Q2",57.87015625,"Up",511900000,-92400000,-92400000,419500000,-516900000,-315500000,-240800000,-74700000,-193500000,-97400000,-3600000,-3600000,-1.01e+08,-153300000,-14400000,-167700000,-167700000,-167700000,-167700000,1830900000,1182700000,648200000,3.16e+08,3.16e+08,194100000,112900000,2.341e+09,156900000,156900000,1837700000,84800000,1476100000,106800000,1.7e+08,2434900000,4775900000,376900000,93100000,2.9e+07,254800000,893400000,893400000,1270300000,533800000,260300000,139600000,133900000,1281200000,2551500000,1816200000,464200000,-5.6e+07,2224400000,2224400000,4775900000,-167700000,37400000,118400000,51600000,60600000,176300000,-140400000,164400000,-22300000,-22300000,-147300000,430200000,-577500000,-1e+06,-230200000,-48900000,51200000,-100100000,-67200000,-1.33e+08,-1.33e+08,3400000,-129600000,-6e+07,747400000,108400000,0.8195,-0.19027,-0.3276,-0.07539,-0.03511,-0.64639,1.84287,1.14705,0.15649,-0.73812,-0.72378,2.25308,9.79049,0.47711,-0.04784,0.03092,18.05833,11.12423
"26","2016_Q3",63.0003125,"Up",550700000,-85100000,-85100000,465600000,-512500000,-311700000,-243100000,-68600000,-1.93e+08,-46900000,-10100000,-10100000,-5.7e+07,-7.3e+07,-25200000,-98200000,-98200000,-98200000,-98200000,2389900000,1473100000,916800000,394100000,394100000,115800000,105800000,2899800000,158200000,158200000,1721300000,73200000,1473800000,4200000,170100000,2.442e+09,5341800000,432200000,90800000,52300000,289100000,881600000,881600000,1313800000,639700000,354700000,152900000,132100000,2125900000,3439700000,1.808e+09,164400000,-70300000,1902100000,1902100000,5341800000,-98200000,3.3e+07,40400000,54300000,1499999.99999999,6800000,21200000,-17999999.9999999,-20300000,-20300000,482400000,715800000,-233400000,-5700000,430800000,-166900000,2999999.99999999,-169900000,-168500000,244300000,244300000,-400000.000000001,243900000,-13900000,1486200000,-2199999.99999999,0.84547,-0.08516,-0.17832,-0.05163,-0.01838,0.0223999999999995,2.20719,1.80837,0.27822,-0.4326,-0.4326,2.42599,8.3793,-0.00969000000000003,-0.02438,-0.000549999999999998,65.01439,19.26866
"27","2016_Q4",73.6292063492063,"Up",489600000,-81500000,-81500000,408100000,-524800000,-325400000,-2.55e+08,-70400000,-192600000,-116700000,-9400000,-9400000,-126100000,-129300000,-13500000,-142800000,-142800000,-142800000,-142800000,2284300000,1337500000,946800000,362300000,362300000,100900000,90700000,2747500000,155300000,155300000,1777100000,76100000,1.515e+09,4400000,181600000,2472500000,5.22e+09,434200000,104600000,28200000,301400000,8.77e+08,8.77e+08,1311200000,688800000,335300000,218700000,134800000,2175700000,3486900000,1809900000,9700000,-86500000,1733100000,1733100000,5.22e+09,-142800000,34100000,3.9e+07,56600000,12800000,77400000,57800000,7700000,-22500000,-22500000,115800000,411300000,-295500000,-8100000,85200000,-79600000,4.8e+07,-127600000,-118600000,-25700000,-25700000,-5100000,-30800000,-82600000,1486900000,-14200000,0.83354,-0.23836,-0.29167,-0.0824,-0.02736,0.09944,2.09541,2.01194,0.28485,-0.63382,-0.63382,2.1731,7.69241,-0.06303,-0.03653,-0.00363,9.65375,6.8329
"28","2017_Q1",83.6829032258065,"Up",478800000,-82900000,-82900000,395900000,-5.54e+08,-357700000,-283600000,-74100000,-1.87e+08,-158100000,-1100000,-1100000,-159200000,-168200000,-5200000,-173400000,-173400000,-173400000,-173400000,1899900000,1213100000,686800000,452300000,452300000,108400000,108400000,2460600000,158600000,158600000,1872700000,45700000,1561100000,63900000,2.02e+08,2337500000,4798100000,516600000,93500000,5e+07,373100000,1270100000,1270100000,2185400000,787100000,517900000,130800000,138400000,1879100000,4064500000,1876300000,-964200000,-178500000,733600000,733600000,4798100000,-173400000,34700000,5.8e+07,59300000,-2100000,96300000,2.14e+08,15600000,-10900000,-10900000,-3900000.00000006,757600000,-761500000,1e+06,-13800000.0000001,-206700000,17400000,-224100000,-2.24e+08,-222200000,-222200000,-1200000,-223400000,-123400000,1490700000,-32800000,0.82686,-0.3302,-0.36216,-0.23637,-0.03614,0.18916,1.12593,5.54049,0.31069,-0.77238,-0.78818,2.13274,3.26771,-0.1461,-0.05758,-0.01089,3.31605,2.58824
"29","2017_Q2",98.9480952380952,"Up",485700000,-78200000,-78200000,407500000,-527400000,-3.34e+08,-255700000,-78300000,-187700000,-119900000,-1800000,-1800000,-121700000,-121400000,-8200000,-129600000,-129600000,-129600000,-129600000,1811300000,1340200000,471100000,231500000,231500000,96900000,96900000,2139700000,150400000,150400000,1876900000,41100000,1570700000,6.4e+07,201100000,2291700000,4431400000,3.59e+08,93400000,23200000,242400000,1291500000,1291500000,2049600000,781300000,5.1e+08,123800000,147500000,1873700000,3923300000,1.899e+09,-1224600000,-166300000,508100000,508100000,4431400000,-129600000,28400000,73400000,66800000,7e+06,7.3e+07,-14800000,45200000,-8600000,-8600000,263200000,382600000,-119400000,3900000,258500000,-145800000,50100000,-195900000,-178800000,124900000,124900000,2200000,127100000,-91500000,1491500000,-18900000,0.839,-0.24686,-0.26683,-0.25507,-0.02925,0.14583,1.04396,7.72151,0.33658,-0.58936,-0.57754,2.20873,2.3106,-0.08595,-0.0466,-0.0068,3.49508,2.66722
"30","2017_Q3",110.315714285714,"Up",501800000,-74600000,-74600000,427200000,-534300000,-335600000,-257600000,-7.8e+07,-193800000,-107100000,-18800000,-18800000,-125900000,-126400000,-17600000,-1.44e+08,-1.44e+08,-1.44e+08,-1.44e+08,1707700000,1174100000,533600000,265600000,265600000,1.1e+08,1.1e+08,2083300000,1.53e+08,1.53e+08,1881700000,3.4e+07,1588600000,66200000,192900000,2270700000,4.354e+09,393200000,9.3e+07,21300000,278900000,1308500000,1308500000,1701700000,751900000,467500000,134100000,150300000,2336800000,4038500000,1934800000,-1466400000,-152900000,315500000,315500000,4.354e+09,-1.44e+08,28400000,77500000,67600000,9e+05,-34400000,-33500000,-72500000,-17800000,-17800000,-31800000,148500000,-180300000,-8200000,-57800000,-113500000,5800000.00000001,-119300000,-39200000,-169500000,-169500000,3400000,-166100000,-78700000,1584900000,-113300000,0.85134,-0.21343,-0.28697,-0.45642,-0.03307,0.78681,1.22425,12.80032,0.36401,-0.64516,-0.64516,2.24821,1.41353,-0.50762,-0.05429,-0.04272,1.56036,1.14659
"31","2017_Q4",116.597777777778,"Up",515300000,-77500000,-77500000,437800000,-537800000,-341300000,-272500000,-68800000,-191800000,-1e+08,-11200000,-11200000,-111200000,-111200000,-8600000,-119800000,-119800000,-119800000,-119800000,1453900000,1025200000,428700000,307800000,307800000,110200000,110200000,1871900000,148100000,148100000,1867700000,29900000,1588700000,64700000,184400000,2280100000,4.152e+09,416900000,93300000,21700000,301900000,1333100000,1333100000,1.75e+09,709300000,430800000,129200000,149300000,2294700000,4044700000,1930800000,-1.668e+09,-155500000,107300000,107300000,4.152e+09,-119800000,24700000,74200000,65100000,10400000,-30200000,-17300000,-51100000,-12900000,-12900000,78300000,198200000,-119900000,-7200000,58200000,-85400000,37300000,-122700000,-156200000,-149100000,-149100000,2e+05,-148900000,-75300000,1585400000,-109800000,0.8496,-0.19406,-0.23249,-1.1165,-0.02885,0.91653,1.06966,37.69525,0.38184,-0.53891,-0.53891,2.31804,0.48268,-0.49393,-0.04988,-0.04571,-1.74635,-1.315
"32","2018_Q1",119.085901639344,"Up",553800000,-73100000,-73100000,480700000,-568700000,-381600000,-301500000,-80100000,-182200000,-8.8e+07,-16400000,-16400000,-104400000,-198300000,24800000,-173500000,-173500000,-173500000,-173500000,1323200000,1.078e+09,245200000,438200000,438200000,116500000,116500000,1877900000,1.45e+08,1.45e+08,1899900000,27100000,1620200000,81700000,170900000,2235700000,4113600000,571600000,94700000,2.8e+07,448900000,1551600000,1551600000,2123200000,660400000,403500000,108200000,148700000,2246400000,4369600000,1952700000,-2084900000,-123800000,-2.56e+08,-2.56e+08,4113600000,-173500000,26900000,98600000,61900000,83100000,127300000,201900000,79300000,-11400000,-11400000,259600000,3.54e+08,-94400000,-7e+05,247500000,-259900000,1200000.00000001,-261100000,-282400000,44400000,44400000,8400000,52800000,-61100000,1.586e+09,3e+07,0.868,-0.1589,-0.31329,0.67773,-0.04218,-0.17291,0.88447,-17.06875,0.38555,-0.81609,-0.83373,2.60489,-1.20414,0.14111,-0.08717,0.01507,-4.30115,-2.98636
"33","2018_Q2",132.47578125,"Up",559900000,-66800000,-66800000,493100000,-525900000,-349300000,-276400000,-72900000,-172800000,-32800000,-8500000,-8500000,-41300000,-63800000,-18600000,-82400000,-82400000,-82400000,-82400000,1292900000,1.093e+09,199900000,206700000,206700000,198400000,198400000,1.698e+09,158200000,158200000,1883700000,23100000,1604900000,6.7e+07,188700000,2213400000,3911400000,383400000,103500000,24600000,255300000,1469200000,1469200000,1852600000,600800000,337200000,126500000,137100000,2187400000,4.04e+09,2.001e+09,-1995800000,-133800000,-128600000,-128600000,3911400000,-82400000,24100000,100700000,54400000,3.3e+07,-59300000,-6.3e+07,-16900000,-16700000,-16700000,64900000,74800000,-9900000,-6e+05,47600000,27100000,49100000,-2.2e+07,-11700000,1.9e+07,1.9e+07,-4e+06,1.5e+07,-8700000,1586600000,-66100000,0.88069,-0.05858,-0.14717,0.64075,-0.02107,0.80218,0.91655,-31.41524,0.40563,-0.37694,-0.37694,2.5613,-0.58829,-0.30238,-0.04002,-0.03211,-33.75862,-8.95427
"34","2018_Q3",141.212222222222,"Up",611700000,-69800000,-69800000,541900000,-552800000,-368200000,-289100000,-79100000,-180800000,-10900000,1300000,1300000,-9600000,-23400000,-1.6e+07,-39400000,-39400000,-39400000,-39400000,1169800000,895400000,274400000,234400000,234400000,194600000,194600000,1598800000,146800000,146800000,1959300000,23700000,1658700000,81500000,195400000,2234200000,3.833e+09,423600000,82200000,38800000,302600000,1491500000,1491500000,1915100000,572300000,3.08e+08,129700000,134600000,2159500000,4074600000,2012500000,-2103200000,-150900000,-241600000,-241600000,3.833e+09,-39400000,22200000,45600000,56900000,2300000,14900000,15700000,43300000,-2e+07,-2e+07,-28400000,71800000,-100200000,-5400000,-87900000,-131400000,1300000,-132700000,-145600000,-190200000,-190200000,-7400000,-197600000,11300000,1587200000,22200000,0.88589,-0.01782,-0.06441,0.16308,-0.01028,-0.56345,0.83484,-16.86507,0.41409,-0.17991,-0.17991,2.79315,-1.1032,0.10137,-0.02054,0.01158,36.93805,-38.29358
"35","2018_Q4",135.066349206349,"Down",660900000,-72300000,-72300000,588600000,-570200000,-3.85e+08,-297600000,-87400000,-1.81e+08,18400000,-3200000,-3200000,15200000,11500000,-35200000,-23700000,-23700000,-23700000,-23700000,1078200000,875700000,202500000,3.09e+08,3.09e+08,202800000,202800000,1.59e+09,144700000,144700000,1924900000,19800000,1645300000,71700000,188100000,2184400000,3774400000,467900000,88600000,44600000,334700000,1517600000,1517600000,1985500000,539400000,274500000,137400000,127500000,2127200000,4112700000,2009100000,-2189900000,-157500000,-338300000,-338300000,3774400000,-23700000,23500000,9.5e+07,64200000,1.4e+07,-55600000,-1100000,39200000,-12700000,-12700000,84400000,109600000,-25200000,8300000,8e+07,-66900000,39700000,-106600000,-134600000,-15400000,-15400000,-4300000,-19700000,41900000,1587800000,8800000,0.8906,0.02784,-0.03586,0.07006,-0.00628,-0.37131,0.80081,-12.15696,0.42068,-0.10827,-0.10827,3.01919,-1.54545,0.0402,-0.01325,0.00492,12.16229,27.69565
"36","2019_Q1",149.480655737705,"Up",737300000,-7.7e+07,-7.7e+07,660300000,-618100000,-421500000,-320800000,-100700000,-190400000,42200000,-7300000,-7300000,34900000,3.3e+07,31700000,64700000,64700000,64700000,64700000,953600000,8.86e+08,67600000,474300000,474300000,192100000,192100000,1.62e+09,149700000,149700000,2959500000,105600000,2450800000,65300000,337800000,3109200000,4729200000,537900000,101600000,13200000,423100000,1763300000,1763300000,2301200000,551200000,328100000,101300000,121800000,2638900000,4940100000,2071500000,-2147400000,-1.35e+08,-210900000,-210900000,4729200000,64700000,25400000,35300000,7.4e+07,-15400000,186100000,218400000,311500000,-17600000,-17600000,271900000,274800000,-2900000,1700000,-750100000,-31400000,8e+05,-32200000,443800000,5200000,5200000,5100000,10300000,67600000,2087700000,204400000,0.89556,0.05724,0.08775,-0.30678,0.01368,3.1592,0.70398,-23.4239,0.44145,0.2953,0.2953,3.36513,-0.96257,0.93291,0.02665,0.08418,16.77663,26.87441
"37","2019_Q2",168.129365079365,"Up",735500000,-82700000,-82700000,652800000,-627800000,-412400000,-313300000,-99100000,-205600000,2.5e+07,-16200000,-16200000,8800000,8600000,-32800000,-24200000,-24200000,-24200000,-24200000,972100000,883200000,88900000,268100000,268100000,182100000,182100000,1422300000,152600000,152600000,3233600000,96300000,2446200000,54400000,636700000,3386200000,4808500000,3.84e+08,9.8e+07,6500000,279500000,1836700000,1777500000,2220700000,869800000,3.76e+08,112300000,381500000,2833100000,5053800000,2123100000,-2226800000,-141600000,-245300000,-245300000,4808500000,-24200000,32700000,115100000,75200000,15500000,97600000,6.4e+07,221200000,-14700000,-14700000,-15200000,4600000,-19800000,7e+05,-29200000,-41600000,46900000,-88500000,-192400000,-4e+05,-4e+05,-2400000,-2800000,57700000,1963300000,173400000,0.88756,0.03399,-0.0329,0.09865,-0.00503,-7.16529,0.64047,-20.60253,0.4083,-0.1102,-0.1102,3.34927,-1.11703,0.78962,-0.00935,0.06701,17.17851,39.648
"38","2019_Q3",155.6134375,"Down",796800000,-79500000,-79500000,717300000,-643300000,-418200000,-316800000,-101400000,-215400000,7.4e+07,-7300000,-7300000,66700000,66500000,-26300000,40200000,40200000,40200000,40200000,991300000,923900000,67400000,347400000,347400000,176800000,176800000,1515500000,151400000,151400000,3205800000,87600000,2431800000,46300000,640100000,3357200000,4872700000,427100000,9.3e+07,5900000,328200000,1.831e+09,1772100000,2707300000,969900000,477400000,118400000,374100000,2359700000,5.067e+09,2200700000,-2224300000,-170700000,-194300000,-194300000,4872700000,40200000,32100000,80300000,88200000,-19300000,66700000,112600000,219300000,-14800000,-14800000,22700000,22800000,-1e+05,-11200000,-3299999.99999988,-43300000,2800000,-46100000,-173700000,42300000,42300000,-1600000,40700000,106100000,1.839e+09,184300000,0.90023,0.09287,0.05045,-0.2069,0.00825000000000001,4.58458,0.55978,-26.07823,0.37741,0.18306,0.17867,3.62842,-0.88479,0.83925,0.01538,0.07049,7.98963,11.45541
"39","2019_Q4",162.05234375,"Up",842700000,-79500000,-79500000,763200000,-652500000,-429800000,-330700000,-99100000,-2.13e+08,110700000,-14200000,-14200000,96500000,96400000,-29700000,66700000,66700000,66700000,66700000,1024500000,956200000,68300000,520300000,520300000,1.62e+08,1.62e+08,1706800000,151500000,151500000,3178300000,79200000,2443600000,39600000,615900000,3329800000,5036600000,504800000,106100000,11100000,387600000,1.886e+09,1.822e+09,2840200000,1077600000,5.98e+08,123200000,356400000,2367900000,5208100000,2225100000,-2240300000,-156300000,-171500000,-171500000,5036600000,66700000,31600000,121199999,93999999,15100000,56900000,1.86e+08,276399999,-9700000,-9700000,0,0,0,-5e+05,-10200000,-85199999,42100000,-127299999,-233899999,32300000,32300000,0,32300000,142300000,1739700000,219200000,0.90566,0.13136,0.07915,-0.38892,0.01324,3.28636,0.60094,-30.36793,0.34541,0.30373,0.30086,3.83743,-0.78097,0.99818,0.02521,0.08285,5.026,6.4607
"40","2020_Q1",183.532096774194,"Up",899300000,-83200000,-83200000,816100000,-682300000,-455500000,-349500000,-1.06e+08,-217100000,133800000,-10500000,-10500000,123300000,123300000,8499999.99999999,131800000,131800000,131800000,131800000,1843700000,1774700000,6.9e+07,652300000,652300000,163300000,163300000,2659300000,161700000,161700000,3358300000,70900000,2.445e+09,56400000,7.86e+08,3.52e+09,6179300000,545300000,83700000,21200000,440400000,2224200000,2176100000,3219200000,1464100000,8.31e+08,101600000,531500000,3099200000,6318400000,2.317e+09,-2295800000,-160300000,-139100000,-139100000,6179300000,131800000,30900000,44700001,105000001,-22700000,490800000,618700000,698200001,-1.4e+07,-1.4e+07,-7.45058059692383e-09,3.72529029846191e-09,0,-6e+05,-14600000,-178700001,1900000,-180600001,133199999,816800000,816800000,1700000,818500000,164700000,2084800000,6.33e+08,0.90748,0.14878,0.14656,-0.94752,0.02133,4.80273,0.82607,-45.42344,0.33738,0.59909,0.58918,4.08773,-0.63227,2.87727,0.03865,0.18564,1.46387,1.80194
"41","2020_Q2",196.569047619048,"Up",885700000,-81900000,-81900000,803800000,-673200000,-446100000,-341300000,-104800000,-217400000,130600000,-40100000,-40100000,90500000,90500000,-2.4e+07,66500000,66500000,66500000,66500000,1466900000,1389700000,77200000,356500000,356500000,200900000,200900000,2024300000,164200000,164200000,3355400000,6.7e+07,2430200000,50800000,807400000,3519600000,5543900000,368400000,85200000,25200000,2.58e+08,2209900000,2163900000,2578300000,1469100000,841200000,99900000,5.28e+08,3104700000,5.683e+09,2401300000,-2361300000,-179100000,-139100000,-139100000,5543900000,66500000,3e+07,134400000,98200000,32700000,96399999,-44500001,327299999,-19900000,-19900000,-1.1e+07,9533306.68740942,-1.1e+07,-47100000,-7.8e+07,-145200000,56800000,-2.02e+08,-630200000,-380900001,-380900001,-4099999,-3.85e+08,160600000,1635600000,261099999,0.90753,0.14745,0.07508,-0.47807,0.012,3.92632,0.78513,-40.8555,0.29503,0.30338,0.3005,4.0406,-0.63458,1.19115,0.02242,0.08804,1.05044,1.29173
"42","2020_Q3",237.64296875,"Up",913100000,-80900000,-80900000,832200000,-686100000,-444100000,-350900000,-93200000,-232500000,146100000,-17100000,-17100000,1.29e+08,1.29e+08,-30800000,98200000,98200000,98200000,98200000,1519500000,1439800000,79700000,490100000,490100000,194300000,194300000,2203900000,177800000,177800000,3365600000,6.1e+07,2459100000,51500000,7.94e+08,3543400000,5747300000,463700000,99200000,32500000,3.32e+08,2155900000,2102100000,2619600000,1424300000,776800000,110100000,537400000,3060400000,5.68e+09,2492700000,-2270900000,-154500000,67300000,67300000,5747300000,98200000,3e+07,110200000,95900000,3299999.99999999,-147199999,-126199999,91200001,-26800000,-26800000,5e+06,1.1e+07,-6e+06,-1.2e+07,-33800000,-5300000,1700000,-7e+06,-12400000,45000001,45000001,5099999,50099999.9999999,176100000,1636100000,32900001,0.9114,0.16,0.10755,1.45914,0.01709,0.33503,0.84131,84.39822,0.28467,0.44799,0.44095,4.1656,0.30703,0.15009,0.0314,0.01052,0.66212,0.79808
"43","2020_Q4",263.5325,"Up",952400000,-83700000,-83700000,868700000,-700700000,-458100000,-359300000,-98800000,-2.33e+08,1.68e+08,-11900000,-11900000,156100000,156100000,-23900000,132200000,132200000,132200000,132200000,1615500000,1.537e+09,78500000,540400000,540400000,183900000,183900000,2339800000,191500000,191500000,3413200000,65400000,2484200000,44300000,819300000,3604700000,5944500000,5.86e+08,121300000,43200000,421500000,2225599999,2161500000,2811599999,1.427e+09,771300000,105500000,550200000,3063600000,5875199999,2507100000,-2281400000,-156400000,69300000,69300000,5944499999,132200000,32200000,108500000,97400000,12600000,88200000,5.3e+07,361100000,-20900000,-20900000,2e+06,6e+06,-4e+06,-1200000,-64900000,-1.36e+08,54400000,-190400000,-201400000,94800000,94800000,2400000,97200000,200200000,1636600000,291400000,0.91212,0.1764,0.13881,1.90765,0.02224,2.20424,0.8322,84.77922,0.27531,0.60146,0.59469,4.33303,0.31529,1.32575,0.0422,0.09301,0.10539,0.1256
"44","2021_Q1",288.381967213115,"Up",1039199999,-90599999,-90599999,948600000,-764200000,-505900000,-388800000,-117100000,-249600000,184400000,-13300000,-13300000,171100000,171100000,740200000,911300000,911300000,911300000,911300000,1776200000,1772200000,4e+06,643100000,643100000,206200000,206200000,2625500000,192800000,192800000,4461500000,199300000,2706500000,763100000,792600000,4654300000,7279800000,682400000,122500000,42600000,517300000,2572300000,2500900000,3254700000,1422400000,859300000,27300000,535800000,3059600000,6314300000,2578900000,-1487500000,-125900000,965500000,965500000,7279800000,911300000,31600000,-694500000,106900000,-9800000,409199999,422099999,657599999,-23500000,-23500000,0,-9.31322574615479e-10,0,-2300000,-227200000,-151100000,1199999.99999999,-152300000,-202800000,227599999,227599999,7600000,235199999,2.16e+08,1637200000,-138500001,0.91282,0.17744,0.87692,0.94386,0.12518,-0.15198,0.80668,6.53993,0.2249,4.1536,4.10311,4.73655,4.40064,-0.63127,0.2264,-0.03441,-0.64352,-0.7538
"45","2021_Q2",285.265873015873,"Down",9.89e+08,-9.2e+07,-9.2e+07,8.97e+08,-7.63e+08,-4.89e+08,-3.77e+08,-1.12e+08,-2.66e+08,1.34e+08,-3e+06,-3e+06,1.31e+08,1.31e+08,2.5e+07,1.56e+08,1.56e+08,1.56e+08,1.56e+08,923200000,923200000,-10610457.8839065,326100000,326100000,256100000,256100000,1505400000,197300000,197300000,5595600000,173900000,3.484e+09,743700000,1.194e+09,5792900000,7298300000,513400000,1.24e+08,47800000,341600000,2616700000,2540700000,3130100000,1401900000,804300000,75100000,522500000,3039800000,6169900000,2639400000,-1409300000,-101700000,1128400000,1128400000,7298300000,1.56e+08,3.3e+07,1.54e+08,1.16e+08,1.9e+07,-7e+06,-1.49e+08,3.36e+08,-2e+07,-2e+07,4e+06,4e+06,4320150.14628583,8e+06,-1.04e+09,-8.7e+07,6.4e+07,-1.51e+08,-1.42e+08,-8.46e+08,-8.46e+08,-3e+06,-8.49e+08,1.67e+08,1637900000,1.15e+08,0.90698,0.13549,0.15774,0.13825,0.02137,0.73718,0.48094,5.46783,0.22442,0.71038,0.7027,4.50364,5.13843,0.52368,0.03743,0.02759,4.27964,5.33358
"46","2021_Q3",306.09015625,"Up",1.06e+09,-1.06e+08,-96884483.1184824,9.54e+08,-8.06e+08,-5.18e+08,-3.99e+08,-1.19e+08,-2.77e+08,1.48e+08,-9e+06,-9e+06,1.39e+08,1.39e+08,-24000000.0000001,1.15e+08,1.15e+08,1.15e+08,1.15e+08,924900000,923500000,1400000,357800000,357800000,263300000,263300000,1.546e+09,198300000,198300000,5676300000,511300000,3562200000,739600000,863200000,5874600000,7420600000,478700000,108400000,21900000,348400000,2608700000,2.521e+09,3087400000,1.367e+09,779400000,81500000,506100000,3005400000,6092800000,2780700000,-1339500000,-113400000,1327800000,1327800000,7420600000,1.15e+08,3.9e+07,1.47e+08,124498060.01283,73317331.5547464,-9.9e+07,-1130553367.49304,2.02e+08,-1.6e+07,-1.6e+07,-9.31322574615479e-10,-4e+06,5837368.0765716,-7e+06,-1.46e+08,-4.7e+07,1e+06,-4.8e+07,-5.4e+07,2e+06,2e+06,-1e+06,1e+06,1.87e+08,1638400000,9.6e+07,0.9,0.13962,0.10849,0.0866099999999999,0.0155,0.83478,0.50074,4.58864,0.22079,0.52368,0.518020000000001,4.82696,6.04645,0.43716,0.02654,0.02215,3.81551,4.82095
"47","2021_Q4",291.476875,"Down",1125800000,-107300000,-105257397.675398,1018500000,-825300000,-532400000,-419300000,-113100000,-281500000,193200000,-5600000,-5600000,187600000,187600000,-50700000,136900000,136900000,136900000,136900000,1792100000,1748900000,43200000,580300000,580300000,282400000,282400000,2654800000,193600000,193600000,5662900000,498200000,3579200000,740400000,845100000,5876200000,8.531e+09,628800000,133600000,52600000,442600000,2652700000,2.563e+09,3281500000,1342800000,779900000,7.4e+07,488900000,3969600000,7251100000,2821400000,-1439100000,-102400000,1279900000,1279900000,8.531e+09,1.37e+08,4.2e+07,1.37e+08,133210746.683773,113663108.739662,-4.5e+07,-1830484489.19072,2.71e+08,-1.4e+07,-1.4e+07,-5.6e+07,4667915.08983537,2294510.93371446,-1.3e+07,-1.13e+08,-2.36e+08,4.8e+07,-2.84e+08,6.69e+08,8.27e+08,8.27e+08,-2e+06,8.25e+08,235200000,2626800000,226900000,0.90469,0.17161,0.1216,0.10696,0.01605,1.65741,0.80902,5.66536,0.30791,0.62227,0.61528,5.11727,5.81773,1.03136,0.02608,0.04322,3.54889,4.32039
"48","2022_Q1",230.343870967742,"Down",1211599999,-113199999,-113199999,1098400000,-9.56e+08,-655400000,-427800000,-227600000,-290300000,142400000,-35300000,-35300000,107100000,107100000,-1.8e+07,89100000,89100000,89100000,89100000,1.764e+09,1.528e+09,2.36e+08,7.16e+08,7.16e+08,2.84e+08,2.84e+08,2.764e+09,1.62e+08,181966113.325915,5.636e+09,4.94e+08,3.604e+09,7.41e+08,7.97e+08,5.843e+09,8.607e+09,7.09e+08,1.21e+08,3e+07,5.58e+08,2.95e+09,2.863e+09,4.009e+09,1.471e+09,846417851.440324,2.9e+07,5.15e+08,3.749e+09,7.758e+09,2.923e+09,-1.95e+09,-1.24e+08,8.49e+08,8.49e+08,8.607e+09,8.9e+07,34100000,230900000,142318060.01283,109177331.554746,368300000,-1658173366.29304,722300000,-6e+06,-6e+06,-221300000,63267915.0898354,-8565564.13942846,-3e+06,-295600000,-594800000,7e+05,-595500000,-641600000,-214900000,-214900000,-5900000,-220800000,176500000,2.628e+09,556800000,0.90657,0.11753,0.07354,0.10495,0.01035,6.24916,0.68945,9.13781,0.30533,0.405,0.40045,5.50727,3.85909,2.53091,0.01801,0.11253,4.89518,6.06742
