"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",50.8925396825397,"Down",249300000,-54100000,195200000,-159900000,-6500000,-34200000,-119200000,35300000,-17800000,-19400000,1600000,17500000,17500000,-6800000,10700000,10700000,10700000,10700000,4900000,4900000,130400000,130400000,143900000,91500000,36100000,46400000,370700000,3.028e+09,4339500000,-1311500000,62400000,1837900000,891900000,4928300000,5.299e+09,255700000,135800000,41400000,36500000,0,236100000,5.3e+07,183100000,491800000,1839800000,1.165e+09,246900000,574100000,3.44e+08,3004800000,3496600000,1802400000,1802400000,5.299e+09,10700000,34400000,7e+06,61800000,113900000,-73500000,-8e+05,-74300000,-21300000,-1.56e+08,1.34e+08,1.34e+08,-1e+05,-43400000,-3800000,-3800000,-3800000,69700000,1839800000,64800000,0.78299,0.1416,0.04292,0.00594,0.00202,6.05607,0.75376,1.93997,0.3472,0.24099,0.23991,5.61486,40.59459,1.45946,0.47973,0.00666,0.01348,1.99065,26.32568,51.98017
"28","2017_Q1",53.098064516129,"Up",279300000,-28500000,250800000,-258500000,-97600000,-35400000,-125500000,-7700000,-14700000,-19500000,4800000,-22400000,-22400000,8200000,-14200000,-14200000,-14200000,-14200000,5200000,5200000,1.17e+08,1.17e+08,202300000,131700000,24800000,95500000,456200000,3287200000,4793600000,-1506400000,62100000,2258900000,1.094e+09,5608200000,6064400000,344200000,210900000,55200000,39800000,2.5e+08,567100000,70200000,496900000,1161300000,1820700000,1314200000,303700000,607300000,403200000,3134900000,4296200000,1768200000,1768200000,6064400000,-14200000,35500000,-3900000,-4.6e+07,-28600000,-9.8e+07,-2e+05,-415900000,-22300000,466100000,1e+06,1e+06,0,444800000,3e+05,3e+05,3e+05,27800000,2070700000,-124400000,0.89796,-0.02757,-0.05084,-0.00803,-0.00234,8.76056,0.39284,2.4297,0.34145,-0.31209,-0.31072,6.13846,38.86154,-2.73407,0.49011,0.00157,-0.02414,-1.57042,74.29856,-268.24675
"29","2017_Q2",57.4512698412698,"Up",495100000,-193800000,301300000,-212200000,-41700000,-37700000,-132800000,89100000,-21600000,-22100000,5e+05,67500000,67500000,-22300000,45200000,45200000,45200000,45200000,10600000,10600000,297700000,297700000,190500000,183400000,24900000,139800000,682200000,3331800000,4893200000,-1561400000,61900000,2234200000,1072800000,5627900000,6310100000,390200000,273800000,39700000,29600000,2.5e+08,7.02e+08,60200000,641800000,1342200000,1821300000,1349900000,296300000,636500000,417100000,3171200000,4513400000,1796700000,1796700000,6310100000,45200000,37800000,23800000,-96500000,10300000,-89300000,3400000,-85900000,-22800000,107700000,1e+05,1e+05,-4e+06,8.1e+07,5400000,5400000,5400000,126900000,2071300000,-36600000,0.60856,0.17996,0.09129,0.02516,0.00716,-0.80973,0.50827,2.51205,0.32825,0.99341,0.98906,10.88132,39.48791,-0.8044,0.5011,0.01303,-0.00701,0.50442,16.23877,23.12795
"30","2017_Q3",61.4266666666667,"Up",663400000,-254300000,409100000,-228700000,-44100000,-37900000,-146700000,180400000,-19100000,-22700000,3600000,161300000,161300000,-53300000,1.08e+08,1.08e+08,1.08e+08,1.08e+08,19600000,19600000,225500000,225500000,146400000,164900000,19300000,137400000,556400000,3392900000,4978800000,-1585900000,63200000,2244200000,1080300000,5700300000,6256700000,334500000,218600000,46700000,2.9e+07,0,680800000,14500000,666300000,1015300000,1925300000,1433100000,308100000,690600000,434400000,3358400000,4373700000,1.883e+09,1.883e+09,6256700000,1.08e+08,3.8e+07,54700000,15100000,215800000,-9.8e+07,1e+06,-9.7e+07,-2.4e+07,-82800000,0,0,-3e+06,-109800000,9e+06,9e+06,9e+06,218400000,1925300000,188800000,0.61667,0.27193,0.1628,0.05736,0.01726,1.74815,0.54802,2.32273,0.30772,2.36842,2.36324,14.54825,41.29386,4.14035,0.52632,0.02518,0.03602,0.22222,8.72573,10.56375
"31","2017_Q4",64.6622222222222,"Up",323500000,-76700000,246800000,-196500000,-26800000,-38400000,-131300000,50300000,-19900000,-21400000,1500000,30400000,30400000,-8700000,21700000,21700000,21700000,21700000,8300000,8300000,130700000,130700000,174800000,191300000,32400000,151600000,505100000,3461800000,5071400000,-1609600000,63800000,2267500000,1103600000,5793100000,6298200000,351400000,206400000,55600000,38900000,0,558400000,15900000,542500000,909800000,1925300000,1434900000,300400000,705300000,429200000,3360200000,4.27e+09,2028200000,2028200000,6298200000,21700000,38600000,10100000,24200000,94600000,-111300000,5e+05,-110800000,-24100000,-116700000,146300000,146300000,-6e+05,4900000,-11300000,-11300000,-11300000,88900000,1925300000,10500000,0.76291,0.15549,0.06708,0.0107,0.00345,0.48387,0.55518,2.10532,0.30569,0.45114,0.45021,6.72557,42.16632,0.2183,0.50104,0.0085,0.00195,1.1106,21.56355,38.11133
"32","2018_Q1",57.2403278688525,"Down",258700000,-45700000,2.13e+08,-211100000,-39600000,-39500000,-1.32e+08,1900000.00000001,-21900000,-22900000,1e+06,-2e+07,-2e+07,6699999.99999999,-13300000,-13300000,-13300000,-13300000,7400000,7400000,124100000,124100000,225800000,2.19e+08,2.8e+07,178900000,576300000,3665200000,5278400000,-1613200000,64200000,2.241e+09,1069400000,5970400000,6546700000,3.98e+08,257100000,6.1e+07,38700000,1e+08,599900000,3.2e+07,567900000,1097900000,1.995e+09,1462500000,237400000,707500000,517600000,3457500000,4555400000,1991300000,1991300000,6546700000,-13300000,39700000,-7400000.00000001,-51400000,-32400000,-139500000,-4100000,-139800000,-25300000,196600000,5e+05,5e+05,-5e+05,171300000,-9e+05,-9e+05,-9e+05,41600000,2.095e+09,-1.56e+08,0.82335,0.00734000000000001,-0.05141,-0.00668,-0.00203,11.72932,0.52491,2.28765,0.32001,-0.27479,-0.27479,5.34504,41.14256,-3.22314,0.52273,0.00216,-0.02811,-1.90226,50.18269,1098.73684
"33","2018_Q2",59.70921875,"Up",561800000,-240800000,3.21e+08,-215900000,-4.1e+07,-40300000,-134600000,105100000,-22200000,-24400000,2200000,82900000,82900000,33100000,1.16e+08,1.16e+08,1.16e+08,1.16e+08,6700000,6700000,315800000,315800000,204900000,189800000,28300000,156800000,717200000,3710700000,5351700000,-1.641e+09,66300000,2206900000,1035300000,5983900000,6701100000,365600000,245600000,3.6e+07,29600000,105500000,740200000,27300000,712900000,1211300000,2.03e+09,1374100000,233600000,4.41e+08,699500000,3404100000,4615400000,2079200000,2085700000,6701100000,1.16e+08,40400000,-31800000,-106700000,17900000,-110800000,-15900000,-126700000,-25800000,136300000,3e+05,3e+05,-2700000,108100000,-7e+05,-7e+05,-7e+05,145500000,2135500000,-105100000,0.57138,0.18708,0.20648,0.05562,0.01731,-0.90603,0.59209,2.21288,0.31868,2.40664,2.39669,11.6556,43.13693,-2.1805,0.53527,0.02534,-0.01878,0.22241,14.63093,20.255
"34","2018_Q3",63.1357142857143,"Up",813400000,-383700000,429700000,-287900000,-45200000,-41100000,-201600000,141800000,-24700000,-25400000,7e+05,117100000,117100000,-18900000,98200000,98200000,98200000,98200000,17800000,17800000,279700000,279700000,128500000,1.81e+08,30400000,143300000,6.07e+08,3758400000,5403400000,-1.645e+09,66400000,2.155e+09,983400000,5979800000,6586800000,3.18e+08,194800000,49100000,3e+07,105500000,504500000,8100000,496400000,9.28e+08,2073900000,1424900000,233400000,465600000,725900000,3498800000,4426800000,2153500000,2.16e+09,6586800000,98200000,41500000,58400000,93600000,291700000,-1.05e+08,-1600000,-106600000,-27200000,-146900000,5e+05,5e+05,-4e+05,-1.74e+08,11100000,11100000,11100000,183300000,2179400000,190800000,0.52828,0.17433,0.12073,0.04546,0.01491,1.94297,0.65409,2.04944,0.33087,2.03734,2.02893,16.87552,44.67842,3.95851,0.56432,0.02175,0.0331,0.27699,11.79269,15.2440100000001
"35","2018_Q4",65.0344444444444,"Up",350600000,-107200000,243400000,-1.91e+08,-11400000,-40500000,-139100000,52400000,-20800000,-24200000,3400000,31600000,31600000,-5700000,25900000,25900000,25900000,25900000,6900000,6900000,137800000,137800000,153200000,175400000,37500000,129500000,473300000,3831800000,5501600000,-1669800000,7.1e+07,2208800000,1037200000,6111600000,6584900000,347800000,195500000,56500000,39600000,155500000,310800000,9700000,301100000,814100000,2024500000,1432100000,219300000,476800000,7.36e+08,3456600000,4270700000,2307700000,2314200000,6584900000,25900000,4.1e+07,8400000,126400000,201700000,-118500000,-19500000,-1.38e+08,-27200000,-200700000,153400000,153400000,-1e+05,-74600000,-10900000,-10900000,-10900000,93400000,2.18e+09,1.07e+08,0.69424,0.14946,0.07387,0.01119,0.00393,4.13127,0.58138,1.84543,0.33106,0.52218,0.52113,7.06855,46.52621,2.15726,0.54839,0.00896,0.01806,1.05019,23.2666,41.47137
"36","2019_Q1",67.6024590163934,"Up",239200000,-1.4e+08,99200000,-104400000,97600000,-46500000,-155500000,-5200000,-38700000,-24400000,-14300000,-43900000,-43900000,1.8e+07,-25900000,-25900000,-25900000,-26400000,4400000,4400000,131300000,131300000,210300000,146300000,3.1e+07,79700000,492300000,3970500000,5653300000,-1682800000,68700000,2312100000,1140500000,6351300000,6843600000,440400000,290100000,65400000,39700000,175500000,705800000,22700000,683100000,1321700000,1900100000,1358500000,180200000,435800000,742500000,3258600000,4580300000,2255400000,2263300000,6843600000,-25900000,45500000,-19800000,-54500000,-54700000,-165100000,32800000,-160400000,-28500000,257600000,5e+05,5e+05,1.16415321826935e-10,229600000,14500000,14500000,14500000,40300000,2075600000,-197300000,0.41472,-0.02174,-0.11037,-0.01166,-0.00386,7.47348,0.37247,2.02373,0.30329,-0.52381,-0.52071,4.74603,44.75,-3.91468,0.56548,0.000370000000000001,-0.03463,-1.07955,51.39454,-398.30769
"37","2019_Q2",73.1552380952381,"Up",6.02e+08,-251700000,350300000,-245200000,-59800000,-43700000,-141700000,105100000,-23100000,-25900000,2800000,8.2e+07,8.2e+07,-14700000,67300000,67300000,67300000,67300000,8400000,8400000,316800000,316800000,212700000,125300000,31300000,74300000,663200000,4045300000,5754800000,-1709500000,69500000,2454200000,1282600000,6.569e+09,7232200000,566800000,430900000,44600000,32800000,1.75e+08,1274800000,19800000,801800000,2016600000,1.992e+09,9.39e+08,182100000,413132741.24486,756900000,2.931e+09,4947600000,2284600000,2284600000,7232200000,67300000,44200000,12300000,-53400000,70400000,-214700000,-1500000,-216200000,-28800000,163400000,4e+05,4e+05,-2200000,132800000,-1.3e+07,-1.3e+07,-1.3e+07,149300000,2.167e+09,-104100000,0.58189,0.17458,0.11179,0.02946,0.00931,-1.54681,0.32887,2.16563,0.29963,1.33004,1.3248,11.89723,45.1502,-2.05731,0.56917,0.01783,-0.01931,0.42793,14.45814,20.53853
"38","2019_Q3",74.081875,"Up",803500000,-337400000,466100000,-256600000,-45300000,-44400000,-166900000,209500000,-21500000,-27600000,6100000,1.88e+08,1.88e+08,-33400000,154600000,154600000,154600000,154600000,11100000,11100000,290800000,290800000,126300000,168900000,25300000,119100000,597100000,4118300000,5856800000,-1738500000,68400000,2489800000,1318200000,6676500000,7273600000,457900000,324800000,50900000,32200000,2.15e+08,1118700000,6500000,6.22e+08,1791600000,2041900000,1034100000,178300000,414219638.062761,855800000,3.076e+09,4867600000,2.406e+09,2.406e+09,7273600000,154600000,44900000,31800000,-4200000,227100000,-1.7e+08,-399999.999999996,-170400000,-3e+07,-24100000,6e+05,6e+05,-5e+05,-5.4e+07,2700000,2700000,2700000,254400000,2256900000,113600000,0.58009,0.26073,0.19241,0.06426,0.02125,0.734799999999999,0.33328,2.02311,0.31029,3.05534,3.04331,15.87945,47.54941,2.24506,0.59289,0.0324,0.01994,0.19405,8.82783,10.7198100000001
"39","2019_Q4",72.534375,"Down",321300000,-75500000,245800000,-232500000,-46500000,-45100000,-140900000,13300000,-19200000,-25600000,6400000,-5900000,-5900000,2900000,-3e+06,-3e+06,-3e+06,-3e+06,5800000,5800000,144200000,144200000,158200000,148400000,43700000,98400000,456600000,4220200000,5990600000,-1770400000,74800000,2580400000,1408800000,6875400000,7.332e+09,457800000,297600000,56700000,43600000,1.65e+08,1055900000,11600000,553900000,1678700000,2042300000,998400000,172100000,429996715.849281,826300000,3040700000,4719400000,2612600000,2612600000,7.332e+09,-3e+06,45800000,-3400000,103700000,143100000,-231700000,-5200000,-236900000,-30100000,1.14e+08,4700000,4700000,-1e+05,88500000,-5300000,-5300000,-5300000,59100000,2207300000,-71800000,0.76502,0.04139,-0.00934,-0.00115,-0.00041,23.93333,0.272,1.8064,0.30105,-0.05929,-0.05906,6.3498,46.8498,-1.41897,0.59486,0.00466,-0.01234,-10.03333,37.25042,165.52632
"40","2020_Q1",71.5316129032258,"Down",225600000,-175700000,49900000,-75500000,-322500000,-48500000,295500000,-25600000,-19400000,-25300000,5900000,-4.5e+07,-4.5e+07,10700000,-34300000,-34300000,-34300000,-4e+07,5800000,5800000,116800000,116800000,196600000,33400000,29100000,4300000,352600000,4.352e+09,6146500000,-1794500000,72300000,2842300000,1670700000,7266600000,7619200000,415700000,301500000,68500000,45700000,4e+07,952300000,32600000,919700000,1.408e+09,2082600000,1585600000,264800000,451400000,869400000,3668200000,5076200000,2.543e+09,2.543e+09,7619200000,-34300000,46800000,-8900000,6699999.99999999,10300000,-206900000,0,-214800000,-33500000,-17800000,255800000,255800000,0,204500000,1.86264514923096e-09,1.86264514923096e-09,1.86264514923096e-09,21200000,2122600000,-189700000,0.22119,-0.11348,-0.1773,-0.01573,-0.00525,4.7425,0.25043,1.99615,0.27859,-0.78431,-0.7874,4.42353,45.11765,-3.71961,0.65686,-0.00104,-0.03035,-0.837500000000002,99.84906,-82.6875000000001
"41","2020_Q2",64.1177777777778,"Down",566900000,-261899999,305000001,-202700000,-362197219.799823,-47500000,-155200000,102300001,-2.1e+07,-26700000,5700000,81300001,81300001,-14300000,67000001,67000001,67000001,63200001,21500000,21500000,255700000,255700000,185600000,2.33e+08,30800000,202200000,695800000,4432300000,6256100000,-1823800000,74700000,2758200000,1586600000,7265200000,7.961e+09,387100000,307900000,43800000,35400000,45300000,770100000,31400000,738700000,1202500000,2484400000,1688100000,260700000,475300000,952100000,4172500000,5.375e+09,2.586e+09,2.586e+09,7.961e+09,6.7e+07,47500000,14300000,-64300000,64500000,-192300000,-3e+05,-192600000,-38400000,185800000,2300000,2300000,-5900000,143800000,15700000,15700000,15700000,149800001,2529700000,-92499999,0.53801,0.18046,0.11148,0.02444,0.00794,-1.46361,0.57863,2.0785,0.31776,1.24165,1.23679,11.13752,46.05108,-1.81729,0.75442,0.01493,-0.0136,0.60759,16.74366,24.51808
"42","2020_Q3",54.148125,"Down",715500000,-297100001,418399999,-207900000,-222300000,-49200000,63600000,210499999,-46700000,-27200000,-19500000,163799999,163799999,-30200000,133599999,133599999,133599999,129699999,108400000,108400000,-27999999.9999999,-27999999.9999999,127100000,1058700000,27900000,483400000,1266200000,4.521e+09,6369400000,-1848400000,68100000,2162700000,991100000,6751800000,8.018e+09,310500000,221400000,55100000,3.4e+07,5.66e+08,2.76e+08,11600000,264400000,1152500000,2484800000,1715100000,272100000,498100000,944900000,4199900000,5352400000,2665600000,2665600000,8.018e+09,133600000,49200000,28500000,45900000,257200000,-153800000,1800000,-1.52e+08,-32800000,1600000,12900000,12900000,9.31322574615479e-10,-18300000,86900000,86900000,86900000,259699999,3050800000,181999999,0.58477,0.2942,0.18127,0.04866,0.01618,1.40324,1.09866,2.00795,0.38049,2.53816,2.53816,14.00196,47.42857,3.56164,0.64188,0.02187,0.02449,0.25289,11.33,13.9781499999999
"43","2020_Q4",55.978125,"Up",321100000,-123377136.208705,350154878.848693,-8.38e+08,-124900000,-50100000,-6.63e+08,42100000,-13400000,-26400000,1.3e+07,28700000,-119900000,27600000,-92300000,-92300000,-92300000,-95900000,7400000,7400000,392600000,392600000,148600000,430799999,42200000,388599999,979399999,4590100000,6472200000,-1882100000,70600000,2182500000,1010900000,6843200000,7822599999,306100000,200800000,6.1e+07,44300000,4.83e+08,318700000,22400000,296300000,1107800000,2478300000,1678099999,271900000,479700000,926499999,4156399999,5264199999,2558400000,2558400000,7822599999,-92300000,50100000,122800000,51500001,132100001,-129600000,4100000,-125500000,-35600000,-9e+07,1.8e+07,1.8e+07,0,-107600000,-100999999,-100999999,-100999999,92200000,2961300000,-13499999,0.636466995727548,0.13111,-0.29866,-0.03748,-0.01226,0.14077,0.88409,2.05761,0.37856,-1.8694,-1.86576,6.25926,45.154,-0.26316,0.69396,-0.00838,-0.00188,-0.37122,32.03796,70.1639
"44","2021_Q1",61.9268852459016,"Up",251900000,32609626.1927895,266863021.176126,444300000,-111400000,-50500000,606200000,1e+05,-24300000,-25200000,899999.999999996,-24200000,-24200000,4500000.00000001,-19700000,-19700000,-19700000,-23300000,4099998.99999999,4099998.99999999,-24899999.9999999,-24899999.9999999,191500000,419900000,29200000,390700000,590599999,5112400001,7198600000,-2086199999,71700000,2466500000,1294900000,7650600001,8241200000,3.61e+08,243300000,71400000,46300000,708400000,379800000,45300000,334500000,1449200000,2423700000,1.846e+09,3.09e+08,511400000,1025600000,4269700000,5718900000,2522300000,2522300000,8241200000,-19700000,50500000,-8e+06,-6700001,16099999,-162700000,1200000,-161500000,-3.6e+07,170400000,7900000,7900000,-2e+05,142100000,-3300000.99999997,-3300000.99999997,-3300000.99999997,50600000,3132100000,-123300001,0.724497616272609,0.000400000000000011,-0.0925,-0.00924,-0.00283,5.29185,0.40754,2.26734,0.38005,-0.45243,-0.45155,4.89126,44.27767,-2.39417,0.69903,0.00169,-0.01644,-1.54506,61.81818,31280.00001
"45","2021_Q2",69.6739682539683,"Up",512600000,-181200000,331400000,-198500000,-111600000,-50800000,-36100000,132900000,-21400000,-25700000,4300000,111500000,111500000,-22600000,88900000,88900000,88900000,85100000,3500000,3500000,252600000,252600000,38600000,879900000,30800000,849100000,1174600000,4746900000,6860200000,-2113300000,74800000,2519300000,1347700000,7.341e+09,8515600000,328700000,260800000,41200000,26700000,806900000,411100000,43200000,367900000,1546700000,2517600000,1864500000,289200000,541900000,1033400000,4382100000,5928800000,2586800000,2586800000,8515600000,88900000,50800000,21800000,-153900000,7600000,-163600000,-1470098.00256815,-163600000,-35900000,192700000,4e+05,4e+05,-1800000,155400000,-6e+05,-6e+05,-6e+05,183700000,3324500000,-111200000,0.64651,0.25927,0.16602,0.0329,0.00999,-1.3067,0.75942,2.29194,0.3904,1.65243,1.64922,9.9534,45.5301,-2.15922,0.69709,0.01556,-0.0143,0.42186,18.07839,24.98871
"46","2021_Q3",64.60875,"Down",1104900000,-619100000,485800000,-228400000,-1.19e+08,-51500000,-57900000.0000001,257400000,-2.4e+07,-25800000,1800000,233400000,233400000,-4.6e+07,187400000,187400000,187400000,183400000,1.04e+08,1.04e+08,422600000,422600000,3.7e+07,790400000,29400000,7.61e+08,1.354e+09,4829200000,6974300000,-2145100000,76400000,2677200000,1505600000,7582800000,8936800000,455600000,352100000,6e+07,43500000,764300000,287600000,11400000,276200000,1507500000,2692500000,2005499999,274400000,602800000,1128299999,4697999999,6205499999,2731300000,2731300000,8936799999,187400000,51500000,46700000,-1.34e+08,151600000,-139900000,-8e+05,-140700000,-37400000,132400000,3e+05,3e+05,-5700000,89600000,100500000,100500000,100500000,308900000,3456800000,8.1e+07,0.43968,0.23296,0.16599,0.06715,0.02052,0.44166,0.89818,2.272,0.38681,3.54739,3.54054,21.37137,48.14894,1.56673,0.7234,0.02695,0.00989,0.203930000000002,10.854,13.0256399999984
"47","2021_Q4",60.3171875,"Down",327800000,-96900000.0000001,230900000,-197700000,-1.12e+08,-53100000,-32600000,33200000,-27900000,-26900000,-1e+06,5300000,5300000,0,5300000,5300000,5300000,1500000,23900000,23900000,429100000,429100000,36500000,872399999,42400000,829999999,1361899999,4937100000,7110200000,-2173100000,76400000,2517900000,1346300000,7531400000,8893299999,418500000,294300000,68100000,56100000,571800000,301500000,13800000,287700000,1291800000,2.939e+09,1965400000,231800000,605800000,1127800000,4904400000,6196200000,2697100000,2697100000,8893300000,5300000,53100000,-1e+05,3200000,61500000,-159700000,2300000,-157400000,-37400000,56600000,-1e+05,-1e+05,-3300000,15800000,-80100000,-80100000,-80100000,86300000,3510800000,-70200000,0.70439,0.10128,0.00458,0.00056,0.00017,-46.8,1.05427,2.29736,0.39477,0.02907,0.02901,6.35271,47.57946,-1.36047,0.72481,0.00476,-0.00859,24.93333,40.4044,105.02711
"48","2022_Q1",63.9140322580645,"Up",290200000,-49100000,241100000,-214400000,-123200000,-57700000,-33500000,26700000,-36700000,-28200000,-8500000,-1e+07,-1e+07,1e+05,-9900000.00000003,-9900000.00000003,-9900000.00000003,-13500000,4300000,4300000,-30300000,-30300000,37300000,1305200000,2.9e+07,1276200000,1316500000,5526800000,7696100000,-2169300000,83100000,2.43e+09,1258400000,8039900000,9356400000,548200000,409900000,78800000,59500000,727800000,332300000,32100000,300200000,1608300000,2939100000,2150800000,235900000,612300000,1302600000,5089900000,6698200000,2658200000,2658200000,9356400000,-9900000,57700000,-1400000,-17300000,29100000,-161600000,1300000,-160300000,-37300000,1.56e+08,4e+05,4e+05,-5e+05,118600000,-12600000,-12600000,-12600000,84400000,3666900000,-94600000,0.83081,0.09201,-0.04652,-0.00508,-0.00144,7.00741,0.81857,2.51983,0.39191,-0.26163,-0.26112,5.62403,46.82558,-1.83333,0.72287,0.00281,-0.01116,-2.76295999999999,43.39573,137.17603
"49","2022_Q2",73.1901612903226,"Up",555400000,-249200000,306200000,-210900000,-116400000,-56900000,-37600000,95300000,-21200000,-28600000,7400000,74100000,74100000,-18400000,55700000,55700000,55700000,51900000,8199999,8199999,-31400000,-31400000,325600000,1607100000,25500000,1107400000,1909499999,5124800000,7329200000,-2204400000,90400000,2525800000,1354200000,7.741e+09,9650499999,504600000,427500000,47200000,29900000,877200000,338899999,31300000,307599999,1720699999,3206800000,2053199998,222500000,615600000,1215099998,5259999998,6980699997,2669800000,2669800000,9650499997,55700000,56900000,18400000,-360900000,-229900000,-145700000,2600000,-143100000,-38300000,418200000,4e+05,4e+05,-3400000,376900000,3900000,3900000,3900000,152200000,4.084e+09,-3.36e+08,0.55131,0.17159,0.09345,0.01944,0.00538,-6.47399,1.10972,2.61469,0.42319,0.99425,0.99235,10.63985,46.50958,-6.43678,0.73372,0.01024,-0.03815,0.73796,26.77924,42.7681
"50","2022_Q3",70.2221875,"Down",880900000,-3.92e+08,488900000,-243700000,-113200000,-58900000,-71600000,245200000,-30900000,-27500000,-3400000,214300000,214300000,-40700000,173600000,173600000,173600000,169700000,8300000,8300000,440700000,440700000,43300000,947800000,26600000,921200000,1440100000,5201800000,7443700000,-2241900000,8.9e+07,2670400000,1498800000,7961200000,9401300000,474200000,367500000,67400000,39300000,638300000,283300000,6300000,2.77e+08,1395800000,3207300000,1.957e+09,199200000,666500000,1091300000,5164300000,6560100000,2841200000,2841200000,9401300000,173600000,58900000,40700000,111800000,3.85e+08,-130200000,1e+05,-130100000,-39200000,-238900000,23600000,23600000,-4e+05,-254900000,0,0,0,304100000,3845600000,326400000,0.555,0.27835,0.19264,0.05973,0.01805,1.92339,1.03174,2.30892,0.40905,3.25096,3.24474,16.87548,49.7931,6.25287,0.75096,0.02417,0.03776,0.231000000000001,12.61855,15.64967
