"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",4.36761904761905,"Down",1687600000,-1063900000,623700000,-580100000,-542400000,43600000,-14400000,-14400000,-14400000,29200000,29200000,-7e+06,22200000,22200000,22200000,22200000,262100000,262100000,185400000,185400000,1140600000,202500000,202500000,1790600000,457400000,2361800000,78500000,2819200000,4609800000,1337700000,469800000,855800000,1337700000,1.44e+08,121700000,960400000,2298100000,8e+06,2304800000,-1099999.99999999,2311700000,2311700000,4609800000,22200000,37900000,4e+06,-1.19e+08,-54900000.0000001,-27200000,-27200000,-27200000,-9e+05,26600000,-950065.040383789,-38500000,-66800000.0000001,-66800000,21400000,-45400000,81500000,816400000,-57700000.0000001,0.36958,0.02584,0.01315,0.0096,0.00482,-2.5991,1.33857,0.99412,0.1771,0.05479,0.05473,4.16486,5.70508,-0.1424,3,0.01855,-0.01763,6.80123,12.7133
"31","2017_Q4",4.01888888888889,"Down",1988600000,-1299200000,689400000,-601800000,-565100000,87600000,-13900000,-13900000,-14100000,73700000,73700000,-14300000,59400000,59400000,59400000,59400000,454700000,454700000,195800000,195800000,1822500000,1.98e+08,1.98e+08,2.671e+09,457900000,2345100000,70700000,2.803e+09,5.474e+09,2217500000,1285100000,914900000,2217500000,125600000,103400000,942800000,3160300000,12900000,2325100000,-24300000,2313700000,2313700000,5.474e+09,59400000,3.7e+07,11600000,186600000,294600000,-38400000,-38400000,-38400000,1e+06,-37400000,-1977356.78271949,-60400000,196800000,196800000,-5200000,191600000,124600000,817200000,287100000,0.34668,0.04405,0.02987,0.02567,0.01085,4.83333,1.20451,1.36591,0.14929,0.14616,0.14602,4.89321,5.69316,0.70645,7,0.03006,0.08816,2.90931,4.13813
"32","2018_Q1",3.58967213114754,"Down",2.825e+09,-2355700000,469300000,-248600000,-360900000,220700000,-13100000,-13100000,-14200000,207600000,193800000,-1.04e+08,89800000,-105900000,-105900000,-105900000,864400000,864400000,182700000,182700000,1366700000,124900000,124900000,2538700000,433200000,2069700000,74700000,2502900000,5041600000,1915600000,9.02e+08,976100000,1915600000,93600000,88600000,911500000,2827100000,22200000,2180100000,12200000,2214500000,2214500000,5041600000,-105900000,38700000,278400000,240800000,4.52e+08,-27800000,-27800000,-27800000,1400000,-22600000,-3500000,-38600000,390800000,385400000,20300000,405700000,259400000,817900000,576400000,0.16612,0.07812,-0.03749,-0.04782,-0.02101,-5.44287,1.32528,1.27663,0.16223,-0.26109,-0.26084,6.96499,5.45981,1.4211,6,-0.02156,0.18439,-0.179260000000001,-0.210689999999996
"33","2018_Q2",3.085625,"Down",1785800000,-1254700000,531100000,-484600000,-456100000,46500000,-13700000,-13700000,-14200000,32800000,32800000,-12400000,20400000,28200000,28200000,28200000,242100000,242100000,104500000,104500000,1184500000,796200000,133100000,2327300000,333500000,1647600000,151700000,1981100000,4308400000,1.194e+09,547800000,646200000,1229600000,76700000,71700000,895300000,2124900000,25600000,2180900000,-2.3e+07,2183500000,2183500000,4308400000,28200000,34400000,22900000,-617400000,-531900000,-17600000,-17600000,-17600000,1200000,-16400000,-4200000,-57300000,-605600000,-600500000,-12200000,-612700000,80900000,818600000,-541700000,0.2974,0.02604,0.01579,0.01292,0.00655,-19.20922,1.89273,0.97316,0.19,0.06925,0.06912,4.38556,5.36223,-1.3303,2,0.02244,-0.17595,7.12608,12.39785
"34","2018_Q3",3.53285714285714,"Up",1501100000,-1031100000,4.7e+08,-468500000,-441500000,1500000.00000003,-13900000,-13900000,-14400000,-12400000,-12400000,-27400000,-39800000,-24900000,-24900000,-24900000,272800000,272800000,121800000,121800000,1130600000,799600000,159500000,2324800000,325800000,1631800000,140300000,1957600000,4282400000,1250100000,535800000,714300000,1290800000,68200000,63200000,887400000,2178200000,27600000,2.117e+09,-40400000,2104200000,2104200000,4282400000,-24900000,32500000,8900000,85500000,1.02e+08,-22500000,-22500000,-22500000,1100000,-21400000,0,-3.9e+07,41600000.0000001,39900000,-9400000,30500000,3.4e+07,819200000,124400000,0.3131,0.000999999999999994,-0.01659,-0.01183,-0.00581,-4.99598,1.80105,1.03517,0.19129,-0.06103,-0.06091,3.67917,5.15735,0.3049,3,0.00471000000000001,0.0415800000000001,16.07059,364.26667
"35","2018_Q4",3.30634920634921,"Down",1935400000,-1377200000,558200000,-488600000,-463600000,69600000,-1.3e+07,-1.3e+07,-14100000,56600000,-530900000,2.4e+07,-506900000,-488600000,-488600000,-488600000,448600000,448600000,152300000,152300000,1881500000,780600000,1.49e+08,3.263e+09,323900000,1069800000,103800000,1393700000,4656700000,2153600000,1452800000,700800000,2556700000,63700000,63700000,534900000,3091600000,29900000,1589200000,-5.4e+07,1565100000,1565100000,4656700000,-488600000,30500000,5.61e+08,147800000,250700000,-25800000,-25800000,-25800000,-2600000,-28400000,4200000,-39700000,182600000,179200000,-6800000,172400000,100100000,8.2e+08,198100000,0.28842,0.03596,-0.25245,-0.31218,-0.10492,-0.40544,1.27625,1.97534,0.17609,-1.19521,-1.1999,4.73434,3.82852,0.48459,5,-0.18368,0.0809,3.71029,5.33621
"36","2019_Q1",3.02,"Down",1243700000,-894300000,349400000,-4.81e+08,-561500000,-131600000,13400000,13400000,4200000,-118200000,83699999.9999999,-21800000,61900000,14399999.9999999,14399999.9999999,14399999.9999999,1624400000,1624400000,134200000,134200000,1250500000,118600000,118600000,3127700000,321300000,595300000,84100000,916600000,4044300000,1831900000,1051900000,7.8e+08,2181100000,55400000,55300000,5.27e+08,2708100000,27800000,1362700000,-54300000,1336200000,1336200000,4044300000,14399999.9999999,-1200000,-121800001,-126700001,-235300002,-12600000,-12600000,-12600000,12700000,5300000,2463939.60627438,-508700000,-738700002,-738700002,21500000,-717200002,-132800000,820800000,-250300001,0.28094,-0.10581,0.01158,0.01078,0.00356000000000001,-17.38194,1.434,2.02672,0.20295,0.0351600000000003,0.0351600000000001,3.03638,3.26221,-0.61108,5,-0.02884,-0.11314,6.0512,6.10638000000001
"37","2019_Q2",1.95428571428571,"Down",1547700000,-1076500000,471200000,-453700000,-453700000,17500000,-7700000,-7700000,-1.3e+07,9800000,9800000,-2300000,7500000,6800000,6800000,6800000,543200000,543200000,1.26e+08,1.26e+08,1149100000,101800000,101800000,1920100000,313300000,1399900000,888700000,1713200000,3633300000,1047300000,458400000,588900000,1297300000,575400000,575400000,1044300000,2341600000,29100000,1330800000,-68200000,1291700000,1291700000,3633300000,6800000,23300000,15300000,-710400000,-6.65e+08,-18600000,-18600000,-18600000,-1e+05,-18700000,-6e+05,-3.94e+08,-1077700000,-1077700000,-6400000,-1084100000,40800000,468900000,-685900000,0.30445,0.01131,0.00439,0.00526,0.00187,-100.86765,1.48007,1.8128,0.12906,0.0166,0.01659,3.77856,3.15356,-1.67456,3,0.02016,-0.29362,-1.82108,-4.24571
"38","2019_Q3",1.07859375,"Down",1285700000,-886600000,399100000,-481900000,-481900000,-82800000,-7e+06,-7e+06,-9600000,-89800000,-453700000,40100000,-413600000,-415300000,-415300000,-415300000,4.24e+08,4.24e+08,122400000,122400000,948900000,172300000,143200000,1667600000,3.12e+08,1008300000,850500000,1320300000,2987900000,9.62e+08,368300000,593700000,1216800000,542300000,542300000,961400000,2178200000,1e+05,884700000,-75100000,809700000,809700000,2987900000,-415300000,22900000,346600000,64100000.0000001,18300000,-22600000,-22600000,-22600000,-9e+05,-23500000,-2e+05,-114700000,-119900000,-1.2e+08,1300000,-118700000,-59900000,419100000,-58500000,0.31041,-0.0644,-0.32301,-0.51291,-0.13899,0.140860000000018,1.37048,2.69013,0.14027,-1.03825,-1.03929,3.21425,2.02425,-0.14625,5,-0.23437,-0.03303,0.0817999999999992,0.0591800000000005
"39","2019_Q4",1.4671875,"Up",1438500000,-997400000,441100000,-475400000,-475400000,-34300000,-6e+06,-6e+06,-8e+06,-40300000,-51600000,-31600000,-83200000,-83400000,-83400000,-83400000,290300000,290300000,145700000,145700000,1286700000,140400000,127300000,1863100000,287100000,995400000,837600000,1282500000,3145600000,1.335e+09,709900000,625100000,1573500000,535600000,535600000,9.55e+08,2528500000,1e+05,688500000,-71500000,617100000,617100000,3145600000,-83400000,23900000,15900000,35500000,-8100000,-20200000,-20200000,-20200000,3e+05,-14700000,0,-1.14e+08,-136800000,-136700000,3400000,-133300000,-10400000,419400000,36500000,0.30664,-0.02384,-0.05798,-0.13515,-0.02651,-0.43765,1.18405,4.09739,0.13333,-0.25427,-0.25427,4.38567,1.8814,0.11128,4,-0.05305,0.02322,-12.41346,-3.76385
"40","2020_Q1",1.07,"Down",2194100000,-1596800000,597300000,-511700000,-511700000,85600000,-6500000,-6500000,3400000,79100000,68700000,-43800000,24900000,2.1e+07,2.1e+07,2.1e+07,499400000,499400000,141900000,141900000,859700000,132700000,120600000,1633700000,275900000,910100000,827100000,1.186e+09,2819700000,998300000,380800000,617500000,1237700000,550699999,550699999,970499999,2208199999,100000.000000001,690200000,-78800000,611500000,611500000,2819699999,2.1e+07,26100000,93199999,99999999,240299998,-17100000,-17100000,-17100000,13100000,-4e+06,-2e+05,-2.2e+07,214299998,214299998,-5200000,209099998,111700000,419800000,238399999,0.27223,0.03901,0.00956999999999997,0.03434,0.00745,11.35238,1.31995,3.61112,0.14888,0.08003,0.0800300000000002,8.36166,2.33041,0.90854,6,0.01327,0.1507,-0.712620000000003,-0.929910000000002
"41","2020_Q2",1.15269841269841,"Up",1.021e+09,-738600000,282400000,-386500000,-386500000,-104100000,-6700000,-6700000,-7600000,-110800000,-114700000,-50400000,-165100000,-165700000,-165700000,-165700000,570300000,570300000,86700000,86700000,654700000,108200000,99100000,1419900000,256300000,792800000,763600000,1049100000,2.469e+09,718100000,212100000,5.06e+08,1519700000,514300000,514300000,514300000,2.034e+09,1400000,524500000,-90900000,4.35e+08,4.35e+08,2.469e+09,-165700000,21500000,51900000,4.3e+07,-49300000,-6600000,-6600000,-6600000,5e+05,-6100000,-8e+05,131900000,76500000,76500000,-6100000,70400000,-82600000,552200000,4200000,0.27659,-0.10196,-0.16229,-0.38092,-0.06711,-0.02535,0.93433,4.67586,0.22365,-0.64225,-0.64225,3.95736,1.68605,0.01628,3,-0.11036,0.0028,0.21913,0.17387
"42","2020_Q3",1.445,"Up",9.42e+08,-689800000,252200000,-348200000,-348200000,-9.6e+07,-7500000,-7500000,-7900000,-103500000,-93100000,-17900000,-1.11e+08,-111300000,-111300000,-111300000,735100000,735100000,83100000,83100000,474600000,87100000,76100000,1379900000,219700000,775600000,746400000,995300000,2375200000,837099999,256399999,580700000,1277199999,494800000,494800000,745700000,2022899999,3e+06,413200000,-63900000,352300000,352300000,2375199999,-111300000,20200000,-7600000,291500000,192800000,40900000,-10900000,-10900000,1200000,42100000,-5e+05,-79900000,1.55e+08,1.55e+08,19700000,174700000,-75800000,472200000,274500000,0.26773,-0.10191,-0.11815,-0.31592,-0.04686,-2.46631,1.08041,5.74198,0.1988,-0.42874,-0.42874,3.62866,1.35709,1.0574,5,-0.08436,0.20806,3.46834,2.73854
"43","2020_Q4",3.44109375,"Up",1004700000,-728400000,276300000,-360400000,-360400000,-84100000,-9700000,-9700000,-1e+07,-93800000,-72700000,53900000,-18800000,-18800000,-18800000,-18800000,445900000,445900000,77600000,77600000,8.61e+08,267400000,126700000,1651900000,1.93e+08,756500000,727300000,949500000,2601400000,1094300000,440200000,654100000,1551700000,476500000,476500000,717500000,2269200000,5200000,394400000,-67400000,332200000,332200000,2601400000,-18800000,19400000,-16000001,-169200000,-184600001,28600000,-15100000,-15100000,-1300000,27300000,0,13500000,-143800001,-143800001,-12200000,-156000001,-64700000,485500000,-259200000,0.27501,-0.08371,-0.01871,-0.05659,-0.00723,13.78723,1.06457,6.83082,0.18663,-0.07198,-0.07198,3.84648,1.27182,-0.99234,3,-0.01453,-0.20028,-0.61206,-0.47087
"44","2021_Q1",29.5218032786885,"Up",2122100000,-1673500000,448600000,-419100000,-419100000,29500000,-8200000,-8200000,-6600000,21300000,10600000,69700000,80300000,80500000,80500000,80500000,508500000,508500000,105300000,105300000,602500000,334900000,224900000,1551200000,201200000,720200000,720200000,921400000,2472600000,968600000,341800000,626800000,1317700000,477200000,477200000,718200000,2035900000,11100000,474900000,-49300000,436700000,436700000,2472600000,80500000,19600000,49000001,15700000.0000001,164800001,-27400000,-27400000,-27400000,1e+06,-26400000,4400000,-120900000,17500001.0000001,17500001,14900000,32400001,49100000,362700000,-32300000,0.21139,0.0139,0.03793,0.18434,0.03256,-0.40124,1.1772,4.66201,0.14669,0.30819,0.30819,8.12443,1.6719,-0.12366,7,0.06329,-0.0253,-2.96945,-4.94237
"45","2021_Q2",48.5079365079365,"Up",1276800000,-946700000,330100000,-370300000,-370300000,-40200000,-24700000,-24700000,-24700000,-64900000,-65500000,-1300000,-66800000,-66800000,-66800000,-66800000,694700000,694700000,102100000,102100000,570900000,289500000,232100000,1657200000,192600000,712900000,712900000,905500000,2562700000,950400000,388600000,561800000,1217900000,465300000,465300000,465300000,1683200000,518600000,408100000,-47200000,879500000,879500000,2562700000,-66800000,18700000,24400000,4900000,-18800000,-14700000,-14700000,-14700000,1250157.45127694,-14700000,-5e+07,169300000,135800000,135800000,12679731.7849541,135800000,-21500000,48100000,-3e+07,0.25854,-0.03148,-0.05232,-0.07595,-0.02607,0.4491,1.3607,1.91381,0.01877,-0.25692,-0.25692,4.91077,3.38269,-0.11538,4,-0.04796,-0.02154,30.07442,16.08458
"46","2021_Q3",45.698125,"Down",1183400000,-862500000,320900000,-378900000,-378900000,-5.8e+07,-500000.000000004,-500000.000000004,-5e+05,-58500000,-58500000,-3100000.00000001,-61600000,-61600000,-61600000,-61600000,1720400000,1720400000,68500000,68500000,596400000,271700000,271700000,2.657e+09,186600000,702200000,702200000,888800000,3545800000,972800000,409700000,563100000,1194300000,4.52e+08,4.52e+08,499500000,1693800000,1561800000,346500000,-56300000,1.852e+09,1.852e+09,3545800000,-61600000,17600000,8800000,23700000,-11500000,-13500000,-13500000,-13500000,-1e+05,-13600000,-86700000,1034400000,1009300000,1009300000,-4500000,1004800000,-40400000,47500000,-27100000,0.27117,-0.04901,-0.05205,-0.03326,-0.01737,0.43994,2.22473,0.91458,0.0134,-0.22222,-0.22222,4.26912,6.6811,-0.09776,6,-0.0262,-0.01152,41.40842,28.8431
"47","2021_Q4",45.4690625,"Down",1296600000,-9.78e+08,318600000,-421500000,-421500000,-102900000,-8e+05,-8e+05,-8e+05,-103700000,-103700000,-1700000,-105400000,-105400000,-105400000,-105400000,1.413e+09,1.413e+09,83400000,83400000,1140900000,275800000,275800000,2913100000,179600000,669300000,669300000,848900000,3.762e+09,1.32e+09,711500000,608500000,1533300000,4.29e+08,4.29e+08,473800000,2007100000,1.568e+09,241100000,-54200000,1754900000,1754900000,3.762e+09,-105400000,16900000,6800000,-2.12e+08,-293700000,-12500000,-12559384.71679,-12559384.71679,-3e+05,-12800000,0,0,-306500000,-306500000,-1e+06,-307500000,-8.6e+07,46200000,-308800000,0.24572,-0.07936,-0.08129,-0.06006,-0.02802,2.92979,1.89989,1.14371,0.01228,-0.38023,-0.38023,4.67749,6.33081,-1.114,3,-0.04726,-0.13847,15.89302,13.2828
"48","2022_Q1",29.5658064516129,"Down",2253900000,-1875700000,378200000,-538900000,-538900000,-160700000,-9e+05,-9e+05,-899999.999999999,-161600000,-167700000,20200000,-147500000,-147500000,-147500000,-147500000,1271400000,1271400000,141100000,141100000,9.15e+08,271300000,271300000,2598800000,163600000,736900000,720600000,900500000,3499300000,1139900000,4.71e+08,668900000,1354700000,501600000,501600000,542100000,1896800000,1577600000,93600000,-68700000,1602500000,1602500000,3499300000,-147500000,2.4e+07,999999.999999998,12200000,-110300000,-21300000,-9840517.54704817,-9840517.54704817,-2400000,-23700000,-3100000,-3100000,-137100000,-137100000,-11100000,-148200000,-136700000,44600000,-1.66e+08,0.1678,-0.0713,-0.06544,-0.09204,-0.04215,1.12542,1.91836,1.18365,0.01275,-0.50792,-0.50792,7.76136,5.51825,-0.57163,3,-0.06865,-0.07726,8.9744,7.6341
"49","2022_Q2",31.8051612903226,"Up",1378400000,-1079900000,298500000,-452200000,-452200000,-153700000,-7e+05,-7e+05,-7e+05,-154400000,-154400000,-3500000,-157900000,-157900000,-157900000,-157900000,1.035e+09,1.035e+09,103400000,103400000,917600000,273599999,240300000,2329599999,157400000,638500000,621800000,795900000,3125499999,920099999,386800000,533299999,1126899999,512200000,512200000,547900000,1674799999,1587600000,-64300000,-72600000,1450700000,1450700000,3125499999,-157900000,17100000,33500000,-196599999,-303899999,66100000,-10800000,-10800000,-8610592.61106397,66100000,-1100000,-1100000,-238899999,-238899999,2600000,-236299999,-136600000,42200000,-263599999,0.21656,-0.11151,-0.11455,-0.10884,-0.05052,1.66941,2.06726,1.15448,0.0135,-0.52009,-0.52009,4.54018,4.77833,-0.86825,1,-0.07875,-0.13146,7.26794,6.45934
"50","2022_Q3",32.64015625,"Up",1.136e+09,-853800000,282200000,-387500000,-387500000,-105300000,3e+05,3e+05,3e+05,-1.05e+08,-107500000,-1200000,-108700000,-108700000,-108700000,-108700000,908900000,908900000,99600000,99600000,734800000,275900000,275900000,2019200000,146800000,633500000,616800000,780300000,2799500000,729500000,217400000,512100000,932400000,491500000,491500000,523600000,1.456e+09,1593500000,-1.73e+08,-7.7e+07,1343500000,1343500000,2799500000,-108700000,15300000,11300000,-21300001,-103400001,-20100000,-20500000,-20500000,-20531777.8331919,-20100000,-1900000,-1900000,-125400001,-125400001,-1200000,-126600001,-9e+07,4.1e+07,-130200001,0.24842,-0.09269,-0.09569,-0.08091,-0.03883,1.19779,2.16559,1.08374,0.01465,-0.35733,-0.35733,3.73439,4.4165,-0.42801,2,-0.05794,-0.0694,9.64333,8.24217
