"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","net_extraordinary_gains_losses","discontinued_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_discontinued_operations_operating","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"25","2016_Q2",57.00828125,"Up",2894100000,-2041200000,852900000,-627500000,-627500000,225400000,-54800000,-56700000,1900000,170600000,170600000,-41900000,128700000,26900000,26900000,155600000,-3200000,152400000,152400000,612900000,612900000,2155100000,1612700000,432200000,432200000,4812900000,1582200000,10557400000,3903100000,5784400000,869900000,12139600000,16952500000,3172100000,1345800000,1826300000,7.58e+08,3930100000,3714600000,3455100000,1395700000,916600000,1142800000,7169700000,11099800000,507100000,6967300000,-978900000,5792800000,59900000,5852700000,16952500000,128700000,8.8e+07,23800000,-241400000,-6700000,-7600000,-40100000,0,-40100000,-82200000,2.54e+08,-19900000,-98200000,-145900000,-145900000,2.2e+07,-123900000,313400000,4472600000,73800000,0.2947,0.07788,0.05266,0.02604,0.00899,0.48425,1.22463,1.89653,0.26383,0.58751,0.58324,11.1569,22.33153,0.2845,0.31689,4,0.01702,0.00536,0.53937,12.31557,17.12378
"26","2016_Q3",59.329375,"Up",3688200000,-2506500000,1181700000,-668400000,-668400000,513300000,338400000,-56500000,394900000,851700000,851700000,-92500000,759200000,-6800000.00000001,-6800000.00000001,752400000,-4800000,747600000,747600000,928800000,928800000,2.498e+09,1601300000,364900000,364900000,5.393e+09,1560800000,10476700000,3866200000,5763700000,846800000,12037500000,17430500000,3405900000,1500100000,1905800000,361200000,3767100000,3724800000,3460600000,1403300000,930800000,1126500000,7185400000,10952500000,539100000,7631800000,-1053900000,6414400000,63600000,6.478e+09,17430500000,759200000,8.8e+07,-370200000,-73400000,31900000,435500000,-40500000,413800000,373300000,-80300000,-404600000,11600000,-473300000,335500000,335500000,-19600000,315900000,601300000,4.086e+09,579900000,0.3204,0.13917,0.2027,0.11541,0.04289,0.77568,1.43161,1.69072,0.23442,2.88426,2.8578,14.22917,24.74691,2.23727,0.3098,7,0.05903,0.04135,0.10741,5.25062,6.15079
"27","2016_Q4",64.5274603174603,"Up",3567800000,-2412900000,1154900000,-643200000,-643200000,511700000,-60800000,-54500000,-6300000,450900000,450900000,-83200000,367700000,14200000,14200000,381900000,-4500000,377400000,377400000,1504600000,1504600000,2360800000,1.556e+09,293100000,222500000,5714500000,1548900000,10456500000,3835200000,5769100000,852200000,12005400000,17719900000,3342400000,1392400000,1.95e+09,3.61e+08,3703400000,3708900000,3476500000,1380200000,9.5e+08,1146300000,7185400000,10888800000,573900000,7926200000,-1033400000,6764100000,6.7e+07,6831100000,17719900000,367700000,88700000,46800000,116500000,68900000,688600000,-44300000,0,-44300000,-83100000,0,8400000,-74700000,569600000,569600000,6200000,575800000,600400000,4069900000,755800000,0.3237,0.14342,0.10578,0.05525,0.0213,2.00265,1.54304,1.594,0.22968,1.45602,1.44156,13.76466,26.09606,2.9159,0.3206,8,0.03203,0.05257,0.22019,4.27265,5.01329
"28","2017_Q1",71.3587096774194,"Up",3358800000,-2368700000,990100000,-667400000,-667400000,322700000,-54600000,-53800000,-800000.00000006,268100000,268100000,-63900000,204200000,-1400000,-1400000,202800000,-4e+06,198800000,198800000,1714700000,1714700000,2.223e+09,1385800000,255800000,255800000,5579300000,1.511e+09,10307100000,3785100000,5658400000,863600000,11818100000,17397400000,3229500000,1.334e+09,1895500000,360800000,3590300000,3709400000,3379400000,1356500000,884900000,1.138e+09,7088800000,10679100000,618200000,8018800000,-1290500000,6643800000,74500000,6718300000,17397400000,204200000,87500000,-62599999.9999999,159800000,-5200000,383700000,-48300000,-500000.00000006,-48800000,-1.03e+08,-1e+05,-18800000,-5.9e+07,275900000,275900000,-65800000,210100000,410200000,4070200000,585600000,0.29478,0.09608,0.05919,0.02959,0.01143,2.94567,1.55399,1.58955,0.23395,0.76757,0.75849,12.96834,25.65174,2.261,0.39768,7,0.0213,0.04133,0.51811,5.74232,7.29935
"29","2017_Q2",79.28,"Up",3000600000,-2126100000,874500000,-659500000,-659500000,2.15e+08,-58700000,-5.4e+07,-4700000,156300000,156300000,-28700000,127600000,-6500000,-6500000,121100000,-4e+06,117100000,117100000,1322500000,1322500000,2199400000,1599700000,292400000,292400000,5.414e+09,1497700000,10347800000,3.758e+09,5694100000,895700000,11845500000,17259500000,3172800000,1378500000,1794300000,361300000,3534100000,3711100000,3360400000,1356500000,874500000,1129400000,7071500000,10605600000,658700000,8047500000,-1169900000,6583800000,70100000,6653900000,17259500000,127600000,86700000,45400000,-2.93e+08,-10100000,-43400000,-34800000,-9800000,-44600000,-102700000,0,11500000,-341300000,-429300000,-429300000,37300000,-3.92e+08,301700000,4072400000,2600000,0.29144,0.07165,0.03903,0.0176,0.00678,0.0222,1.53193,1.59389,0.23595,0.45143,0.44593,11.56746,25.38088,0.01002,0.39591,4,0.0156,0.00018,0.87703,9.11468,12.79023
"30","2017_Q3",80.2696825396825,"Up",3908400000,-2653100000,1255300000,-697700000,-697700000,557600000,-65600000,-54100000,-11500000,4.92e+08,4.92e+08,-138100000,353900000,8300000,8300000,362200000,-3600000,358600000,358600000,1310100000,1310100000,2596500000,1604500000,343900000,343900000,5.855e+09,1509600000,10408900000,3750600000,5779400000,878900000,11918500000,17773500000,3542200000,1599200000,1.943e+09,361300000,3903500000,3704500000,3371500000,1362900000,884400000,1124200000,7.076e+09,10979500000,6.9e+08,8303200000,-993700000,6721600000,72400000,6.794e+09,17773500000,353900000,87400000,44600000,-30300000.0000001,-6700000,448900000,-44200000,-30100000,-74300000,-102100000,-7600000,9200000,-425600000,-51000000.0000001,-51000000.0000001,38400000,-12599999.9999999,6.45e+08,4065800000,708600000,0.32118,0.14267,0.09175,0.05278,0.02018,1.97602,1.49994,1.61606,0.22876,1.3986,1.38082,15.24337,26.21529,2.76365,0.39821,8,0.03237,0.04979,0.28472,4.2724,4.94207
"31","2017_Q4",80.4168253968254,"Up",3670500000,-2489900000,1180600000,-674500000,-674500000,506100000,-61500000,-53900000,-7600000,444600000,444600000,-76400000,368200000,3700000,3700000,371900000,-4900000,3.67e+08,3.67e+08,1.259e+09,1.259e+09,2468200000,1661100000,425600000,425600000,5813900000,1.529e+09,10379900000,3740900000,5851200000,787800000,11908900000,17722800000,3581900000,1487900000,2.094e+09,1106700000,4688600000,2955900000,3233900000,1299100000,912100000,1022700000,6189800000,10878400000,710600000,8556300000,-876900000,6776200000,68200000,6844400000,17722800000,368200000,87800000,80200000,-67700000,-8e+05,467700000,-67100000,-20400000,-87500000,-113200000,-4e+06,-2500000,-455600000,-75400000,-75400000,24300000,-51100000,593900000,4062600000,535500000,0.32165,0.13788,0.09999,0.05362,0.02071,1.45913,1.24001,1.58939,0.22923,1.44887,1.42968,14.49072,26.75168,2.11409,0.4469,6,0.03396,0.03787,0.30845,4.72066,5.53962
"32","2018_Q1",82.3062295081967,"Up",3618100000,-2542500000,1075600000,-6.89e+08,-6.89e+08,386600000,-61600000,-53800000,-7800000,3.25e+08,3.25e+08,1.63e+08,4.88e+08,-30900000,-30900000,457100000,2800000,459900000,459900000,1549400000,1549400000,2477400000,1555400000,536900000,536900000,6119100000,1551300000,10502900000,3742900000,5935700000,824300000,12054200000,18173300000,3.721e+09,1556100000,2164900000,1.107e+09,4.828e+09,2.957e+09,3181400000,1285300000,757500000,1138600000,6138400000,10966400000,735300000,8903200000,-778800000,7140300000,66600000,7206900000,18173300000,4.88e+08,91400000,-219100000,310500000,-20500000,650300000,-73700000,-94600000,-168300000,-112100000,-1e+05,-68700000,-2.1e+08,2.72e+08,2.72e+08,18400000,290400000,4.78e+08,4.064e+09,551800000,0.29728,0.10685,0.12711,0.06381,0.02531,1.19983,1.26742,1.52165,0.22362,1.83593,1.81492,14.44351,28.50419,2.20279,0.4475,8,0.03958,0.03818,0.24375,5.26067,6.5044
"33","2018_Q2",80.94171875,"Down",3384500000,-2420200000,964300000,-720900000,-720900000,243400000,-76900000,-72900000,-4e+06,166500000,166500000,-3.3e+07,133500000,-9400000,-9400000,124100000,-3700000,120400000,120400000,1175100000,1175100000,2.516e+09,1778800000,601600000,601600000,6071500000,1611300000,10682300000,3756300000,6118900000,807100000,12293600000,18365100000,3715500000,1666100000,2049400000,605200000,4320700000,3745500000,3158500000,1264500000,768700000,1125300000,6.904e+09,11224700000,522300000,8904400000,-626700000,7080700000,59700000,7140400000,18365100000,133500000,93400000,5.8e+07,-330700000,-20400000,-66200000,-52100000,-205600000,-257700000,-111600000,279500000,-14300000,-96400000,-420300000,-420300000,4.6e+07,-374300000,336800000,4350700000,-1.3e+07,0.28492,0.07192,0.03557,0.01686,0.00656,-0.10797,1.40521,1.572,0.2369,0.48083,0.47589,13.51637,28.27756,-0.05192,0.44569,4,0.01584,-0.00089,0.92691,9.42874,13.04684
"34","2018_Q3",90.584126984127,"Up",4357700000,-2964100000,1393600000,-753300000,-753300000,640300000,-53800000,-50300000,-3500000,586500000,586500000,-1.28e+08,458500000,-5900000.00000001,-5900000.00000001,452600000,-4500000,448100000,448100000,969500000,969500000,2946900000,1733300000,5.12e+08,5.12e+08,6161700000,1646800000,10569400000,3704900000,6001100000,863400000,12216200000,18377900000,4153100000,1832100000,2.321e+09,599600000,4752700000,3738900000,3062600000,1247700000,735400000,1079500000,6801500000,11554200000,301100000,9109900000,-904600000,6787100000,36600000,6823700000,18377900000,458500000,94400000,43100000,-135700000,-16400000,443900000,-111300000,-75900000,-187200000,-110200000,-12800000,-21900000,-3.95e+08,-138300000,-138300000,-67300000,-205600000,734700000,4338500000,615700000,0.3198,0.14694,0.10283,0.06567,0.02438,1.37402,1.29646,1.69325,0.23607,1.81051,1.79168,17.60687,27.42263,2.48768,0.44525,6,0.03925,0.04328,0.24593,4.58555,5.2616
"35","2018_Q4",91.5622222222222,"Up",4030900000,-2718300000,1312600000,-725600000,-725600000,5.87e+08,-5.7e+07,-48500000,-8500000,5.3e+08,5.3e+08,1100000,531100000,-11700000,-11700000,519400000,-4300000,515100000,515100000,1022500000,1022500000,2752100000,1821400000,486600000,486600000,6082600000,1673400000,10548500000,3679700000,5.989e+09,879800000,12221900000,18304500000,3973400000,1748700000,2224700000,350600000,4.324e+09,3739800000,2897500000,1207400000,610200000,1079900000,6637300000,10961300000,322500000,9624800000,-919800000,7308100000,35100000,7343200000,18304500000,531100000,85200000,2.3e+07,-107400000,-12200000,519700000,-87800000,0,-87800000,-129400000,-2.49e+08,26900000,-365500000,66400000,66400000,-13500000,52900000,672200000,4090400000,475900000,0.32563,0.14563,0.12779,0.07015,0.02814,0.9239,1.40671,1.49271,0.22346,2.0905,2.06453,16.35917,29.6595,1.93141,0.52516,8,0.04497,0.03321,0.25121,4.56397,5.22641
"36","2019_Q1",94.8827868852459,"Up",570700000,-479900000,90800000,-49400000,-49400000,41400000,-66599999,-49300000,-17299999,-25199999,-25199999,-7.5e+07,-100199999,361600000,361600000,261400001,-7400000,254000001,254000001,903400000,903400000,2679200000,1677800000,471600000,471600000,5.732e+09,1730800000,10452100000,3634700000,5959500000,857900000,12182900000,17914900000,3965100000,1705300000,2259800000,350600000,4315700000,3740700000,2793700000,1192900000,538400000,1062400000,6534400000,10850100000,266400000,9439800000,-964100000,7022700000,42100000,7064800000,17914900000,-100200000,9300000,-59500000,201300000,459500000,510400000,-23800000,-4200000,-96700000,-128300000,-1e+05,-904700000,-521900000,-108200000,-108200000,-10800000,-1.19e+08,50700000,4091300000,303200000,0.1591,0.07254,0.44507,0.03595,0.01418,1.1937,1.32817,1.5358,0.22837,1.03885,1.02502,2.33415,28.7227,1.24008,0.52474,5,0.02741,0.02174,0.50512,62.87771,77.00242
"37","2019_Q2",112.547301587302,"Up",3575900000,-2517300000,1058600000,-740100000,-740100000,318500000,-69700000,-50900000,-18800000,248800000,248800000,-4.3e+07,205800000,-2100000,-2100000,203700000,-3800000,199900000,199900000,1907400000,1907400000,2710300000,1983700000,483300000,483300000,7084700000,1738400000,10957900000,3608500000,5968600000,1380800000,12696300000,1.9781e+10,4114100000,1800100000,2.314e+09,374400000,4488500000,5226500000,3143200000,1191400000,527200000,1424600000,8369700000,12858200000,265500000,9298300000,-958600000,6885800000,3.7e+07,6922800000,1.9781e+10,205800000,89300000,68300000,-400500000,-15500000,-52600000,-60800000,-2.2e+07,-76400000,-127700000,1521800000,-1.4e+07,1130100000,1001100000,1001100000,2900000,1.004e+09,407800000,5600900000,-10500000,0.29604,0.08907,0.0559,0.02888,0.01011,-0.05253,1.57841,1.85737,0.28315,0.82433,0.81525,14.74598,28.39505,-0.0433,0.5266,5,0.02091,-0.00067,0.63882,9.05714,11.59655
"38","2019_Q3",115.31359375,"Up",4527800000,-3094100000,1433700000,-783200000,-783200000,650500000,-61300000,-64700000,3400000,589200000,589200000,-123300000,465900000,-5600000,-5600000,460300000,-4200000,456100000,456100000,875600000,875600000,3108300000,1950500000,417100000,417100000,6351500000,1794100000,1.2522e+10,4230300000,6859600000,1432100000,14316100000,20667600000,4.351e+09,1889900000,2461100000,829200000,5180200000,4920600000,3393900000,1196900000,725100000,1471900000,8314500000,13494700000,291900000,9497200000,-939200000,7130500000,42400000,7172900000,20667600000,465900000,97600000,42400000,-147200000,-12400000,446300000,-55900000,-1455600000,-1510900000,-131700000,147600000,13300000,29200000,-1035400000,-1035400000,3600000,-1031800000,748100000,5749800000,668300000,0.31664,0.14367,0.10073,0.06359,0.02207,1.46525,1.22611,1.88135,0.2782,1.88393,1.86315,18.70219,29.45271,2.76043,0.54399,3,0.03602,0.04096,0.28875,6.51544,7.49301
"39","2019_Q4",120.26484375,"Up",1788500000,-1207200000,581300000,-210400000,-210400000,370900000,-70100000,-63800000,-6300000,300800000,300800000,-26300000,274500000,188900000,188900000,463400000,-4600000,458800000,458800000,830900000,830900000,2968900000,1890600000,412700000,412700000,6103100000,1779100000,12424700000,4174400000,6712800000,1537500000,14203800000,20306900000,4125600000,1758800000,2366800000,650500000,4776100000,4921900000,3329800000,1178800000,666300000,1484700000,8251700000,13027800000,264100000,9762700000,-1069800000,7237600000,41500000,7279100000,20306900000,274500000,28900000,-9300000,178800000,186500000,659400000,-34900000,1397100000,-126700000,-123700000,-1.79e+08,-27200000,-544700000,-1.2e+07,-1.2e+07,-32700000,-44700000,399800000,5572400000,5.7e+08,0.32502,0.20738,0.25653,0.06303,0.02259,1.24237,1.27784,1.78975,0.27441,1.89822,1.87725,7.39967,29.94456,2.3583,0.51179,4,0.036,0.03523,0.26962,11.85968,12.78377
"40","2020_Q1",115.655,"Down",3183700000,-2266900000,916800000,-586600000,-586600000,330200000,-70100000,-63400000,-6700000,260100000,260100000,-4.6e+07,214100000,8.7e+07,8.7e+07,301100000,-5e+06,296100000,296100000,1278600000,1278600000,2184600000,1278600000,4.552e+09,344800000,9293800000,1.352e+09,9846500000,3323600000,5125700000,1397200000,11198500000,20492300000,3387900000,1381300000,2006600000,650300000,5238600000,4922900000,3018400000,1048200000,5.72e+08,1398200000,7941300000,13179900000,262800000,9730800000,-1006600000,7267600000,44800000,7312400000,20492300000,214100000,7.3e+07,43500000,298600000,237200000,866400000,-51600000,-2900000.00000095,-66000000.0000002,-1.27e+08,0,-680400000,-344100000,456300000,456300000,16400000,472700000,403200000,5573200000,696200000,0.28797,0.10372,0.093,0.04049,0.01445,2.35123,1.7741,1.8024,0.27197,1.23324,1.21752,13.25989,30.26905,2.89963,0.52895,8,0.0266,0.04378,0.42891,10.65129,13.00606
"41","2020_Q2",83.3765079365079,"Down",2641300000,-1898800000,742500000,-588100000,-588100000,154400000,-50600000,-63100000,12500000,103800000,103800000,-5.1e+07,52800000,-78700000,-78700000,-25900000,-3300000,-29200000,-29200000,2647700000,2647700000,2091800000,1463700000,356600000,356600000,6559800000,1326200000,9749600000,3.289e+09,5082300000,1378300000,11075800000,17635600000,3291100000,1446700000,1844400000,949700000,4240800000,4624800000,2980200000,1008200000,561200000,1410800000,7.605e+09,11845800000,290100000,8127900000,-9.26e+08,5772600000,17200000,5789800000,17635600000,52800000,7.5e+07,38700000,-295800000,-198300000,-327600000,-34700000,1e+06,-40500000,-125900000,-188081202.145742,1895300000,1769400000,1401300000,1401300000,-32200000,1369100000,229400000,5574500000,-50100000,0.28111,0.05846,-0.01106,-0.00504,-0.00166,1.71575,1.54683,2.04598,0.31609,-0.12192,-0.12051,11.02839,24.10271,-0.20919,0.52568,2,0.00674,-0.00349,-4.31164,12.7585,18.95596
"42","2020_Q3",108.2078125,"Up",3138800000,-2160500000,978300000,-554800000,-554800000,423500000,-61700000,-61300000,-4e+05,361800000,361800000,-83500000,278300000,-36200000,-36200000,242100000,-3300000,238800000,238800000,2366800000,2366800000,2316400000,1.353e+09,308500000,308500000,6344700000,1314700000,9564200000,3257300000,5090700000,1216200000,10878900000,17223600000,3179300000,1368200000,1811100000,649900000,3829200000,4618200000,2816700000,1009100000,580800000,1226800000,7434900000,11264100000,310300000,8222100000,-876100000,5936900000,22600000,5959500000,17223600000,278300000,74200000,37600000,-81600000,-103300000,205200000,-24900000,-3500000,-68300000,-127400000,-307500000,100000.000000477,-434800000,-297900000,-297900000,1.7e+07,-280900000,497700000,5268100000,474700000,0.31168,0.13492,0.07608,0.04007,0.01386,1.98786,1.65693,1.89011,0.30587,0.99459,0.985559999999999,13.07289,24.72678,1.97709,0.53061,4,0.02607,0.0338,0.5335,5.82942,6.85077
"43","2020_Q4",133.6490625,"Up",3495500000,-2360800000,1134700000,-567800000,-567800000,566900000,-66900000,-62400000,-4500000,5e+08,5e+08,-89900000,410100000,-5500000,-5500000,404600000,-4e+06,400600000,400600000,3190100000,3190100000,2312600000,1229200000,241600000,241600000,6973500000,1314100000,9651800000,3.233e+09,5144300000,1274500000,10965900000,17939400000,3.395e+09,1458800000,1936200000,775100000,4170100000,4494200000,2894100000,977200000,635500000,1281400000,7388300000,11558400000,357800000,8489299999,-7.61e+08,6366699999,14300000,6380999999,17939399999,410100000,74500000,42300000,426800000,-23200000,930500000,-29500000,0,-3e+07,-1.27e+08,0,23300000,-103700000,796800000,796800000,26500000,823300000,641400000,5269300000,1128600000,0.32462,0.16218,0.1146,0.06278,0.02233,2.81727,1.67226,1.81138,0.29373,1.66639,1.64517,14.54035,26.48378,4.69468,0.52829,6,0.03628,0.0776,0.31702,3.24166,3.66767
"44","2021_Q1",150.403442622951,"Up",3179100000,-2231200000,947900000,-559900000,-559900000,3.88e+08,-65400000,-61900000,-3500000,322600000,322600000,-72400000,250200000,-1e+06,-1e+06,249200000,-4500000,244700000,244700000,3289900000,3289900000,2202100000,1189200000,224400000,224400000,6905600000,1349500000,9901600000,3286400000,5342800000,1272400000,11251100000,18156700000,3563300000,1520200000,2043100000,775600000,4338900000,4496500000,2894199999,1024599999,578500000,1291100000,7390699999,11729599999,-1456100000,8495299999,-631500000,6407699999,19400000,6427099999,18156699998,250200000,70600000,18200000,294300000,-6400000,626900000,-5.7e+07,-180300000,-237400000,-1.27e+08,0,-219600000,-346600000,42900000,42900000,56900000,99800000,458600000,5272100000,768300000,0.29817,0.12205,0.07697,0.03807,0.01348,3.13976,1.59156,1.82502,0.29037,1.01789,1.00164,13.22421,26.65433,3.19592,0.52829,4,0.02547,0.05265,0.519,4.32229,5.10876
"45","2021_Q2",173.700634920635,"Up",3017600000,-2064400000,953200000,-6e+08,-6e+08,353200000,-67900000,-60700000,-7200000,285300000,285300000,-48400000,236900000,9e+05,9e+05,237800000,-2600000,235200000,235200000,2.838e+09,2.838e+09,2159400000,1373100000,251600000,251600000,6622100000,1327700000,9.875e+09,3256900000,5311200000,1306900000,11202700000,17824800000,3699200000,1608900000,2090300000,475400000,4174600000,4496300000,2841100000,1008200000,5.63e+08,1269900000,7337400000,1.1512e+10,263600000,8452299999,-699800000,6296699999,16100000,6312799999,17824799999,236900000,7.6e+07,54600000,-104600000,-2800000,260100000,-43900000,-12800000,-113700000,-140200000,-3e+08,-10500000,-554900000,-408500000,-408500000,-43400000,-451900000,429200000,4971700000,329100000,0.31588,0.11705,0.07794,0.03726,0.0132,1.39923,1.58628,1.8236,0.27892,0.98246,0.9675,12.60485,26.30201,1.37469,0.58563,8,0.02658,0.0233,0.59609,4.97134,6.04105
"46","2021_Q3",188.09875,"Up",3829700000,-2.559e+09,1270700000,-619700000,-619700000,6.51e+08,-5.9e+07,-59300000,299999.999999999,5.92e+08,5.92e+08,-122800000,469200000,-2e+05,-2e+05,4.69e+08,-4300000,464700000,464700000,2912400000,2912400000,2532100000,1386300000,294300000,294300000,7125100000,1324900000,9919400000,3227400000,5334100000,1357900000,11244300000,18369400000,4037500000,1833200000,2204300000,475400000,4512900000,4489800000,2.894e+09,1004600000,594100000,1295300000,7383800000,11896700000,262700000,8566200000,-652200000,6457300000,15400000,6472700000,18369400000,469200000,74800000,7500000,-62600000,1600000,490500000,-33600000,1.49011611938477e-08,-48400000,-141400000,-7500000,-3.38e+08,-382700000,59400000,59400000,1.5e+07,74400000.0000001,725800000,4965200000,752400000,0.3318,0.16999,0.12134,0.07179,0.0253,1.61911,1.57883,1.83798,0.2703,1.9411,1.91156,15.99708,26.97285,3.14286,0.59064,7,0.04229,0.0525,0.30428,2.82833,3.1533
"47","2021_Q4",184.60609375,"Down",3719800000,-2515600000,1204200000,-620800000,-620800000,583400000,-64600000,-57700000,-6900000,518800000,518800000,-96800000,4.22e+08,-13300000,-13300000,408700000,-3e+06,405700000,405700000,2738800000,2738800000,2432300000,1482800000,337500000,337500000,6991400000,1336700000,9874100000,3198400000,5310100000,1365600000,11210800000,18202200000,3963100000,1757800000,2205300000,350400000,4313500000,4490700000,2910300000,977100000,598900000,1334300000,7.401e+09,11714500000,277200000,8626500000,-709200000,6475100000,12600000,6487700000,18202200000,4.22e+08,72200000,8300000,-91700000,-2e+05,410600000,-44100000,-5200000,-46700000,-140300000,-1.25e+08,-262100000,-527400000,-163500000,-163500000,-10100000,-173600000,655600000,4841100000,616600000,0.32373,0.15684,0.10907,0.06253,0.02229,1.51984,1.62082,1.80565,0.26596,1.70319,1.67853,15.61629,27.18346,2.58858,0.589,6,0.03835,0.0433,0.34582,3.20668,3.60353
"48","2022_Q1",161.025483870968,"Down",3569300000,-2527800000,1041500000,-605800000,-605800000,435700000,-41100000,-5.6e+07,14900000,394600000,394600000,-65500000,329100000,-8e+06,-8e+06,321100000,-3300000,317800000,317800000,2159200000,2159200000,2429400000,1530800000,351500000,351500000,6470900000,1398800000,10190100000,3305600000,5504800000,1379700000,11588900000,18059800000,4.402e+09,1787300000,2614700000,350400000,4752400000,4491700000,2542600000,810900000,581500000,1150200000,7034300000,11786700000,259700000,8353200000,-637600000,6255900000,17200000,6273100000,18059800000,329100000,76400000,10500000,15800000,-4700000.00000001,427100000,-86300000,-251200000,-336900000,-139200000,-2.98023223876953e-08,-523400000,-662600000,-572400000,-572400000,-7200000,-579600000,512100000,4842100000,507100000,0.29179,0.12207,0.08904,0.05066,0.0176,1.59566,1.36161,1.87893,0.26811,1.33417,1.31485,14.98447,26.26322,2.12888,0.58438,6,0.03346,0.03713,0.43801,5.23902,6.15768
"49","2022_Q2",136.725806451613,"Down",3355500000,-2366500000,9.89e+08,-600800000,-600800000,388200000,-56700000,-5.6e+07,-7e+05,331500000,331500000,-61100000,270400000,-7e+06,-7e+06,263400000,-3200000,260200000,260200000,1348400000,1348400000,2429800000,1872300000,3.8e+08,3.8e+08,6030500000,1422200000,10184200000,3271300000,5496400000,1416500000,11606400000,17636900000,4.244e+09,1931600000,2312400000,350400000,4594400000,4492600000,2533400000,780900000,586700000,1165800000,7.026e+09,11620400000,258300000,8098700000,-6.39e+08,5998600000,17900000,6016500000,17636900000,270399999,77300000,18700000,-370300000,-184300000,-188200001,-74800000,4e+05,-83300000,-155900000,147068701.119983,-28700000,-534600000,-806100001,-806100001,-4700000,-810800001,465500000,4.843e+09,81500000,0.29474,0.11569,0.07754,0.04325,0.01475,0.31322,1.31258,1.93142,0.27459,1.10632,1.08101,14.2669,25.50481,0.34652,0.66285,4,0.03107,0.00609,0.59915,7.5072,9.00206
"50","2022_Q3",148.44421875,"Up",4190400000,-2.867e+09,1323400000,-612800000,-612800000,710600000,-57500000,-55900000,-1600000,653100000,653100000,-136600000,516500000,-1600000,-1600000,514900000,-5600000,509300000,509300000,1090200000,1090200000,2758200000,1886900000,389900000,389900000,6125200000,1425900000,10129700000,3282500000,5456600000,1390600000,11555600000,17680800000,4580500000,2000200000,2580300000,1049800000,5630300000,3786700000,2524500000,757200000,616500000,1150800000,6311200000,11941500000,268300000,8003700000,-829100000,5723500000,15800000,5739300000,17680800000,516500001,79800000,15400000,-190100000,1e+05,421700001,-69100000,-1.1e+08,-175400000,-1.55e+08,-7499999.99999994,-654500000,-4.67e+08,-220699999,-220699999,-37500000,-258199999,790400000,4836500000,667800000,0.31582,0.16958,0.12154,0.08874,0.02881,1.31121,1.0879,2.08065,0.27355,2.16544,2.11591,17.81672,24.33514,2.83935,0.65903,6,0.05071,0.05098,0.30434,4.73975,5.27202
