"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","long_term_borrowings","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"31","2017_Q4",97.725873015873,"Up",5316600000,-3650600000,1.666e+09,-1240800000,-1240800000,425200000,-70100000,-69700000,-4e+05,355100000,355100000,-115200000,239900000,239900000,239900000,239900000,400100000,400100000,3397800000,174700000,174700000,3972600000,3178900000,8578700000,5024300000,51500000,11757600000,15730200000,1181300000,1181300000,0,692700000,692700000,2039900000,5662700000,5.557e+09,1911100000,1517500000,393600000,7573800000,9613700000,6116500000,15730200000,239900000,149400000,38600000,-510500000,-82600000,-179900000,-177700000,-175900000,9500000,9500000,-2500000,-34500000,-2.93e+08,-2.93e+08,-2e+05,-293200000,574600000,5828600000,-6e+05,0.31336,0.07998,0.04512,0.03922,0.01525,-0.0025,1.94745,1.57176,0.37054,1.01266,1.00883,22.44238,-0.00253,5,0.01731,-4e-05,9.44744,12.76693
"32","2018_Q1",104.830491803279,"Up",6360600000,-4259600000,2.101e+09,-1370400000,-1370400000,730600000,-74100000,-81600000,7500000,656500000,691500000,348600000,1040100000,1040100000,1040100000,1040100000,1097800000,1097800000,3169300000,309200000,309200000,4576300000,3200700000,8555800000,5025200000,50500000,11756500000,16332800000,1206300000,1174800000,31500000,736900000,736900000,2859100000,4862100000,4762100000,1429300000,1.029e+09,400300000,6291400000,9150500000,7182300000,16332800000,1040100000,156600000,-505900000,226800000,917600000,-182700000,-182800000,-182400000,10600000,10600000,-2e+05,-37900000,697300000,697300000,4e+05,697700000,887200000,5.778e+09,582700000,0.33031,0.11486,0.16352,0.14481,0.06368,0.56023,1.60061,1.27403,0.35377,4.38306,4.36467,26.80405,2.45554,6,0.07228,0.04049,5.27525,6.40597
"33","2018_Q2",92.22171875,"Down",5553700000,-3854100000,1699600000,-1.262e+09,-1.262e+09,437600000,-230200000,-2.3e+08,-2e+05,207400000,207400000,-46900000,160500000,160500000,160500000,160500000,475200000,475200000,3248200000,318600000,318600000,4.042e+09,3249700000,8535400000,5024200000,51600000,11785100000,15827100000,1263200000,1181500000,81700000,6.54e+08,6.54e+08,1917200000,5134600000,5040100000,1419600000,1018700000,400900000,6554200000,8471400000,7355700000,15827100000,160500000,151500000,1.89e+08,-113400000,387600000,-181100000,-180900000,-181100000,4600000,4600000,-176500000,-828800000,-622300000,-622300000,-3e+05,-622600000,589100000,5134600000,341500000,0.30603,0.07879,0.0289,0.02182,0.01014,2.12773,2.10828,1.15168,0.32442,0.67579,0.67296,23.384,1.43789,6,0.01154,0.02455,7.90935,10.64762
"34","2018_Q3",87.8015873015873,"Down",5525600000,-3861700000,1663900000,-1281400000,-1281400000,382500000,-44800000,-46100000,1300000,337700000,337700000,-63800000.0000001,273900000,273900000,273900000,273900000,647300000,647300000,3288200000,337300000,337300000,4272800000,3316100000,8514700000,5023900000,51600000,11830800000,16103600000,1255800000,1241700000,14100000,651600000,651600000,1907400000,5.131e+09,5041800000,1417700000,1006100000,411600000,6548700000,8456100000,7647500000,16103600000,273900000,152500000,17100000,-62299999.9999999,381200000,-213600000,-213400000,-213600000,5600000,5600000,-5e+05,5099999.99999988,172700000,172700000,-6e+05,172100000,5.35e+08,5.131e+09,322900000,0.30113,0.06922,0.04957,0.03582,0.01701,1.1789,2.24012,1.10573,0.31862,1.15132,1.14795,23.22657,1.35729,7,0.01929,0.02275,8.38075,11.72209
"35","2018_Q4",84.457619047619,"Down",5538800000,-3866900000,1671900000,-1284100000,-1284100000,387800000,-47800000,-47600000,-2e+05,3.4e+08,3.4e+08,-58200000,281800000,281800000,281800000,281800000,708300000,708300000,3715600000,325600000,325600000,4749500000,3406200000,8493600000,5023600000,50800000,11899800000,16649300000,1365800000,1365100000,7e+05,769900000,769900000,2135700000,5127800000,5043800000,1442700000,1032200000,410500000,6570500000,8706200000,7943100000,16649300000,281800000,150400000,39400000,-189500000,282100000,-224700000,-228400000,-224700000,4e+06,4e+06,-9e+05,3100000,60500000,60500000,5e+05,6.1e+07,538200000,5127800000,182200000,0.30185,0.07002,0.05088,0.03548,0.01693,0.64656,2.22386,1.09607,0.30799,1.18453,1.18056,23.28205,0.76587,7,0.01942,0.01255,8.21163,11.39634
"36","2019_Q1",98.1681967213115,"Up",6205200000,-4293100000,1912100000,-1332500000,-1332500000,579600000,-46700000,-46300000,-4e+05,532900000,-2194100000,-112900000,-2.307e+09,-2.307e+09,-2.307e+09,-2.307e+09,422100000,422100000,3.536e+09,335200000,335200000,4293300000,3445300000,5762600000,2296600000,77299999.9999998,9207900000,13501200000,1476400000,1416400000,6e+07,619300000,619300000,2095700000,4344100000,4265300000,1418500000,1008600000,409900000,5762600000,7858300000,5642900000,13501200000,-2.307e+09,166700000,2712200000,143200000,715100000,-197300000,-194400000,-197300000,3300000,3300000,-6e+05,-779300000,-261500000,-261500000,-1e+05,-261600000,746300000,4344100000,805100000,0.30814,0.09341,-0.37178,-0.40883,-0.17087,-0.34898,2.04862,1.3926,0.32176,-9.68107,-9.65272,26.03945,3.37851,4,-0.20227,0.07059,5.25526,6.76674
"37","2019_Q2",105.19619047619,"Up",5808700000,-4081500000,1727200000,-1341700000,-1341700000,385500000,-41600000,-41400000,-2e+05,343900000,343900000,-7.6e+07,267900000,267900000,267900000,267900000,725800000,725800000,3325500000,194800000,194800000,4246100000,3.525e+09,11583200000,2295900000,6187300000,15108200000,19354300000,1311700000,1186500000,125200000,1917600000,1917600000,3979300000,3516900000,3516900000,6102200000,9.9e+08,5112200000,9619100000,13598400000,5755900000,19354300000,267900000,151200000,1.95e+08,59660810.1255842,614100000,-192400000,-209200000,-192400000,5800000,5800000,-23300000,-117500000,304200000,304200000,-4e+05,303800000,536700000,4266900000,655154879.718663,0.29735,0.06637,0.04612,0.04654,0.01384,-2.70040676416354,1.06705,2.36251,0.22046,1.12563,1.12045,24.4063,2.74197812359219,5,0.01661,0.0641267933093794,6.59791,9.18573
"38","2019_Q3",104.6165625,"Down",5740600000,-4092100000,1648500000,-1379600000,-1379600000,268900000,-40500000,-40100000,-4e+05,228400000,228400000,-48100000,180300000,180300000,180300000,180300000,623400000,623400000,3470900000,246500000,246500000,4340800000,3666200000,11486800000,2296300000,6090500000,1.5153e+10,19493800000,1455400000,1455400000,1.49011611938477e-08,1888600000,1888600000,4.094e+09,3518600000,3518600000,6015500000,990300000,5025200000,9534100000,13628100000,5865700000,19493800000,180300000,155100000,-105500000,-279687457.949305,229900000,-293600000,-293300000,-296300000,3300000,3300000,-6e+05,-36500000.0000001,-102900000,-102900000,7e+05,-102200000,4.24e+08,4268600000,48855855.0252004,0.28717,0.04684,0.03141,0.03074,0.00924999999999999,-3.74251191680092,1.06028,2.32335,0.21897,0.75884,0.756610000000002,24.16077,0.193350201492986,5,0.01116,0.0141354305245774,8.59717,13.55597
"39","2019_Q4",104.96671875,"Up",5746200000,-4041700000,1704500000,-1346100000,-1346100000,358400000,-41500000,-41400000,-1e+05,316900000,316900000,-61100000,255800000,255800000,255800000,255800000,433700000,433700000,3882900000,255700000,255700000,4572300000,3810700000,11359100000,2296500000,5962600000,15169800000,19742100000,1473100000,1473100000,-13018932.5551018,1956600000,1956600000,4179700000,3520200000,3520200000,5920900000,1031200000,4889700000,9441100000,13620800000,6121300000,19742100000,255800000,1.6e+08,42400000,-287700000,170500000,-282700000,-279800000,-2.8e+08,3200000,3200000,-4e+05,-5.8e+07,-167500000,-167500000,-5e+05,-1.68e+08,518400000,4270200000,9099999.99999988,0.29663,0.06237,0.04452,0.04179,0.01296,0.0355699999999979,1.09393,2.22515,0.2163,1.08115,1.07705,24.28656,0.0384599999999975,4,0.01568,0.000560000000000019,7.40066,10.70452
"40","2020_Q1",85.14,"Down",6315300000,-4354799999,1960500001,-1398100000,-1398100000,562400001,-39900000,-39200000,-7e+05,522500001,209500001,-86500000,123000001,123000001,123000001,123000001,539200000,539200000,3.522e+09,208200000,208200000,4269400000,3881800000,11423400000,1983300000,6315700000,15305200000,19574600000,1399200000,1336500000,62700000,1897300000,1897300000,3546500000,3522200000,3522200000,6251100000,1013600000,5237500000,9773300000,13319800000,6254800000,19574600000,1.23e+08,179100000,2.83e+08,270199999,855299999,-251500000,-252500000,-251500000,2900000,2900000,-200700000,-497800000,105999999,105999999,-3e+05,105699999,741500001,3772200000,846700000,0.31044,0.08905,0.01948,0.01966,0.00628,6.88374,1.20383,2.12953,0.19271,0.51986,0.51616,26.69189,3.57861,7,0.00756,0.05201,4.36008,5.74858
"41","2020_Q2",83.4115873015873,"Down",6286800000,-4491900000,1794900000,-1.429e+09,-1.429e+09,365900000,-40700000,-40200000,-5e+05,325200000,325200000,-77600000,247600000,247600000,247600000,247600000,1755100000,1755100000,3198500000,211800000,211800000,5165400000,3964800000,11341600000,1981400000,6236900000,15306400000,20471800000,1421100000,1336900000,84200000,2033100000,2033100000,4504200000,3223300000,3223300000,6223700000,1067900000,5155800000,9.447e+09,13951200000,6520600000,20471800000,247600000,165500000,88400000,457500000,9.59e+08,-235900000,-235800000,-235900000,9700000,9700000,-16100000,493600000,1216700000,1216700000,-7e+05,1.216e+09,531400000,4273300000,830600000,0.2855,0.0582,0.03938,0.03797,0.01209,3.3546,1.1468,2.13956,0.20874,1.04517,1.04297,26.53778,3.50612,6,0.01455,0.04881,4.7388,6.88221
"42","2020_Q3",94.094375,"Up",6277600000,-4361400000,1916200000,-1541300000,-1541300000,374900000,-3.5e+07,-34800000,-2e+05,339900000,339900000,-78400000,261500000,261500000,261500000,261500000,1750300000,1750300000,3275700000,206500000,206500000,5232500000,4032600000,11405900000,1.983e+09,6298900000,15438500000,2.0671e+10,1482900000,1.481e+09,1900000,1995900000,1995900000,4278800000,3224300000,3224300000,6354300000,1037500000,5316800000,9578600000,13857400000,6813600000,2.0671e+10,261500000,168100000,-3300000,51700000,4.78e+08,-235200000,-232500000,-235200000,2100000,2100000,-299999,-248199999,-5399999,-5399999,6e+05,-4799999,5.43e+08,4024300000,437900000,0.30524,0.05972,0.04166,0.03838,0.01265,1.67457,1.22289,2.03379,0.19468,1.10198,1.09782,26.45428,1.84534,8,0.01521,0.02547,4.18785,6.06562
"43","2020_Q4",100.419375,"Up",6.177e+09,-4252600000,1924400000,-1458900000,-1458900000,465500000,-38200000,-38100000,-1e+05,427300000,427300000,-97300000,3.3e+08,3.3e+08,3.3e+08,3.3e+08,1118300000,1118300000,3792300000,260399999,260399999,5170999999,4095600000,11385600000,1983100000,6279200000,15481200000,20652199999,1587200000,1587200000,-6313330.19144203,2155100000,2155100000,4042300000,3225300000,3225300000,6423499999,1074099999,5349400000,9648799999,13691099999,6961100000,20652199999,3.3e+08,170100000,55300000,-258700000,296700000,-236400000,-238700000,-236400000,2500000,2500000,-194600001,-692100001,-631800001,-631800001,-2e+05,-632000001,635600000,3525300000,237800000,0.31154,0.07536,0.05342,0.04741,0.01598,0.72061,1.27922,1.9668,0.1707,1.39358,1.38772,26.0853,1.00422,6,0.01952,0.01406,3.78697,5.17078
"44","2021_Q1",107.443114754098,"Up",6767900000,-4615100000,2152800000,-1471200000,-1471200000,681600000,-34200000,-34200000,0,647400000,647400000,-144600000,502800000,502800000,502800000,502800000,1416700000,1416700000,3.427e+09,207100000,207100000,5050800000,4116300000,11528900000,1984400000,6421300000,15645200000,2.0696e+10,1566800000,1480500000,86300000,2163500000,2163500000,3730300000,3226200000,3226200000,6454200000,1036100000,5418100000,9680400000,13410700000,7285300000,2.0696e+10,502800000,182900000,-2799999.99999999,299700000,982600000,-182200000,-191800000,-182200000,2700000,2700000,-205900000,-503200000,297200000,297200000,1200000,298400000,864500000,3226200000,1126600000,0.31809,0.10071,0.07429,0.06902,0.02429,2.24065,1.35399,1.84079,0.15589,2.14322,2.13232,28.84868,4.80222,8,0.02964,0.0664,2.09312,2.65478
"45","2021_Q2",108.698095238095,"Up",6479700000,-4512700000,1.967e+09,-1447100000,-1447100000,519900000,-3.3e+07,-3.3e+07,-39670.494259104,486900000,486900000,-112400000,374500000,374500000,374500000,374500000,1473900000,1473900000,3604600000,226400000,226400000,5304900000,4182399999,11563400000,1985600000,6453400000,15745799999,21050699999,1690200000,1520700000,169500000,2.212e+09,2.212e+09,3902200000,3227800000,3227800000,6509400000,1059400000,5.45e+09,9737200000,13639400000,7411300000,21050700000,374500000,172700000,56600000,-47600000,556200000,-222600000,-224900000,-222800000,4e+06,4e+06,-39300000,-276600000,56800000,56800000,4e+05,57200000,692600000,3227800000,534800000,0.30356,0.08024,0.0578,0.05053,0.01779,1.42804,1.35946,1.84035,0.15333,1.58418,1.57817,27.4099,2.26227,8,0.02184,0.03119,2.53234,3.37353
"46","2021_Q3",96.17671875,"Down",6343200000,-4479200000,1.864e+09,-1461800000,-1461800000,402200000,-3.3e+07,-3.3e+07,-154961.211151606,369200000,369200000,-86800000,282400000,282400000,282400000,282400000,720800000,720800000,3667700000,259600000,259600000,4648100000,4250200000,11546900000,1985100000,6437900000,15797100000,20445200000,1571300000,1559600000,11700000,2151400000,2151400000,3722700000,3229500000,3237419219.63555,6481300000,1054900000,5426400000,9710800000,13433500000,7011700000,20445200000,282400000,176100000,19600000,-298200000,179900000,-228900000,-229100000,-228700000,2600000,2600000,-600000.000000015,-704200000,-7.53e+08,-7.53e+08,-1e+05,-753100000,578300000,3229500000,1.38e+08,0.29386,0.06341,0.04452,0.04028,0.01381,0.48867,1.24858,1.91587,0.15796,1.22304,1.21724,27.47163,0.59766,5,0.01689,0.00825,4.33806,6.23744
"47","2021_Q4",121.45734375,"Up",6417700000,-4651700000,1.766e+09,-1455500000,-1455500000,310500000,-33600000,-33400000,-2e+05,276900000,276900000,-60100000,216800000,216800000,216800000,216800000,701400000,701400000,4.316e+09,410500000,410500000,5427900000,4377400000,11584700000,1985300000,6477100000,15962100000,2.139e+10,1984800000,1984800000,-18332916.3412603,2306400000,2306400000,4291200000,3231100000,3266445626.18073,6623300000,1123200000,5500100000,9854400000,14145600000,7244400000,2.139e+10,216800000,178500000,85400000,-198100000,282600000,-294800000,-295600000,-294800000,-947600000,2400000,-7e+05,-8e+05,-1.3e+07,-1.3e+07,1e+05,-12900000,4.89e+08,3231100000,56200000,0.27518,0.04838,0.03378,0.02993,0.01014,0.25923,1.26489,1.95263,0.15106,0.93893,0.93448,27.79428,0.2434,5,0.01268,0.00329,5.17321,8.14718
"48","2022_Q1",141.447419354839,"Up",7080600000,-4940300000,2140300000,-1561500000,-1561500000,578800000,-79600000,-79500000,-1e+05,499200000,499200000,-4.5e+07,454200000,454200000,454200000,454200000,984900000,984900000,4367300000,310400000,310400000,5662600000,4477300000,11581900000,1984400000,6477200000,16059200000,21721800000,1966800000,1884200000,82600000.0000001,2209800000,2209800000,4176600000,3.417e+09,3323724219.63555,6409700000,1008100000,5401600000,9826700000,14003300000,7718500000,21721800000,454200000,188700000,-4.1e+07,-189100000,412800000,-273600000,-271600000,-273600000,958800000,8800000,-1011100000,145100000,284300000,284300000,-8e+05,283500000,767500000,3.417e+09,349800000,0.30228,0.08174,0.06415,0.05885,0.02091,0.77015,1.35579,1.81425,0.15731,1.98688,1.97908,30.97375,1.53018,4,0.02589,0.01994,3.16886,4.20197
"49","2022_Q2",158.448387096774,"Up",6902600000,-4559600000,2.343e+09,-1611500000,-1611500000,731500000,-3.4e+07,-3.4e+07,-30242.2450798991,697500000,697500000,-161100000,536400000,536400000,536400000,536400000,1218500000,1218500000,4801100000,262700000,262700000,6282300000,4.514e+09,1.1576e+10,1984300000,6472400000,1.609e+10,22372300000,1956900000,1794100000,162800000,2.333e+09,2.333e+09,4289900000,3418100000,3418100000,6422800000,1081900000,5340900000,9840900000,14130800000,8241500000,22372300000,536400000,188900000,126900000,-313700000,538500000,-253400000,-253400000,-256300000,2900000,2900000,-37800000,-49100000,233100000,233100000,5e+05,233600000,920400000,3418100000,514400000,0.33944,0.10597,0.07771,0.06509,0.02398,0.95899,1.46444,1.71459,0.15278,2.384,2.3703,30.67822,2.28622,9,0.02966,0.02845,2.38983,3.00697
"50","2022_Q3",155.6071875,"Down",6768500000,-4640900000,2127600000,-1622200000,-1622200000,505400000,-30700000,-30600000,-1e+05,474700000,474700000,-114800000,359900000,359900000,359900000,359900000,688900000,688900000,5422200000,266200000,266200000,6377300000,4652900000,11646100000,1984300000,6544100000,1.6299e+10,22676300000,2038700000,2011300000,27400000,2341800000,2341800000,4380500000,3419300000,3558417967.27409,6479999999,1084299999,5395700000,9899299999,14279799999,8396500000,22676299999,359900000,193500000,39099999,-610400000,-17900001,-2.8e+08,-276200000,-277100000,1899999.99999976,1900000,-299999.999999762,-234200000,-529200001,-529200001,-3e+05,-529500001,698900000,3419300000,-76700000,0.31434,0.07467,0.05317,0.04286,0.01587,-0.21311,1.45584,1.70068,0.15079,1.59956,1.59037,30.08222,-0.34089,7,0.01967,-0.00419,3.90671,5.40245
