"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",64.4639682539682,"Down",2461300000,-1.966e+09,495300000,-304200000,-116500000,-165500000,-12200000,191100000,-6e+06,-14600000,5e+05,8100000,185100000,185100000,-49600000,135500000,135500000,2300000,137800000,137800000,1182600000,1182600000,1991400000,1991400000,799200000,172100000,172100000,4145300000,1675800000,2.135e+09,243500000,1891500000,4155900000,8301200000,2154800000,1191500000,963300000,7.3e+07,198200000,198200000,2.426e+09,1471800000,366400000,216200000,216200000,150200000,1838200000,4264200000,3762700000,274300000,4.037e+09,8301200000,135500000,97600000,13900000,24100000,271100000,-118400000,-1.18e+08,-51200000,-21100000,5e+05,5e+05,-71500000,81600000,81600000,-12100000,69500000,288700000,1544800000,2.44e+08,0.20124,0.07764,0.05599,0.03413,0.0166,1.77068,1.7087,1.05628,0.18609,1.12562,1.1218,20.10511,30.73559,1.99311,0.41823,0.03177,0.04102,0.37155,1.25459,1.89534
"28","2017_Q1",67.4940322580645,"Up",451800000,-346600000,105200000,116800000,-44500000,143400000,21500000,2.22e+08,-13600000,-14100000,1400000,-9e+05,208400000,208400000,-65900000,142500000,144200000,3500000,147700000,147700000,1226700000,1226700000,1960100000,1960100000,773400000,180700000,8700000,4140900000,1658100000,2083200000,212500000,1870700000,4093500000,8234400000,2199100000,1196500000,9.21e+08,219800000,178700000,178700000,2597600000,1323600000,386800000,237500000,237500000,149300000,1710400000,4.308e+09,3677200000,249200000,3926400000,8234400000,144200000,103600000,-15800000,62200000,294200000,-160200000,-159100000,-51100000,2e+06,8e+05,8e+05,-4.8e+07,87100000,87100000,-4.3e+07,44100000,325600000,1543400000,293500000,0.23285,0.49137,0.32691,0.03762,0.01794,1.98714,1.59413,1.09719,0.18743,1.20512,1.20376,3.68635,30.00317,2.39474,0.41694,0.03394,0.05011,0.34597,0.97267,1.42658
"29","2017_Q2",66.4771428571429,"Down",2608100000,-2065600000,542500000,-324900000,-120300000,-192700000,-21800000,217600000,-23200000,-14200000,5e+05,-9500000,194400000,194400000,-52300000,142100000,142100000,1800000,143900000,143900000,1235200000,1235200000,2152200000,2152200000,758600000,1.83e+08,1.83e+08,4.329e+09,1724300000,2075900000,180500000,1895400000,4188500000,8517500000,2203800000,1217600000,986200000,225200000,272300000,272300000,2701300000,1323700000,385600000,246900000,246900000,138700000,1709300000,4410600000,3853700000,253200000,4106900000,8517500000,142100000,114800000,-25900000,-81800000,149200000,-121400000,-121400000,-51200000,4600000,1800000,1800000,-44800000,-1.7e+07,-1.7e+07,25500000,8500000,332400000,1548900000,181500000,0.20801,0.08343,0.05517,0.03504,0.01689,1.26129,1.60256,1.07395,0.18185,1.17411,1.17146,21.28012,31.44327,1.4809,0.41775,0.03229,0.03004,0.3558,0.94374,1.44164
"30","2017_Q3",71.5806349206349,"Up",1417400000,-1115900000,301500000,-7.7e+07,-79900000,-9199999.99999994,16200000,224500000,-1.8e+07,-13200000,2e+05,-5e+06,206500000,206500000,-64200000,142300000,128300000,1500000,129800000,129800000,922500000,922500000,2106100000,2106100000,798500000,220400000,220400000,4047500000,1812400000,2077100000,1.76e+08,1901100000,4396200000,8443700000,2144900000,1193400000,951500000,189100000,288600000,288600000,2622600000,1323100000,385700000,2.5e+08,2.5e+08,135700000,1708800000,4331400000,3859700000,252600000,4112300000,8443700000,128300000,99600000,9500000,-5.8e+07,179400000,-138400000,-249900000,-5.3e+07,-41300000,-156200000,8e+05,-250500000,-3.21e+08,-3.21e+08,8300000,-312700000,324100000,1512200000,191900000,0.21271,0.15839,0.09158,0.03156,0.01537,1.47843,1.54332,1.05328,0.17909,1.47668,1.47333,16.12514,43.91013,2.18316,0.60296,0.03041,0.03193,0.40832,1.8195,2.62673
"31","2017_Q4",80.2269841269841,"Up",1952600000,-1557700000,394900000,-227700000,-96800000,-93100000,-2700000,167200000,-16500000,-13600000,5e+05,-3400000,150700000,150700000,-44500000,106200000,88200000,2600000,90800000,90800000,958300000,958300000,2080300000,2080300000,831700000,252100000,252100000,4122400000,1886500000,2074500000,169600000,1904900000,4462800000,8585200000,2212100000,1149300000,1062800000,182400000,271500000,271500000,2.666e+09,1322600000,387200000,253200000,253200000,1.34e+08,1709800000,4375800000,3958600000,250800000,4209400000,8585200000,88200000,104200000,-6300000,31800000,217900000,-1.42e+08,-143600000,-52200000,-9400000,2600000,2600000,-5.9e+07,15300000,15300000,20500000,35800000,271400000,1.505e+09,205700000,0.20224,0.08563,0.0465,0.02157,0.01058,2.26542,1.54629,1.03953,0.1753,0.75279,0.7502,16.1884,32.81953,1.7054,0.43277,0.02344,0.03371,0.57489,2.01437,3.26974
"32","2018_Q1",91.6970491803279,"Up",2158700000,-1717900000,440800000,-190500000,-109600000,-75600000,-2900000,250300000,-9500000,-12700000,5e+05,2700000,240800000,240800000,-43400000,197400000,-55600000,118200000,62600000,62600000,959500000,959500000,1696700000,1696700000,704300000,844200000,2800000,4204700000,1608900000,2395300000,42600000,1.397e+09,4345200000,8549900000,1868700000,957300000,829500000,19700000,766200000,1.98e+08,2654600000,1310700000,415200000,206800000,206800000,144300000,1725900000,4380500000,4035100000,134300000,4169400000,8549900000,-55600000,107200000,230100000,107700000,389400000,-167800000,-182400000,-52300000,-162500000,2700000,2700000,-211900000,-4900000,-4900000,6100000,1200000,357500000,1330400000,340800000,0.2042,0.11595,0.029,0.01501,0.00732,5.44409,1.58393,1.05063,0.1556,0.4046,0.40403,13.95208,26.07961,2.20265,0.33802,0.01943,0.05762,0.83546,1.03748,1.48182
"33","2018_Q2",95.5375,"Up",2812800000,-2233600000,579200000,-353800000,-126800000,-213700000,-8100000,225400000,-28500000,-1.2e+07,-12700000,-3800000,196900000,196900000,-74500000,122400000,122400000,4300000,126700000,126700000,793900000,793900000,2.406e+09,2.406e+09,8.65e+08,2.77e+08,2.77e+08,4341900000,2074500000,1853300000,161800000,1691500000,4536200000,8878100000,2.382e+09,1305200000,1076800000,8.4e+07,343500000,343500000,2809500000,1325200000,401400000,231300000,231300000,170100000,1726600000,4536100000,4206200000,135800000,4.342e+09,8878100000,122400000,109800000,6100000,-222700000,15600000,-139300000,-212200000,-52400000,65400000,4900000,4900000,17900000,-178700000,-178700000,13100000,-165600000,335200000,1409200000,47700000,0.20592,0.08013,0.04504,0.02918,0.01427,0.37648,1.54544,1.0447,0.15873,1.04922,1.04562,23.29325,34.83222,0.39501,0.43393,0.02911,0.00775,0.41358,1.83562,2.72981
"34","2018_Q3",85.6684126984127,"Down",1639600000,-1318800000,320800000,-73700000.0000001,-74100000,-12300000,2400000,247100000,-5e+06,-12500000,15300000,-7800000,242100000,242100000,-12200000,229900000,34100000,3100000.00000001,37200000,37200000,507500000,507500000,1863100000,1863100000,709700000,293500000,293500000,3373800000,1633400000,1430200000,38300000,1391900000,3.416e+09,6789800000,1816100000,966400000,849700000,605600000,331600000,331600000,2753300000,1.678e+09,350900000,203800000,203800000,147100000,2028900000,4782200000,1994500000,13100000,2007600000,6789800000,34100000,113500000,33300000,-133500000,47400000,-164700000,-164700000,-54200000,926800000,2700000,2700000,-1.09e+08,-226300000,-226300000,-60100000,-286400000,360600000,2283600000,74600000,0.19566,0.15071,0.02269,0.01853,0.00548,2.00538,1.22537,2.38205,0.33633,0.4271,0.42563,18.82434,22.89897,0.85649,0.62227,0.01969,0.01607,1.45699,4.9254,7.18778
"35","2018_Q4",73.4488888888889,"Down",2.033e+09,-1646900000,386100000,-193600000,-9e+07,-101900000,-2800000,192500000,-21200000,-17600000,2e+05,-3800000,171300000,171300000,-53300000,1.18e+08,1.18e+08,-5e+05,117500000,117500000,533700000,533700000,1784500000,1784500000,758700000,271200000,271200000,3348100000,1654800000,1426300000,35300000,1.391e+09,3412400000,6760500000,1.856e+09,992400000,863600000,5.73e+08,254800000,254800000,2683800000,1677500000,345800000,204300000,204300000,141500000,2023300000,4707100000,2040400000,1.3e+07,2053400000,6760500000,1.18e+08,85100000,-8200000,43300000,238200000,-117400000,-117400000,-54100000,-35100000,6e+05,6e+05,-80700000,40100000,40100000,-13900000,26200000,277600000,2250500000,256800000,0.18992,0.09469,0.0578,0.05722,0.01738,2.18553,1.24752,2.29234,0.33289,1.34902,1.34439,23.34099,23.42595,2.94834,0.62113,0.03691,0.05523,0.46043,6.18444,8.91844
"36","2019_Q1",70.6854098360656,"Down",2192800000,-1767600000,425200000,-193100000,-99400000,-84700000,-2800000,232100000,-229999999,-17099999,799999.999999998,-213700000,2100001,2100001,-94900000,-92799999,-90799999,-2e+05,-90999999,-90999999,615800000,615800000,1652100000,1652100000,757900000,259600000,16900000,3285400000,1690100000,1422600000,32700000,1389900000,3436200000,6721600000,1978600000,978300000,935400000,620700000,266200000,266200000,2865500000,1.609e+09,350300000,198200000,198200000,152100000,1959300000,4824800000,1883700000,13100000,1896800000,6721600000,-90800000,88700000,207900000,83600000,289400000,-133400000,-133400000,-53600000,-19500000.0000001,-1,-0.999999999883585,-73200001,82799999,82799999,-7e+05,82099999,320800000,2229700000,365900000,0.19391,0.10585,-0.0415,-0.04798,-0.01354,-4.02088,1.14654,2.54365,0.33172,-1.70272,-1.70964,41.02986,35.24624,6.84642,1.00292,-0.00835,0.08173,-0.58901,5.03086,6.95347
"37","2019_Q2",67.194126984127,"Down",2.174e+09,-1795200000,378800000,-205600000,-101400000,-107400000,-2800000,173200000,-19600000,-1.7e+07,1e+06,-3600000,153600000,153600000,-42100000,111500000,111500000,-1e+05,111400000,111400000,436600000,436600000,1746700000,1746700000,741100000,186700000,186700000,3111100000,1710900000,1566300000,30700000,1388300000,3661500000,6772600000,1962300000,947200000,1015100000,437600000,338600000,338600000,2738500000,1598100000,4.62e+08,200400000,200400000,261600000,2060100000,4798600000,1960500000,13500000,1.974e+09,6772600000,111500000,90100000,-10800000,-37100000,153700000,-1.08e+08,-1.08e+08,-54300000,-173100000,1e+05,1e+05,-227300000,-181600000,-181600000,2400000,-179200000,263300000,2035700000,160300000,0.17424,0.07967,0.05124,0.05643,0.01645,1.43896,1.13606,2.4309,0.30058,1.27752,1.2746,24.93119,22.4828,1.8383,0.62271,0.03706,0.03585,0.48743,6.0733,9.23268
"38","2019_Q3",66.12578125,"Down",2154700000,-1.755e+09,399700000,-230200000,-101100000,-1.17e+08,-2900000,169500000,-18700000,-16500000,2e+05,-2400000.00000003,150800000,150800000,-41400000,109400000,109400000,-3e+05,109100000,109100000,406400000,406400000,1683100000,1683100000,736100000,226600000,226600000,3052200000,1.765e+09,1581600000,27800000,1388800000,3733300000,6785500000,1.742e+09,946900000,795100000,366800000,309600000,309600000,2418400000,1850200000,479200000,202800000,202800000,276400000,2329400000,4747800000,2024100000,13600000,2037700000,6785500000,109400000,85900000,-198800000,-17100000,-20600000,-127800000,-127800000,-54200000,167500000,1e+05,1e+05,113100000,-35300000,-35300000,5100000,-30200000,255400000,2.217e+09,151900000,0.1855,0.07867,0.05063,0.05354,0.01608,1.3923,1.26207,2.32998,0.32673,1.25115,1.24828,24.70986,23.21216,1.74197,0.62156,0.0345,0.03209,0.49679,7.08927,10.68201
"39","2019_Q4",76.6096875,"Up",2027700000,-1648600000,379100000,-225300000,-97700000,-99100000,-2900000,153800000,-19400000,-16400000,4e+05,-3400000,134400000,134400000,-48400000,8.6e+07,8.6e+07,-6e+05,85400000,85400000,334400000,334400000,1653500000,1653500000,731800000,189100000,189100000,2908800000,1747900000,1561700000,24300000,1383300000,3680700000,6589500000,1.73e+09,890400000,839600000,289900000,284900000,284900000,2304800000,1815100000,470300000,199900000,199900000,270400000,2285400000,4590200000,1986700000,12600000,1999300000,6589500000,8.6e+07,84100000,211800000,-186600000,195300000,-122300000,-122300000,-54200000,-60300000,1e+05,1e+05,-115500000,-42500000,-42500000,-29500000,-7.2e+07,237900000,2.105e+09,-22600000,0.18696,0.07585,0.04212,0.04271,0.01296,-0.26464,1.26206,2.2959,0.31945,0.97936,0.97712,23.25344,22.78326,-0.25917,0.62156,0.03052,-0.00494,0.63466,7.44262,11.51235
"40","2020_Q1",64.7788709677419,"Down",2191600000,-1764200000,427400000,-155900000,-98800000,-82500000,-3400000,271500000,-63300000,-16100000,4e+05,-47600000,208200000,208200000,-54100000,154100000,154100000,0,154100000,154100000,444700000,444700000,1623900000,1623900000,740900000,192600000,31200000,3002100000,1815700000,1953400000,22300000,1387900000,3769100000,6771200000,1796700000,9.41e+08,816900000,368100000,245400000,245400000,2410200000,1726100000,512500000,240200000,240200000,272300000,2238600000,4648800000,2109200000,13200000,2122400000,6771200000,156100000,90900000,-19199999.9999999,84800000,312600000,-117900000,-117900000,-54300000,-54100000,7e+05,7e+05,-107300000,87400000,87400000,2.4e+07,111400000,362400000,2094200000,383400000,0.19502,0.12388,0.07031,0.07261,0.02276,2.48799,1.24558,2.19035,0.30928,1.7672,1.76316,25.13303,24.18807,4.39679,0.62271,0.04407,0.08107,0.35237,4.5516,6.07551
"41","2020_Q2",56.9833333333333,"Down",1.846e+09,-1.515e+09,3.31e+08,-1.99e+08,-9.3e+07,-1.03e+08,-3e+06,1.32e+08,-2.1e+07,-1.5e+07,0,-6e+06,1.11e+08,1.11e+08,-3.6e+07,7.5e+07,7.5e+07,0,7.5e+07,7.5e+07,907200000,907200000,1428100000,1428100000,771600000,200100000,200100000,3.307e+09,1749500000,1550300000,19400000,1382400000,3666900000,6973900000,1669700000,862500000,807200000,318800000,237700000,237700000,2226200000,2209400000,494200000,231800000,231800000,262400000,2703600000,4929800000,2.031e+09,13100000,2044100000,6973900000,7.5e+07,8.9e+07,1.1e+07,-1.9e+07,1.56e+08,-8.8e+07,-8.8e+07,-5.4e+07,4.73e+08,0,0,4.19e+08,4.87e+08,4.87e+08,-2.4e+07,4.63e+08,2.21e+08,2528200000,1.5e+08,0.17931,0.07151,0.04063,0.03669,0.01075,2,1.48549,2.41172,0.36252,0.85911,0.85812,21.14548,23.2646,1.71821,0.61856,0.02546,0.02961,0.72,7.33484,12.2803
"42","2020_Q3",67.27125,"Up",1.047e+09,-1.033e+09,1.4e+07,-1.89e+08,-9.9e+07,-8.8e+07,-2e+06,-1.75e+08,-7.2e+07,-1.4e+07,-5.82076609134674e-11,-5.8e+07,-2.47e+08,-2.47e+08,7.2e+07,-1.75e+08,-1.75e+08,5.82076609134674e-11,-1.75e+08,-1.75e+08,1223200000,1223200000,1179500000,1179500000,757800000,222400000,222400000,3382900000,1753100000,1552200000,17200000,1.385e+09,3791600000,7174500000,1463700000,615700000,8.48e+08,492900000,195400000,195400000,2.152e+09,2.567e+09,500500000,235700000,235700000,264800000,3067500000,5219500000,1941500000,13500000,1.955e+09,7174500000,-1.74e+08,8.6e+07,-8.4e+07,4.4e+07,-1.28e+08,-6.4e+07,-6.4e+07,-7.45058059692383e-09,4.75e+08,0,0,4.75e+08,2.83e+08,2.83e+08,3.2e+07,3.15e+08,-8.9e+07,3059900000,-1.81e+08,0.01337,-0.16714,-0.16714,-0.08951,-0.02439,1.03429,1.57198,2.66982,0.4265,-2.00458,-2.00688,11.99313,22.2394,-2.07331,0,-0.03173,-0.03282,1.11022302462516e-16,-20.63708,-10.49543
"43","2020_Q4",81.92375,"Up",2.038e+09,-1.638e+09,4e+08,-1.96e+08,-9.2e+07,-1.01e+08,-3e+06,2.04e+08,-5.4e+07,-2e+07,1e+06,-3.5e+07,1.5e+08,1.5e+08,-5e+07,1e+08,1e+08,-1e+06,9.9e+07,9.9e+07,1476500000,1476500000,1615700000,1615700000,713800000,230500000,230500000,4036500000,1779100000,1542200000,15300000,1389600000,3796900000,7833400000,1923400000,912400000,1.011e+09,1025500000,272400000,272400000,3221300000,2007100000,491700000,239200000,239200000,252500000,2498800000,5720100000,2099800000,13500000,2113300000,7833400000,9.8e+07,9.3e+07,2.3e+07,1.38e+08,3.52e+08,-7.7e+07,-7.7e+07,0,-5.6e+07,0,0,-5.7e+07,2.18e+08,2.18e+08,3.4e+07,2.52e+08,2.97e+08,3032600000,4.08e+08,0.19627,0.1001,0.04858,0.04685,0.01264,4.12121,1.25307,2.70671,0.38714,1.13402,1.13402,23.34479,24.05269,4.67354,0,0.01756,0.07237,0,5.23939,7.62794
"44","2021_Q1",87.6439344262295,"Up",2.516e+09,-2.015e+09,5.01e+08,-1.91e+08,-1.05e+08,-8.4e+07,-2e+06,3.1e+08,3.9e+07,5.4e+07,1e+06,-1.6e+07,3.49e+08,3.49e+08,-8.9e+07,2.6e+08,2.6e+08,2e+06,2.62e+08,2.62e+08,1.178e+09,1.178e+09,1.82e+09,1.82e+09,7.98e+08,4.73e+08,2.65e+08,4.269e+09,1.869e+09,2.019e+09,1.4e+07,1.398e+09,3.888e+09,8.157e+09,2.584e+09,1.227e+09,1.26e+09,3.02e+08,2.62e+08,2.62e+08,3.148e+09,2.11e+09,4.77e+08,2.48e+08,2.48e+08,2.29e+08,2.587e+09,5.735e+09,2.409e+09,1.4e+07,2.423e+09,8.158e+09,1.89e+08,1.03e+08,6.3e+07,1.14e+08,4.69e+08,-1.11e+08,-1.11e+08,-9.31322574615479e-10,-6.78e+08,1e+06,1e+06,-6.77e+08,-3.19e+08,-3.19e+08,2.2e+07,-2.97e+08,444320051.879482,2.412e+09,506170473.207166,0.257893167449399,0.188497439428451,0.128803558370713,0.100133179282225,0.0280494110840669,3.76380467627466,1.3561,2.3669,0.2957,2.52289680356652,2.52125399157639,28.2846376415269,27.5945,5.79578174183291,0,0.0382818575794683,0.0913862159656092,0.145485146489927,12.2503500063699,11.7413627677678
"45","2021_Q2",95.7419047619048,"Up",2.242e+09,-1.784e+09,4.58e+08,-2.18e+08,-1.08e+08,-1.07e+08,-3e+06,2.4e+08,-2.3e+07,-1.5e+07,2e+06,-1e+07,2.17e+08,2.17e+08,-6e+07,1.57e+08,1.57e+08,0,1.57e+08,1.57e+08,1.254e+09,1.254e+09,1.846e+09,1.846e+09,8.56e+08,4.43e+08,2.6e+08,4.399e+09,1.81e+09,2e+09,1.4e+07,1.392e+09,3.81e+09,8.209e+09,2.538e+09,1.215e+09,1.323e+09,2.91e+08,3.59e+08,3.59e+08,3.188e+09,2.039e+09,4.62e+08,2.39e+08,2.39e+08,2.23e+08,2.501e+09,5.689e+09,2.507e+09,1.4e+07,2.521e+09,8.21e+09,1.57e+08,9.9e+07,1.9e+07,-8.9e+07,1.86e+08,-9.3e+07,-9.3e+07,-25866566.5423369,2.1e+07,1e+06,1e+06,2.2e+07,1.15e+08,1.15e+08,-3.9e+07,7.6e+07,3.39e+08,2.33e+09,2.17e+08,0.20428,0.10705,0.07003,0.06228,0.01913,1.38217,1.37986,2.25664,0.28383,1.79634,1.79224,25.65217,28.68421,2.48284,0.294322227339039,0.02956,0.04085,0.25726554959259,3.17404,4.48333000000001
"46","2021_Q3",88.15546875,"Down",2.023e+09,-1.638e+09,3.85e+08,-2.19e+08,-1.11e+08,-1.06e+08,-2e+06,1.66e+08,-1.3e+07,-1.5e+07,0,2e+06,1.53e+08,1.53e+08,-4.8e+07,1.05e+08,1.05e+08,-1e+06,1.04e+08,1.04e+08,8.93e+08,8.93e+08,1.719e+09,1.719e+09,9.01e+08,2.9e+08,6e+07,3.803e+09,1.833e+09,1.999e+09,1.1e+07,1.393e+09,3.832e+09,7.635e+09,2.191e+09,1.125e+09,1.066e+09,3.63e+08,2.99e+08,2.99e+08,2.853e+09,1.712e+09,4.58e+08,2.39e+08,2.39e+08,2.19e+08,2.17e+09,5.023e+09,2.6e+09,1.5e+07,2.615e+09,7.638e+09,1.05e+08,1e+08,-1.7e+07,-1.25e+08,6.3e+07,-9.7e+07,-9.7e+07,-5.4e+07,-2.98e+08,1e+06,1e+06,-3.51e+08,-3.85e+08,-3.85e+08,2.3e+07,-3.62e+08,2.66e+08,2.075e+09,9.2e+07,0.19031,0.08206,0.05141,0.03977,0.01362,0.88462,1.33298,1.92084,0.27177,1.18993,1.18721,23.14645,29.74828,1.05263,0.61785,0.03071,0.01788,0.51923,4.44361,7.12048
"47","2021_Q4",94.51859375,"Up",1.847e+09,-1.546e+09,3.01e+08,-2.02e+08,-1.01e+08,-9.8e+07,-2e+06,9.9e+07,-1.2e+07,-1.3e+07,0,1e+06,8.7e+07,8.7e+07,-2.7e+07,6e+07,6e+07,0,6e+07,6e+07,9.03e+08,9.03e+08,1.575e+09,1.575e+09,9.22e+08,3.1e+08,6.8e+07,3.71e+09,1.813e+09,1.988e+09,9e+06,1.389e+09,3.801e+09,7.511e+09,2.172e+09,1.076e+09,1.096e+09,3.64e+08,2.75e+08,2.75e+08,2.811e+09,1.687e+09,4.41e+08,2.31e+08,2.31e+08,2.1e+08,2.128e+09,4.939e+09,2.559e+09,1.5e+07,2.574e+09,7.513e+09,6e+07,9.8e+07,-5e+06,3.5e+07,1.88e+08,-1.1e+08,-1.1e+08,-5.5e+07,-2e+06,0,0,-5.8e+07,2e+07,2e+07,-9e+06,1.1e+07,1.97e+08,2.051e+09,1.49e+08,0.16297,0.0536,0.03249,0.02331,0.00799,2.48333,1.31982,1.9188,0.27307,0.6865,0.68415,21.13272,29.27918,1.70481,0.62929,0.02271,0.02942,0.91667,5.82741,11.59596
"48","2022_Q1",89.1833870967742,"Down",2.118e+09,-1.751e+09,3.67e+08,-1.94e+08,-1.12e+08,-8e+07,-3e+06,1.73e+08,4.5e+07,4.7e+07,1e+06,-3e+06,2.18e+08,2.18e+08,-4.2e+07,1.76e+08,1.76e+08,3e+06,1.79e+08,1.79e+08,9.69e+08,9.69e+08,1.699e+09,1.699e+09,7.77e+08,2.3e+08,2.1e+07,3.675e+09,1.855e+09,2.008e+09,8e+06,1.387e+09,3.863e+09,7.538e+09,2.197e+09,1.129e+09,9.87e+08,3.46e+08,2.78e+08,2.78e+08,2.821e+09,1.662e+09,4.06e+08,1.97e+08,203807460.410021,2.09e+08,2.068e+09,4.889e+09,2.633e+09,1.5e+07,2.648e+09,7.537e+09,1.15e+08,9.7e+07,-1.2e+07,1.17e+08,3.17e+08,-1.54e+08,-1.54e+08,-5.6e+07,-2.7e+07,1e+06,1e+06,-8.2e+07,8.1e+07,8.1e+07,-1.4e+07,6.7e+07,159240866.201486,2.008e+09,217762076.140089,0.139721025508314,0.0327492861729068,0.0309076511370717,0.0234009976147191,0.00787711879918696,3.1966353473012,1.30273,1.8463,0.26638,0.709324062664824,0.706483201262428,22.2254284475733,29.7956521643505,2.49149584424663,0.620686791540623,0.0222695459856187,0.0436322653880884,0.888448053881472,6.3011758024655,15.172614026425
"49","2022_Q2",73.2159677419355,"Down",2.124e+09,-1.836e+09,2.88e+08,-2.23e+08,-1.15e+08,-1.07e+08,-1e+06,6.5e+07,5.5e+07,-1.2e+07,1e+06,6.6e+07,1.2e+08,1.2e+08,-3.6e+07,8.4e+07,8.4e+07,0,8.4e+07,8.4e+07,9.38e+08,9.38e+08,1.824e+09,1.824e+09,9.13e+08,2.49e+08,7.9e+07,3.924e+09,1.853e+09,1.993e+09,7e+06,1.384e+09,3.846e+09,7.77e+09,2.435e+09,1.385e+09,1.05e+09,3.47e+08,2.91e+08,2.91e+08,3.073e+09,1.647e+09,3.75e+08,1.72e+08,1.72e+08,2.03e+08,2.022e+09,5.095e+09,2.659e+09,1.5e+07,2.674e+09,7.769e+09,8.3e+07,9.5e+07,-9.1e+07,-1.8e+07,6.9e+07,-1.7e+07,-1.7e+07,-5.6e+07,-1e+06,-1.8e+07,0,-7.5e+07,-2.3e+07,-2.3e+07,-1.1e+07,-3.4e+07,1.6e+08,1.994e+09,1.61e+08,0.13559,0.0306,0.03955,0.03141,0.01081,1.91667,1.27693,1.90539,0.25663,0.9611,0.95781,24.30206,30.42334,1.84211,0.64073,0.02776,0.03192,0.66667,6.6,16.24615
"50","2022_Q3",76.44515625,"Up",2.082e+09,-1.755e+09,3.27e+08,-2.25e+08,-1.12e+08,-1.12e+08,-1e+06,1.02e+08,1.6e+07,-1.2e+07,1e+06,2.7e+07,1.18e+08,1.18e+08,-3.8e+07,8e+07,8e+07,-1e+06,7.9e+07,7.9e+07,3.27e+08,3.27e+08,1.779e+09,1.779e+09,9.03e+08,2.76e+08,8.1e+07,3.285e+09,1.806e+09,1.938e+09,6e+06,1.373e+09,3.744e+09,7.029e+09,2.247e+09,1.303e+09,9.44e+08,5.59e+08,2.55e+08,2.55e+08,3.061e+09,1.06e+09,3.51e+08,1.55e+08,1.55e+08,1.96e+08,1.411e+09,4.472e+09,2.543e+09,1.5e+07,2.558e+09,7.03e+09,8e+07,9.1e+07,1.9e+07,-2.39e+08,-4.9e+07,-1.39e+08,-1.39e+08,-5.6e+07,-3.09e+08,-2.2e+07,0,-3.87e+08,-5.75e+08,-5.75e+08,-3.2e+07,-6.07e+08,1.93e+08,1.619e+09,-1.47e+08,0.15706,0.04899,0.03794,0.03088,0.01124,-1.86076,1.07318,1.74824,0.23033,0.90389,0.9008,23.82151,29.09611,-1.68192,0.64073,0.02982,-0.03247,0.70886,6.6943,12.66667
