ticker;name;sector;mcap in millions usd;simfin_id
ABM;ABM INDUSTRIES INC /DE/;Business Services;3194.016;199984
SABR;Sabre Corp;Business Services;2658.30422;980330
EVTC;EVERTEC, Inc.;Business Services;2499.545445;961219
WSTC;WEST CORP;Business Services;1966.023771;820561
BV;BrightView Holdings, Inc.;Business Services;1124.16122;977402
HCSG;HEALTHCARE SERVICES GROUP INC;Business Services;1114.77;923327
LABL;MULTI COLOR Corp;Business Services;1027.373084;35331
DLX;DELUXE CORP;Business Services;1017.85534;639822
CNDT;CONDUENT Inc;Business Services;1002.08895;716302
CLCT;COLLECTORS UNIVERSE INC;Business Services;852.638338;512060
FORR;FORRESTER RESEARCH, INC.;Business Services;843.34499;506742
RGP;RESOURCES CONNECTION INC;Business Services;707.91636;328011
VEC;Vectrus, Inc.;Business Services;385.08184;710316
SRT;StarTek, Inc.;Business Services;164.76156;144111
PAYS;Paysign, Inc.;Business Services;149.219999;921205
HIL;Hill International, Inc.;Business Services;99.6846;420734
ALJJ;ALJ REGIONAL HOLDINGS INC;Business Services;82.69755;374775
PBSV;Pharma-Bio Serv, Inc.;Business Services;16.085303;242378
LIN;LINDE PLC;Chemicals;156467.90786;1117109
SHW;Sherwin-Williams;Chemicals;66117.66;378215
APD;AIR PRODUCTS & CHEMICALS INC /DE/;Chemicals;60725.88;185217
ECL;Ecolab Inc.;Chemicals;50468.402;378133
BAS.DE;BASF;Chemicals;41801.908203;854462
DOW;Dow Chemical;Chemicals;40719.027;378129
ALB;ALBEMARLE CORP;Chemicals;32887.34396;132877
PPG;PPG INDUSTRIES INC;Chemicals;32463.886;256062
IFF;Intl Flavors & Fragrances;Chemicals;31760.25;378169
DD;DUPONT DE NEMOURS, INC.;Chemicals;31678.472;546332
LYB;LyondellBasell;Chemicals;30527.6;378183
FMC;FMC Corporation;Chemicals;14402.016;378149
WLK;WESTLAKE CHEMICAL CORP;Chemicals;13640.095509;700084
EMN;EASTMAN CHEMICAL CO;Chemicals;13146.39;122948
CE;Celanese Corp;Chemicals;12772.772;109593
RPM;RPM INTERNATIONAL INC/DE/;Chemicals;12196.80619;328948
ARG;Airgas, Inc.;Chemicals;10378.17;442344
OLN;Olin Corp;Chemicals;9225.216;448155
1COV.DE;Covestro;Chemicals;6478.924329;854465
HUN;Huntsman Corp;Chemicals;6352.95;447408
AXTA;Axalta Coating Systems Ltd.;Chemicals;6166.974;702906
ASH;Ashland Global Holdings Inc.;Chemicals;6051.92;136913
CC;Chemours Co;Chemicals;5978.573993;536512
VSM;Versum Materials, Inc.;Chemicals;5790.175756;375160
LTHM;Livent Corp.;Chemicals;5106.29;920443
ESI;Element Solutions Inc;Chemicals;5097.673;687589
UNVR;Univar Solutions Inc.;Chemicals;4637.736;1234799
GRA;W R GRACE & CO;Chemicals;4636.949624;127797
CBT;CABOT CORP;Chemicals;4400.971;1050281
BCPC;BALCHEM CORP;Chemicals;4378.40265;700317
FUL;FULLER H B CO;Chemicals;3802.03179;256748
PX;Praxair Inc.;Chemicals;3768.038142;378201
SXT;SENSIENT TECHNOLOGIES CORP;Chemicals;3717.612;134902
KWR;QUAKER CHEMICAL CORP;Chemicals;3542.432769;116818
NEU;NEWMARKET CORP;Chemicals;3145.8588;1067475
NGVT;Ingevity Corp;Chemicals;2855.16;979804
TROX;Tronox Ltd;Chemicals;2540.55447;627774
GPRE;Green Plains Inc.;Chemicals;2026.92126;627777
FOE;FERRO CORP;Chemicals;1820.64519;350054
KRO;KRONOS WORLDWIDE INC;Chemicals;1793.715;726370
KRA;Kraton Corp;Chemicals;1494.56052;985521
SHLM;SCHULMAN A INC;Chemicals;1298.402688;671141
UAN;CVR PARTNERS, LP;Chemicals;1193.6701;1340565
KMG;KMG CHEMICALS INC;Chemicals;1184.242272;51451
LXU;LSB INDUSTRIES INC;Chemicals;1182.18877;926950
TSE;Trinseo S.A.;Chemicals;1179.75;530044
AMRS;AMYRIS, INC.;Chemicals;1104.261085;1250896
WLKP;Westlake Chemical Partners LP;Chemicals;882.473265;1296417
GEVO;Gevo, Inc.;Chemicals;751.119779;1059126
RYAM;RAYONIER ADVANCED MATERIALS INC.;Chemicals;343.728299;124551
FF;FutureFuel Corp.;Chemicals;330.412485;824527
FTK;FLOTEK INDUSTRIES INC/CN/;Chemicals;86.09015;1145423
TLCC;TWINLAB CONSOLIDATED HOLDINGS, INC.;Chemicals;25.909283;156530
ARLP;ALLIANCE RESOURCE PARTNERS LP;Coal;2938.209559;786231
SXC;SunCoke Energy, Inc.;Coal;592.334;112269
NC;NACCO INDUSTRIES INC;Coal;319.26024;528497
HNRG;HALLADOR ENERGY CO;Coal;198.8711;684673
WLB;WESTMORELAND COAL Co;Coal;2.815746;596565
CSCO;CISCO SYSTEMS, INC.;Communication Equipment;195638.91;82202
LHX;L3HARRIS TECHNOLOGIES, INC.;Communication Equipment;45975.293;248838
VOD;VODAFONE GROUP PUBLIC LTD CO;Communication Equipment;43634.048;1205636
MSI;Motorola Solutions, Inc.;Communication Equipment;42901.848;333970
UI;Ubiquiti Inc.;Communication Equipment;20132.19869;503387
HPE;Hewlett Packard Enterprise Co;Communication Equipment;19539.65;47023
JNPR;JUNIPER NETWORKS INC;Communication Equipment;9341.1;385619
CIEN;CIENA CORP;Communication Equipment;8466.71911;49697
ZAYO;Zayo Group Holdings, Inc.;Communication Equipment;8314.158297;694556
LITE;Lumentum Holdings Inc.;Communication Equipment;6478.08;183087
IRDM;Iridium Communications Inc.;Communication Equipment;5927.24918;1011100
SLAB;SILICON LABORATORIES INC.;Communication Equipment;5163.25788;1033431
ACIA;Acacia Communications, Inc.;Communication Equipment;4902.208489;353923
ARRS;Arris Group Inc;Communication Equipment;4643.118892;445801
BB;BLACKBERRY Ltd;Communication Equipment;4042.69866;1108872
SMCI;Super Micro Computer, Inc.;Communication Equipment;3392.88168;175410
FNSR;FINISAR CORP;Communication Equipment;2854.967802;198959
COMM;Commscope Holding Company Inc;Communication Equipment;2231.7;446289
SATS;EchoStar CORP;Communication Equipment;1795.03986;823480
EXTR;EXTREME NETWORKS INC;Communication Equipment;1763.76289;187330
CLFD;Clearfield, Inc.;Communication Equipment;1635.339422;824450
BLOX;INFOBLOX INC;Communication Equipment;1580.7049;252645
GIMO;Gigamon Inc.;Communication Equipment;1437.160533;252563
INFN;INFINERA CORP;Communication Equipment;1247.79711;346530
ADTN;ADTRAN INC;Communication Equipment;1219.72409;998420
CEVA;CEVA INC;Communication Equipment;792.47673;1335016
NTGR;NETGEAR, INC;Communication Equipment;746.54344;591520
ARLO;Arlo Technologies, Inc.;Communication Equipment;611.55072;1251690
CMBM;Cambium Networks Corp;Communication Equipment;538.470958;998419
SHOR;ShoreTel Inc;Communication Equipment;518.647103;231330
CASA;Casa Systems Inc;Communication Equipment;397.7672;1007468
DZSI;DZS INC.;Communication Equipment;380.00718;202955
AVNW;AVIAT NETWORKS, INC.;Communication Equipment;379.75622;208290
CMTL;COMTECH TELECOMMUNICATIONS CORP /DE/;Communication Equipment;337.96672;48404
CAMP;CalAmp Corp.;Communication Equipment;223.26875;75639
LTRX;LANTRONIX INC;Communication Equipment;219.21;172507
HEAR;Turtle Beach Corp;Communication Equipment;173.415;817639
ITI;ITERIS, INC.;Communication Equipment;141.973;59550
PCTI;PC TEL INC;Communication Equipment;89.90445;919132
AVYA;Avaya Holdings Corp.;Communication Equipment;60.984;934338
IDSY;ID SYSTEMS INC;Communication Equipment;60.877671;250487
FEIM;FREQUENCY ELECTRONICS INC;Communication Equipment;60.229;118109
TESS;TESSCO TECHNOLOGIES INC;Communication Equipment;48.676263;42813
BKTI;BK Technologies;Communication Equipment;40.483874;546874
FKWL;FRANKLIN WIRELESS CORP;Communication Equipment;34.203126;286530
OCC;OPTICAL CABLE CORP;Communication Equipment;26.739836;232540
WSTL;WESTELL TECHNOLOGIES INC;Communication Equipment;14.967559;543789
CMRO;COMARCO INC;Communication Equipment;0.292283;692525
VZ;VERIZON COMMUNICATIONS INC;Communication Services;192405.8;101219
TMUS;T-Mobile US, Inc.;Communication Services;183864.193737;515267
CMCSA;COMCAST CORP;Communication Services;182961.175917;106366
T;AT&T INC.;Communication Services;133128.33;66790
AMT;AMERICAN TOWER CORP /MA/;Communication Services;127746.1772;68339
DTE.DE;Deutsche Telekom;Communication Services;93290.143452;1099105
CHTR;Charter Communications;Communication Services;79208.077542;378110
CCI;Crown Castle International Corp.;Communication Services;78940.23;378122
YHOO;YAHOO INC;Communication Services;50382.103262;257807
SBAC;SBA COMMUNICATIONS CORP;Communication Services;37535.0355;100897
LBRDA;Liberty Broadband Corp;Communication Services;21757.26702;1174185
LVLT;Level 3 Communications;Communication Services;19456.961319;378179
LBTYA;Liberty Global plc;Communication Services;12193.092804;670717
LUMN;Lumen Technologies, Inc.;Communication Services;11959.06584;373834
DISH;DISH Network CORP;Communication Services;10284.61863;741324
CABO;Cable One, Inc.;Communication Services;8294.723149;1053849
FYBR;FRONTIER COMMUNICATIONS CORP;Communication Services;6787.90441;388949
RAX;RACKSPACE HOSTING, INC.;Communication Services;4043.536;53986
SPT;Sprout Social, Inc.;Communication Services;3488.179776;1238783
CCOI;COGENT COMMUNICATIONS HOLDINGS, INC.;Communication Services;2867.769942;125781
USM;UNITED STATES CELLULAR CORP;Communication Services;2628.16;903238
IDCC;InterDigital, Inc.;Communication Services;1688.52976;549215
SHEN;SHENANDOAH TELECOMMUNICATIONS CO/VA/;Communication Services;1209.78684;1097754
CBB;CINCINNATI BELL INC;Communication Services;788.250052;618601
CNSL;Consolidated Communications Holdings, Inc.;Communication Services;756.14807;897291
IDT;IDT CORP;Communication Services;720.0478;535487
WIFI;BOINGO WIRELESS INC;Communication Services;626.06663;651519
RBBN;Ribbon Communications Inc.;Communication Services;506.1403;909370
OOMA;OOMA INC;Communication Services;333.28511;208053
HCOM;Hawaiian Telcom Holdco, Inc.;Communication Services;291.446781;692076
HMTV;HEMISPHERE MEDIA GROUP, INC.;Communication Services;287.52212;652016
ALSK;ALASKA COMMUNICATIONS SYSTEMS GROUP INC;Communication Services;184.530934;899013
CALL;MAGICJACK VOCALTEC LTD;Communication Services;140.872752;144735
SPOK;Spok Holdings, Inc;Communication Services;140.021915;997662
GTT;GTT Communications, Inc.;Communication Services;138.81411;100512
VATE;INNOVATE Corp.;Communication Services;129.091;625571
OTEL;OTELCO INC.;Communication Services;40.171862;969956
JCS;COMMUNICATIONS SYSTEMS INC;Communication Services;19.349506;945747
WIN;WINDSTREAM HOLDINGS, INC.;Communication Services;14.619295;625612
TEUM;PARETEUM Corp;Communication Services;0;890308
AAPL;APPLE INC;Computer Hardware;2796674.37335;111052
EMC;EMC CORP;Computer Hardware;56846.261843;261451
APH;AMPHENOL CORP /DE/;Computer Hardware;47439.634;65820
TEL;TE Connectivity Ltd.;Computer Hardware;44258.9;104745
ANET;Arista Networks, Inc.;Computer Hardware;39850.41214;536189
DELL;Dell Technologies Inc.;Computer Hardware;37074.17;59180
HPQ;HP INC;Computer Hardware;36225;184360
GLW;CORNING INC /NY;Computer Hardware;31511.34;261761
KEYS;Keysight Technologies, Inc.;Computer Hardware;31225.29;186556
FTV;Fortive Corp;Computer Hardware;24669.538;378151
GRMN;GARMIN LTD;Computer Hardware;19156.43527;388839
TRMB;TRIMBLE INC.;Computer Hardware;18063.792;627855
STX;Seagate Technology;Computer Hardware;17434.05;378212
NTAP;NetApp, Inc.;Computer Hardware;16598.94;183964
SNDK;SANDISK CORP;Computer Hardware;15459.609402;505727
WDC;WESTERN DIGITAL CORP;Computer Hardware;15362.88;250582
LOGI;LOGITECH INTERNATIONAL SA;Computer Hardware;9579.37743;353811
JBL;JABIL CIRCUIT INC;Computer Hardware;8829.756;79450
FLEX;FLEXTRONICS INTERNATIONAL LTD.;Computer Hardware;8592.08;116586
PSTG;Pure Storage, Inc.;Computer Hardware;8480.01275;40474
HAR;Harman Int'l Industries;Computer Hardware;7793.119675;378160
ARW;Arrow Electronics Inc;Computer Hardware;7577.16426;445806
FLIR;FLIR SYSTEMS INC;Computer Hardware;7565.007314;367930
ST;Sensata Technologies Holding plc;Computer Hardware;7129.09212;749178
ADT;ADT Inc.;Computer Hardware;6927.8443;54871
COHR;COHERENT INC;Computer Hardware;6533.57124;365654
MKSI;MKS Instruments Inc;Computer Hardware;6521.913;447843
LFUS;LITTELFUSE INC /DE;Computer Hardware;6177.56384;132253
NOVT;NOVANTA INC;Computer Hardware;5591.0166;728364
BRCD;BROCADE COMMUNICATIONS SYSTEMS INC;Computer Hardware;5267.879386;186307
TECD;TECH DATA CORP;Computer Hardware;5166.926938;181744
AVT;AVNET INC;Computer Hardware;4349.7123;884659
TDC;Teradata Corp.;Computer Hardware;3691.845;378223
AEIS;ADVANCED ENERGY INDUSTRIES INC;Computer Hardware;3617.6784;574583
SANM;SANMINA CORP;Computer Hardware;3039.2796;418072
BMI;BADGER METER INC;Computer Hardware;2991.733674;252337
VSAT;VIASAT INC;Computer Hardware;2977.71629;986214
MRCY;MERCURY SYSTEMS INC;Computer Hardware;2921.83074;166196
ENS;EnerSys;Computer Hardware;2912.552254;35886
GDI;GARDNER DENVER INC;Computer Hardware;2496.806309;668481
PI;IMPINJ INC;Computer Hardware;2455.42424;182875
ITRI;ITRON INC /WA/;Computer Hardware;2420.49486;693852
ENR;ENERGIZER HOLDINGS, INC.;Computer Hardware;2289.443;674540
FIT;FITBIT INC;Computer Hardware;1888.205679;642125
OSIS;OSI SYSTEMS INC;Computer Hardware;1780.446252;344473
TTMI;TTM TECHNOLOGIES INC;Computer Hardware;1683.87933;626042
IRBT;IROBOT CORP;Computer Hardware;1618.7956;675457
MEI;METHODE ELECTRONICS INC;Computer Hardware;1607.186237;64377
KEM;KEMET CORP;Computer Hardware;1592.014788;641260
DDD;3D SYSTEMS CORP;Computer Hardware;1548.61616;545133
CRAY;CRAY INC;Computer Hardware;1449.914853;941302
QLGC;QLOGIC CORP;Computer Hardware;1335.28844;80382
GPRO;GoPro, Inc.;Computer Hardware;1076.15115;114240
MLAB;MESA LABORATORIES INC /CO;Computer Hardware;1056.1819;43619
BHE;BENCHMARK ELECTRONICS INC;Computer Hardware;992.13054;95106
SSNI;SILVER SPRING NETWORKS INC;Computer Hardware;880.10502;331528
MVIS;MICROVISION, INC.;Computer Hardware;877.41378;815811
SCSC;SCANSOURCE INC;Computer Hardware;876.28625;177685
FARO;FARO TECHNOLOGIES INC;Computer Hardware;711.489796;740727
TRNS;TRANSCAT INC;Computer Hardware;609.86609;60740
KE;Kimball Electronics, Inc.;Computer Hardware;580.59805;175788
AMOT;ALLIED MOTION TECHNOLOGIES INC;Computer Hardware;530.75713;126799
PCMI;PCM, INC.;Computer Hardware;431.595963;898543
PLPC;PREFORMED LINE PRODUCTS CO;Computer Hardware;408.5312;728955
IIN;INTRICON CORP;Computer Hardware;221.72328;519102
MXWL;MAXWELL TECHNOLOGIES INC;Computer Hardware;208.68202;755086
LUNA;LUNA INNOVATIONS INC;Computer Hardware;206.889548;816577
AMSC;AMERICAN SUPERCONDUCTOR CORP /DE/;Computer Hardware;166.738;33387
HURC;HURCO COMPANIES INC;Computer Hardware;165.668;188434
IVAC;INTEVAC INC;Computer Hardware;122.68808;639373
WATT;Energous Corp;Computer Hardware;111.599159;816792
SOTK;SONO TEK CORP;Computer Hardware;84.151086;94282
LGL;LGL GROUP INC;Computer Hardware;78.104771;528980
HPJ;Highpower International, Inc.;Computer Hardware;75.157653;163221
RFIL;R F INDUSTRIES LTD;Computer Hardware;73.887192;241093
PRCP;PERCEPTRON INC/MI;Computer Hardware;68.163443;210612
RSYS;RADISYS CORP;Computer Hardware;68.147318;342891
LPTH;LIGHTPATH TECHNOLOGIES INC;Computer Hardware;41.593472;246855
SCND;SCIENTIFIC INDUSTRIES INC;Computer Hardware;37.457229;331831
ESP;ESPEY MFG & ELECTRONICS CORP;Computer Hardware;36.620677;230667
PPSI;PIONEER POWER SOLUTIONS, INC.;Computer Hardware;34.63168;88673
SGMA;SIGMATRON INTERNATIONAL INC;Computer Hardware;32.618233;231993
IEHC;IEH CORPORATION;Computer Hardware;29.035575;248180
SVT;SERVOTRONICS INC /DE/;Computer Hardware;27.4258;250129
SMIT;SCHMITT INDUSTRIES INC;Computer Hardware;15.62792;332324
MIND;MITCHAM INDUSTRIES INC;Computer Hardware;11.2955;198210
VIDE;VIDEO DISPLAY CORP;Computer Hardware;7.9353;95336
CGNX;COGNEX CORP;Computer Hardware;0.016538;710555
TDY;TELEDYNE TECHNOLOGIES INC;Conglomerates;19330.425;1164973
SEB;Seaboard Corp;Conglomerates;4864.848005;448625
CODI;Compass Diversified Holdings;Conglomerates;1733.68125;705587
LIVE;LIVE VENTURES Inc;Conglomerates;88.012342;655099
ACN;Accenture plc;Consulting;202973.366005;61372
FCN;FTI CONSULTING, INC;Consulting;5597.89969;1057788
CBZ;CBIZ, Inc.;Consulting;2464.75452;1333026
PLUS;EPLUS INC;Consulting;1400.94692;1234044
URI;UNITED RENTALS INC /DE;Consulting & Outsourcing;24599.975;102754
UHAL;Amerco;Consulting & Outsourcing;11581.339982;449042
ALLE;Allegion plc;Consulting & Outsourcing;9566.172;69109
EXPO;EXPONENT INC;Consulting & Outsourcing;5482.65858;1084550
MSA;MSA Safety Inc;Consulting & Outsourcing;5210.37951;898420
AL;AIR LEASE CORP;Consulting & Outsourcing;4558.893805;182952
R;Ryder System;Consulting & Outsourcing;4289.344718;378210
HRI;HERC HOLDINGS INC;Consulting & Outsourcing;3903.502;535488
BCO;BRINKS CO;Consulting & Outsourcing;2890.026;494050
BRC;BRADY CORP;Consulting & Outsourcing;2596.58234;246429
KTOS;KRATOS DEFENSE & SECURITY SOLUTIONS, INC.;Consulting & Outsourcing;2016.08;895821
RCII;RENT A CENTER INC DE;Consulting & Outsourcing;1685.81756;515845
NSSC;NAPCO SECURITY TECHNOLOGIES, INC;Consulting & Outsourcing;969.6192;198892
AAN;Aaron's Company, Inc.;Consulting & Outsourcing;465.93;441241
MTMT;Mega Matrix Corp.;Consulting & Outsourcing;110.420275;696963
ASCMA;Ascent Capital Group, Inc.;Consulting & Outsourcing;10.252517;707350
PG;PROCTER & GAMBLE Co;Consumer Packaged Goods;378318.369;133209
EL;ESTEE LAUDER COMPANIES INC;Consumer Packaged Goods;100007.042;172930
MDLZ;Mondelez International;Consumer Packaged Goods;91618.44;378190
CL;COLGATE PALMOLIVE CO;Consumer Packaged Goods;69203.778;255327
KRFT;Kraft Foods Group, Inc.;Consumer Packaged Goods;52203.188776;359197
ADM;ARCHER DANIELS MIDLAND CO;Consumer Packaged Goods;49004.28;66997
HSY;HERSHEY CO;Consumer Packaged Goods;47597.76672;248677
KHC;Kraft Heinz Co;Consumer Packaged Goods;47566.75;693432
GIS;GENERAL MILLS INC;Consumer Packaged Goods;47555.904;78526
KMB;KIMBERLY CLARK CORP;Consumer Packaged Goods;46300.43;384594
HEN.DE;Henkel;Consumer Packaged Goods;28333.389001;854471
HRL;HORMEL FOODS CORP /DE/;Consumer Packaged Goods;27583.70928;375369
K;KELLOGG CO;Consumer Packaged Goods;25881.9;97995
MKC;MCCORMICK & CO INC;Consumer Packaged Goods;24763.466;251282
BEI.DE;Beiersdorf;Consumer Packaged Goods;23748.686152;854463
TSN;TYSON FOODS INC;Consumer Packaged Goods;23724.01;138054
CHD;Church & Dwight;Consumer Packaged Goods;21436.136;378113
CLX;CLOROX CO /DE/;Consumer Packaged Goods;18452.4602;218764
CAG;CONAGRA FOODS INC /DE/;Consumer Packaged Goods;17119.592;326285
SJM;J M SMUCKER Co;Consumer Packaged Goods;15458.372;254348
CPB;CAMPBELL SOUP CO;Consumer Packaged Goods;15257.69;249099
BG;Bunge LTD;Consumer Packaged Goods;14183.280694;445920
LW;Lamb Weston Holdings, Inc.;Consumer Packaged Goods;11942.925;1077538
NWL;Newell Rubbermaid Co.;Consumer Packaged Goods;8863.596;378194
PPC;PILGRIMS PRIDE CORP;Consumer Packaged Goods;7345.58496;423305
COTY;COTY INC.;Consumer Packaged Goods;6508.435;376164
INGR;Ingredion Inc;Consumer Packaged Goods;6330.576;610276
FLO;FLOWERS FOODS INC;Consumer Packaged Goods;5938.02642;531177
POST;Post Holdings, Inc.;Consumer Packaged Goods;5456.536;625659
SAFM;SANDERSON FARMS INC;Consumer Packaged Goods;4502.076;684669
LANC;LANCASTER COLONY CORP;Consumer Packaged Goods;4153.22362;253076
SMPL;Simply Good Foods Co;Consumer Packaged Goods;3373.316965;858017
HELE;HELEN OF TROY LTD;Consumer Packaged Goods;3355.65765;91621
BRBR;BELLRING BRANDS, INC.;Consumer Packaged Goods;3303.912;1011103
JJSF;J&J SNACK FOODS CORP;Consumer Packaged Goods;3025.46546;968241
HLF;HERBALIFE LTD.;Consumer Packaged Goods;2949.928;335043
THS;TreeHouse Foods, Inc.;Consumer Packaged Goods;2765.84;532132
IPAR;INTER PARFUMS INC;Consumer Packaged Goods;2709.15156;853111
CALM;CAL-MAINE FOODS INC;Consumer Packaged Goods;2661.8705;776100
MGPI;MGP INGREDIENTS INC;Consumer Packaged Goods;2504.751508;968242
TR;TOOTSIE ROLL INDUSTRIES INC;Consumer Packaged Goods;2484.7778;527072
AVP;AVON PRODUCTS INC;Consumer Packaged Goods;2483.741938;335142
CENT;CENTRAL GARDEN & PET CO;Consumer Packaged Goods;2422.2835;239618
HAIN;HAIN CELESTIAL GROUP INC;Consumer Packaged Goods;2310.46452;1234772
BYND;BEYOND MEAT, INC.;Consumer Packaged Goods;2277.844166;917697
FRPT;Freshpet, Inc.;Consumer Packaged Goods;2221.10412;546551
BGS;B&G Foods, Inc.;Consumer Packaged Goods;1704.25952;327019
USNA;USANA HEALTH SCIENCES INC;Consumer Packaged Goods;1404.63499;741592
COCO;Vita Coco Company, Inc.;Consumer Packaged Goods;875.010524;1334644
VITL;Vital Farms, Inc.;Consumer Packaged Goods;561.58271;1299760
REV;REVLON INC /DE/;Consumer Packaged Goods;467.554539;639819
NUTR;NUTRACEUTICAL INTERNATIONAL CORP;Consumer Packaged Goods;386.524558;357986
ALCO;ALICO INC;Consumer Packaged Goods;261.4678;798086
NATR;NATURES SUNSHINE PRODUCTS INC;Consumer Packaged Goods;202.61448;687929
BRID;BRIDGFORD FOODS CORP;Consumer Packaged Goods;130.615612;33021
FARM;FARMER BROTHERS CO;Consumer Packaged Goods;91.979247;968243
SNAK;INVENTURE FOODS, INC.;Consumer Packaged Goods;80.776;86600
UG;UNITED GUARDIAN INC;Consumer Packaged Goods;72.957786;512245
NAII;NATURAL ALTERNATIVES INTERNATIONAL INC;Consumer Packaged Goods;66.281549;257524
NHTC;NATURAL HEALTH TRENDS CORP;Consumer Packaged Goods;60.70496;511953
MMMB;MamaMancini's Holdings, Inc.;Consumer Packaged Goods;48.632572;233893
RMCF;Rocky Mountain Chocolate Factory, Inc.;Consumer Packaged Goods;42.70374;515680
SANW;S&W Seed Co;Consumer Packaged Goods;35.768776;246310
PURE;PURE BIOSCIENCE, INC.;Consumer Packaged Goods;20.222839;53064
CYAN;CYANOTECH CORP;Consumer Packaged Goods;16.62672;65022
JVA;COFFEE HOLDING CO INC;Consumer Packaged Goods;15.812819;40037
TIS;Orchids Paper Products CO /DE;Consumer Packaged Goods;13.231232;693955
YGYI;Youngevity International, Inc.;Consumer Packaged Goods;4.077015;858111
DFODQ;DEAN FOODS CO;Consumer Packaged Goods;3.677601;824643
V;VISA INC.;Credit Services;359149.56;107326
MA;Mastercard Inc;Credit Services;348831.75;331628
AXP;AMERICAN EXPRESS CO;Credit Services;125169.95;413080
PYPL;PayPal Holdings, Inc.;Credit Services;119841.92;109664
COF;Capital One Financial;Credit Services;45167.952;378103
DFS;Discover Financial Services;Credit Services;31483.95;378127
TSS;Total System Services;Credit Services;23585.738917;378227
SYF;Synchrony Financial;Credit Services;19376.934;493399
CACC;CREDIT ACCEPTANCE CORP;Credit Services;8133.587228;980324
WU;Western Union Co;Credit Services;6384.417;378242
OMF;OneMain Holdings, Inc.;Credit Services;5005.244555;687414
SLM;SLM CORP;Credit Services;4642.66564;103225
UPST;Upstart Holdings, Inc.;Credit Services;3041.496178;1204606
NAVI;NAVIENT CORP;Credit Services;2703.54;551008
BFH;BREAD FINANCIAL HOLDINGS, INC.;Credit Services;2225.562;68960
PSFE;Paysafe Ltd;Credit Services;1635.589983;1266886
GDOT;GREEN DOT CORP;Credit Services;1259.2188;786096
ENVA;Enova International, Inc.;Credit Services;1253.73426;625336
PRG;PROG Holdings, Inc.;Credit Services;1135.3336;1234787
NICK;NICHOLAS FINANCIAL INC;Credit Services;68.81808;141389
TSSI;TSS, Inc.;Credit Services;10.56272;363007
TCNT;TOUCAN INTERACTIVE CORP;Credit Services;3.621;658757
BRK-A;BERKSHIRE HATHAWAY INC;Diversified Holdings;680280.4939;71306
MRK.DE;Merck Group;Diversified Holdings;81376.361485;1117110
CW;CURTISS WRIGHT CORP;Diversified Holdings;5728.22674;1057791
MARA;Marathon Patent Group, Inc.;Diversified Holdings;1847.301506;914944
RIOT;Riot Blockchain, Inc.;Diversified Holdings;880.90721;1072404
BH;Biglari Holdings Inc.;Diversified Holdings;210.613176;995149
DFCO;DALRADA FINANCIAL CORP;Diversified Holdings;11.940015;1077526
JNJ;JOHNSON & JOHNSON;Drug Manufacturers;440644.661962;89661
LLY;Lilly (Eli) & Co.;Drug Manufacturers;279372.093;378181
PFE;PFIZER INC;Drug Manufacturers;278866.98;262090
ABBV;AbbVie Inc.;Drug Manufacturers;252076.538565;61199
MRK;Merck & Co., Inc.;Drug Manufacturers;229283.29;262201
BMY;BRISTOL MYERS SQUIBB CO;Drug Manufacturers;163234.26;255210
GWPH;GW PHARMACEUTICALS PLC;Drug Manufacturers;82884.23205;953793
ZTS;Zoetis;Drug Manufacturers;80741.3;378251
AGN;Allergan plc;Drug Manufacturers;63659.113779;61474
AGN_old;Allergan Inc.;Drug Manufacturers;59374.083097;442340
SHPGF;Shire plc;Drug Manufacturers;57633.578604;132453
BAYN.DE;Bayer;Drug Manufacturers;54253.887344;849702
CTLT;Catalent, Inc.;Drug Manufacturers;19113.5;1169061
TEVA;TEVA PHARMACEUTICAL INDUSTRIES LTD;Drug Manufacturers;12166.09;616649
ELAN;Elanco Animal Health Inc;Drug Manufacturers;9318.672;1094920
MYL;Mylan N.V.;Drug Manufacturers;8588.917371;333504
MYL_old;Mylan N.V.;Drug Manufacturers;5935.978868;378191
PRGO;PERRIGO CO;Drug Manufacturers;5631.664;334568
TXMD;TherapeuticsMD, Inc.;Drug Manufacturers;4097.94126;692917
BHC;Bausch Health Companies Inc.;Drug Manufacturers;2289.6;542074
TLRY;Tilray, Inc.;Drug Manufacturers;2039.80875;816689
SUPN;SUPERNUS PHARMACEUTICALS INC;Drug Manufacturers;1815.421019;445197
VERU;FEMALE HEALTH CO;Drug Manufacturers;1781.96759;370817
ZGNX;ZOGENIX, INC.;Drug Manufacturers;1491.5454;816789
EBS;Emergent BioSolutions Inc.;Drug Manufacturers;1469.5;1063681
HIMS;Hims & Hers Health, Inc.;Drug Manufacturers;1419.488764;1297254
IPXL;IMPAX LABORATORIES INC;Drug Manufacturers;1349.778647;625184
PAHC;PHIBRO ANIMAL HEALTH CORP;Drug Manufacturers;759.45;177507
KPTI;Karyopharm Therapeutics Inc.;Drug Manufacturers;437.28399;786011
EYPT;EyePoint Pharmaceuticals, Inc.;Drug Manufacturers;403.82404;232734
DPLO;Diplomat Pharmacy, Inc.;Drug Manufacturers;303.895852;349954
IMMY;Imprimis Pharmaceuticals, Inc.;Drug Manufacturers;213.323418;703115
ENDP;Endo International plc;Drug Manufacturers;86.46197;530918
MEIP;MEI Pharma, Inc.;Drug Manufacturers;68.4315;187582
